id,juz_number,surah_number,surah_ayat,juz_ayat,ayat_number,quran_transliteration
4466,25,44,9,161,4423,Bal hum fee shakkiny yal`aboon
4467,25,44,10,162,4424,Fartaqib Yawma ta`tis samaaa`u bi dukhaanin mubeen
4468,25,44,11,163,4425,Yaghshan naasa haazaa `azaabun aleem
4469,25,44,12,164,4426,Rabbanak shif `annal `azaaba innaa mu`minoon
4470,25,44,13,165,4427,Annaa lahumuz zikraa wa qad jaaa`ahum Rasoolum mubeen
4471,25,44,14,166,4428,Summaa tawallaw `anhu wa qaaloo mu`allamum majnoon
4472,25,44,15,167,4429,Innaa kaashiful `azaabi qaleelaa; innakum `aaa`idoon
4473,25,44,16,168,4430,Yawma nabtishul batsha tal kubraa innaa muntaqimoon
4474,25,44,17,169,4431,Wa laqad fatannaa qablahum qawma Fir`awna wa jaaa`ahum Rasoolun kareem
4475,25,44,18,170,4432,An addooo ilaiya `ibaadal laahi innee lakum Rasoolun ameen
4476,25,44,19,171,4433,Wa al laa ta`loo `alal laahi innee aateekum bisultaanim mubeen
4477,25,44,20,172,4434,Wa innee `uztu bi Rabbee wa rabbikum an tarjumoon
4478,25,44,21,173,4435,Wa il lam tu`minoo lee fa`taziloon
4479,25,44,22,174,4436,Fada`aa rabbahooo anna haaa`ulaaa`i qawmum mujrimoon
4480,25,44,23,175,4437,Fa asri bi`ibaadee lailan innakum muttaba`oon
4481,25,44,24,176,4438,Watrukil bahra rahwan innahum jundum mughraqoon
4482,25,44,25,177,4439,Kam tarakoo min jannaatinw wa `uyoon
4483,25,44,26,178,4440,Wa zuroo`inw wa maqaa min kareem
4484,25,44,27,179,4441,Wa na`matin kaanoo feehaa faakiheen
4485,25,44,28,180,4442,Kazaalika wa awrasnaahaa qawman aakhareen
4486,25,44,29,181,4443,Famaa bakat `alaihimus samaaa`u wal ardu wa maa kaanoo munzareen
4487,25,44,30,182,4444,Wa laqad najjainaa Baneee Israaa`eela minal`azaabil muheen
4488,25,44,31,183,4445,Min Fir`awn; innahoo kaana `aaliyam minal musrifeen
4489,25,44,32,184,4446,Wa laqadikh tarnaahum `alaa `ilmin `alal `aalameen
4490,25,44,33,185,4447,Wa aatainaahum minal aayaati maa feehi balaaa`um mubeen
4491,25,44,34,186,4448,Inna haaa`ulaaa`i la yaqooloon
4492,25,44,35,187,4449,In hiya illaa mawtatunal oolaa wa maa nahnu bimun shareen
4493,25,44,36,188,4450,Fa`too bi aabaaa`inaaa inkuntum saadiqeen
4494,25,44,37,189,4451,Ahum khayrun am qawmu Tubba`inw wallazeena min qablihim; ahlaknaahum innahum kaanoo mujrimeen
4495,25,44,38,190,4452,Wa maa khalaqnas samaawaati wal arda wa maa baina humaa laa`ibeen
4496,25,44,39,191,4453,Maa khalaqnaahumaaa illaa bilhaqqi wa laakinna aksarahum laa ya`lamoon
4497,25,44,40,192,4454,Inna yawmal fasli meeqaatuhum ajma`een
4498,25,44,41,193,4455,Yawma laa yughnee mawlan `am mawlan shai`anw wa laa hum yunsaroon
4499,25,44,42,194,4456,Illaa mar rahimal laah` innahoo huwal `azeezur raheem
4500,25,44,43,195,4457,Inna shajarataz zaqqoom
4501,25,44,44,196,4458,Ta`aamul aseem
4502,25,44,45,197,4459,Kalmuhli yaghlee filbutoon
4503,25,44,46,198,4460,Kaghalyil hameem
4504,25,44,47,199,4461,Khuzoohu fa`tiloohu ilaa sawaaa`il Jaheem
4505,25,44,48,200,4462,Summa subboo fawqa ra`sihee min `azaabil hameem
4506,25,44,49,201,4463,Zuq innaka antal `azeezul kareem
4507,25,44,50,202,4464,Inna haazaa maa kuntum bihee tamtaroon
4508,25,44,51,203,4465,Innal muttaqeena fee maqaamin ameen
4509,25,44,52,204,4466,Fee jannaatinw wa `uyoon
4510,25,44,53,205,4467,Yalbasoona min sundusinw wa istabraqim mutaqaabileen
4511,25,44,54,206,4468,Kazaalika wa zawwajnaahum bihoorin `een
4512,25,44,55,207,4469,Yad`oona feehaa bikulli faakihatin aamineen
4513,25,44,56,208,4470,Laa yazooqoona feehal mawtaa illal mawtatal oolaa wa waqaahum `azaabal jaheem
4514,25,44,57,209,4471,Fadlam mir rabbik; zaalika huwal fawzul `azeem
4515,25,44,58,210,4472,Fa innamaa yassarnaahu bilisaanika la`allahum yatazakkaroon
4516,25,44,59,211,4473,Fartaqib innahum murta qiboon
4517,25,45,0,212,0,Bismillaahir Rahmaanir Raheem
4518,25,45,1,213,4474,Haa-Meeem
4519,25,45,2,214,4475,Tanzeelul Kitaabi minal laahil `Azeezil Hakeem
4520,25,45,3,215,4476,Innaa fis samaawaati wal ardi la Aayaatil lilmu`mineen
4521,25,45,4,216,4477,Wa fee khalaqikum wa maa yabussu min daaabbatin Aayaatul liqawminy-yooqinoon
4522,25,45,5,217,4478,Wakhtilaafil laili wannahaari wa maaa anzalal laahu minas samaaa`i mir rizqin fa ahyaa bihil arda ba`da mawtihaa wa tasreefir riyaahi Aayaatul liqawminy ya`qiloon
4523,25,45,6,218,4479,"Tilka Aayatul laahi natloohaa `alaika bil haqq, fabiayyi hadeesim ba`dal laahi wa Aayaatihee yu`minoon"
4524,25,45,7,219,4480,Wailul likulli affaakin aseem
4525,25,45,8,220,4481,Yasma`u Aayaatil laahi tutlaa `alaihi summa yusirru mustakbiran ka-al lam yasma`haa fabashshirhu bi`azaabin aleem
4526,25,45,9,221,4482,Wa izaa `alima min Aayaatinaa shai` `anit takhazahaa huzuwaa; ulaaa`ika lahum `azaabum muheen
4527,25,45,10,222,4483,Minw waraaa`ihim Jahannamu wa laa yughnee `anhum maa kasaboo shai`anw wa laa mat takhazoo min doonil laahi awliyaaa; wa lahum `azaabun `azeem
4528,25,45,11,223,4484,Haazaa hudaa; wal lazeena kafaroo bi aayaati Rabbihim lahum `azaabum mir rijzin `aleem (section 1)
4529,25,45,12,224,4485,Allaahul lazee sahkhara lakumul bahra litajriyal fulku feehi bi amrihee wa litabtaghoo min fadlihee wa la`allakum tashkuroon
4530,25,45,13,225,4486,Wa sakhkhara lakum maa fis samaawaati wa maa fil ardi jamee`am minhu; inna feezaalika la Aayaatil liqawminy yatafakkaroon
4531,25,45,14,226,4487,Qul lillazeena aamanoo yaghfiroo lillazeena laa yarjoona ayyaamal laahi liyajziya qawmam bimaa kaanoo yaksiboon
4532,25,45,15,227,4488,Maa `amila saalihan falinafsihee wa man asaaa`a fa`alaihaa summa ilaa Rabbikum turja`oon
4533,25,45,16,228,4489,Wa laqad aatainaa Baneee Israaa`eelal Kitaaba walhukma wan Nubuwwata wa razaqnaahum minat taiyibaati wa faddalnaahum;alal `aalameen
4534,25,45,17,229,4490,Wa aatainaahum baiyinaatim minal amri famakh talafooo illaa mim ba`di maa jaaa`ahumul `ilmu baghyam bainahum; inna Rabbaka yaqdee bainahum Yawmal Qiyaamati feemaa kaanoo feehi yakhtalifoon
4535,25,45,18,230,4491,Summa ja`alnaaka `alaa sharee`atim minal amri fattabi`haa wa laa tattabi`ahwaaa`al-lazeena laa ya`lamoon
4536,25,45,19,231,4492,Innahum lany yughnoo `anka minal laahi shai`aa; wa innaz zaalimeena ba`duhum awliyaaa`u ba`dinw wallaahu waliyyul muttaqeen
4537,25,45,20,232,4493,Haazaa basaaa`iru linnaasi wa hudanw wa rahmatul liqawminy yooqinoon
4538,25,45,21,233,4494,Am hasibal lazeenaj tarahus saiyiaati an naj`alahum kallazeena aamanoo wa `amilu saalihaati sawaaa`am mahyaahum wa mamaatuhum; saaa`a maa yahkumoon (section 2)
4539,25,45,22,234,4495,Wa khalaqal laahus samaawaati wal arda bilhaqqi wa litujzaa kullu nafsim bimaa kasabat wa hum laa yuzlamoon
4540,25,45,23,235,4496,Afara`ayta manit takhaza ilaahahoo hawaahu wa adal lahul laahu `alaa `ilminw wa khatama `alaa sam`ihee wa qalbihee wa ja`ala `alaa basarihee ghishaawatan famany yahdeehi mim ba`dil laah; afalaa tazakkaroon
4541,25,45,24,236,4497,Wa qaaloo maa hiya illaa hayaatunad dunyaa namootu wa nahyaa wa maa yuhlikunaaa illad dahr; wa maa lahum bizaalika min `ilmin in hum illaayazunnoon
4542,25,45,25,237,4498,Wa izaa tutlaa `alaihim aayaatuna baiyinaatim maa kaana hujjatahum illaaa an qaalu`too bi aabaaa`inaaa in kuntum saadiqeen
4543,25,45,26,238,4499,Qulil laahu yuhyeekum summa yumeetukum summa yajma`ukum ilaa Yawmil Qiyaamati laa raiba feehi wa laakinna aksaran naasi laa ya`lamoon (section 3)
4544,25,45,27,239,4500,Wa lillaahi mulkus samaawaati wal ard; wa Yawma taqoomus Saa`atu Yawma `iziny yakhsarul mubtiloon
4545,25,45,28,240,4501,Wa taraa kulla ummatin jaasiyah; kullu ummatin tud`aaa ilaa kitaabihaa al Yawma tujzawna maa kuntum ta`maloon
4546,25,45,29,241,4502,Haazaa kitaabunaa yantiqu `alaikum bilhaqq; innaa kunnaa nastansikhu maa kuntum ta`maloon
4547,25,45,30,242,4503,Fa ammal lazeena aamaanoo wa `amilus saalihaati fayudkhiluhum Rabbuhum fee rahmatih; zaalika huwal fawzul mubeen
4548,25,45,31,243,4504,Wa ammal lazeena kafarooo afalam takun Aayaatee tutlaa `alaikum fastakbartum wa kuntum qawmam mujrimeen
4549,25,45,32,244,4505,Wa izaa qeela inna wa`dallaahi haqqunw was Saa`atu laa raiba feehaa qultum maa nadree mas Saa`atu in nazunnu illaa zannanw wa maa nahnu bimustaiqineen
4550,25,45,33,245,4506,Wa badaa lahum saiyiaatu maa `amiloo wa haaqa bihim maa kaanoo bihee yastahzi`oon
4551,25,45,34,246,4507,Wa qeelal yawma nansaakum kamaa naseetum liqaaa`a yawmikum haazaa wa maawaakumun Naaru wa maa lakum min naasireen
4552,25,45,35,247,4508,Zaalikum bi annakumut takhaztum aayaatil laahi huzuwanw wa gharratkumul hayaatud dunyaa; fal yawma laa yukhrajoona minhaa wa laahum yusta`taboon
4553,25,45,36,248,4509,Falillaahil hamdu Rabbis samaawaati wa Rabbil ardi Rabbil-`aalameen
4554,25,45,37,249,4510,Wa lahul kibriyaaa`u fissamaawaati wal ardi wa Huwal `Azeezul Hakeem (section 4) (End Juz 25)
4555,26,46,0,0,0,Bismillaahir Rahmaanir Raheem
4556,26,46,1,1,4511,Haa-Meeeem
4557,26,46,2,2,4512,Tanzeelul Kitaabi minal laahil-`Azeezil Hakeem
4558,26,46,3,3,4513,Maa khalaqnas samaawaati wal arda wa maa bainahumaaa illaa bilhaqqi wa ajalim musammaa; wallazeena kafaroo `ammaaa unziroo mu`ridoon
4559,26,46,4,4,4514,Qul ara`aytum maa tad`oona min doonil laahi aroonee maazaa khalaqoo minal ardi am lahum shirkun fis samaawaati eetoonee bi kitaabim min qabli haazaaa aw asaaratim min `ilmin in kuntum saadiqeen
4560,26,46,5,5,4515,Wa man adallu mimmany yad`oo min doonil laahi mallaa yastajeebu lahooo ilaa Yawmil Qiyaamati wa hum`an du`aaa`ihim ghaafiloon
4561,26,46,6,6,4516,Wa izaa hushiran naasu kaanoo lahum a`daaa`anw wa kaanoo bi`ibaadatihim kaafireen
4562,26,46,7,7,4517,Wa izaa tutlaa `alaihim Aayaatunaa baiyinaatin qaalal lazeena kafaroo lilhaqqi lammaa jaaa`ahum haazaa sihrum mubeen
4563,26,46,8,8,4518,Am yaqooloonaf taraahu qul inif taraituhoo falaa tamlikoona lee minal laahi shai`an Huwa a`lamu bimaa tufeedoona feehi kafaa bihee shaheedam bainee wa bainakum wa Huwal Ghafoorur Raheem
4564,26,46,9,9,4519,Qul maa kuntu bid`am minal Rusuli wa maaa adreee ma yuf`alu bee wa laa bikum in attabi`u illaa maa yoohaaa ilaiya wa maaa ana illaa nazeerum mubeen
4565,26,46,10,10,4520,Qul ara`aytum in kaana min `indil laahi wa kafartum bihee wa shahida shaahidum mim Banee Israaa`eela `alaa mislihee fa aamana wastak bartum innal laaha laa yahdil qawmaz zaalimeen (section 1)
4566,26,46,11,11,4521,Wa qaalal lazeena kafaroo lillazeena aamanoo law kaana khairam maa sabaqoonaaa ilyh; wa iz lam yahtadoo bihee fasa yaqooloona haazaaa ifkun qadeem
4567,26,46,12,12,4522,Wa min qablihee kitaabu Moosaaa imaamanw-wa rahmah; wa haazaa Kitaabum musad diqul lisaanan `Arabiyyal liyunziral lazeena zalamoo wa bushraa lilmuhsineen
4568,26,46,13,13,4523,Innal lazeena qaaloo Rabbunal laahu summas taqaamoo falaa khawfun `alaihim wa laahum yahzanoon
4569,26,46,14,14,4524,Ulaaa`ika Ashabul Jannati khaalideena feehaa jazaaa`am bimaa kaano ya`maloon
4570,26,46,15,15,4525,Wa wassainal insaana biwaalidaihi ihsaana; hamalat hu ummuhoo kurhanw-wa wada`at hu kurhanw wa hamluhoo wa fisaaluhoo salaasoona shahraa; hattaaa izaa balagha ashuddahoo wa balagha arba`eena sanatan qaala Rabbi awzi` neee an ashkura ni`matakal lateee an`amta `alaiya wa `alaa waalidaiya wa an a`mala saalihan tardaahu wa aslih lee fee zurriyyatee; innee tubtu ilaika wa innee minal muslimeen
4571,26,46,16,16,4526,Ulaaa`ikal lazeena nata qabbalu `anhum ahsana maa `amiloo wa natajaawazu `an saiyiaatihim feee Ashaabil jannati Wa`das sidqil lazee kaanoo yoo`adoon
4572,26,46,17,17,4527,"Wallazee qaala liwaali daihi uffil lakumaaa ata`idanineee an ukhraja wa qad khalatil quroonu min qablee wa humaa yastagheesaanil laaha wailaka aamin inna wa`dal laahi haqq, fa yaqoolu maa haazaaa illaaa asaateerul awwaleen"
4573,26,46,18,18,4528,Ulaaa`ikal lazeena haqqa `alaihimul qawlu feee umamin qad khalat min qablihim minal jinni wal insi innahum kaanoo khaasireen
4574,26,46,19,19,4529,Wa likullin darajaatum mimmaa `amiloo wa liyuwaf fiyahum a`maalahum wa hum laa yuzlamoon
4575,26,46,20,20,4530,Wa Yawma yu`radul lazeena kafaroo `alan Naari azhabtum taiyibaatikum fee hayaatikumud dunyaa wastam ta`tum bihaa fal Yawma tujzawna `azaabal hooni bimaa kuntum tastakbiroona fil ardi bighairil haqqi wa bimaa kuntum tafsuqoon (section 2)
4576,26,46,21,21,4531,"Wazkur akhaa `Aad, iz anzara qawmahoo bil Ahqaafi wa qad khalatin nuzuru mim baini yadaihi wa min khalfiheee allaa ta`budooo illal laaha inneee akhaafu `alaikum `azaaba Yawmin `azeem"
4577,26,46,22,22,4532,Qaaloo aji`tanaa li taa fikanaa `an aalihatinaa fa`tinaa bimaa ta`idunaaa in kunta minas saadiqeen
4578,26,46,23,23,4533,Qaala innamal `ilmu indal laahi wa uballighukum maaa uriltu bihee wa laakinneee araakum qawman tajhaloon
4579,26,46,24,24,4534,Falammaa ra awhu `aaridam mustaqbila awdiyatihim qaaloo haazaa `aaridum mumtirunaa; bal huwa masta`jaltum bihee reehun feehaa `azaabun aleem
4580,26,46,25,25,4535,Tudammiru kulla shai`im bi-amri Rabbihaa fa asbahoo laa yuraaa illaa masaakinuhum; kazaalika najzil qawmal mujrimeen
4581,26,46,26,26,4536,Wa laqad makkannaahum feemaaa im makkannaakum feehi waj`alnaa lahum sam`anw wa absaaranw wa af`idatan famaaa aghnaa `anhum samu`uhum wa laaa absaaruhum wa laaa af`idatuhum min shai`in iz kaanoo yajhadoona bi Aayaatil laahi wa haaqa bihim maa kaanoo bihee yastahzi`oon (section 3)
4582,26,46,27,27,4537,Wa laqad ahlaknaa ma hawlakum minal quraa wa sarrafnal Aayaati la`allahum yarji`oon
4583,26,46,28,28,4538,Falaw laa nasarahumul lazeenat takhazoo min doonil laahi qurbaanan aalihatam bal dalloo `anhum` wa zaalika ifkuhum wa maa kaanoo yaftaroon
4584,26,46,29,29,4539,Wa iz sarafinaaa ilaika nafaram minal jinni yastami`oonal Quraana falammaa hadaroohu qaalooo ansitoo falammaa qudiya wallaw ilaa qawmihim munzireen
4585,26,46,30,30,4540,Qaaloo yaa qawmanaaa innaa sami`naa Kitaaban unzila mim ba`di Moosa musaddiqal limaa baina yadihi yahdeee ilal haqqi wa ilaa Tareeqim Mustaqeem
4586,26,46,31,31,4541,Yaa qawmanaaa ajeeboo daa`iyal laahi wa aaminoo bihee yaghfir lakum min zunoobikum wa yujirkum min `azaabin aleem
4587,26,46,32,32,4542,Wa mal laa yujib daa`iyal laahi falaisa bimu`jizin fil ardi wa laisa lahoo min dooniheee awliyaaa`; ulaaa ika fee dalaalim mubeen
4588,26,46,33,33,4543,Awalam yaraw annal laahal lazee khalaqas samaawaati wal larda wa lam ya`ya bikhal qihinna biqaadirin `alaaa aiyuhyiyal mawtaa; balaaa innahoo `alaa kulli shai`in Qadeer
4589,26,46,34,34,4544,Wa Yawma yu`radul lazeena kafaroo `alan naari alaisa haaza bil haqq; qaaloo balaa wa Rabbinaa; qaala fazooqul `azaaba bimaa kuntum takfuroon
4590,26,46,35,35,4545,Fasbir kamaa sabara ulul `azmi minar Rusuli wa laa tasta`jil lahum; ka annahum Yawma yarawna maa yoo`adoona lam yalbasooo illaa saa`atam min nahaar; balaagh; fahal yuhlaku illal qawmul faasiqoon (section 4)
4591,26,47,0,36,0,Bismillaahir Rahmaanir Raheem
4592,26,47,1,37,4546,Allazeena kafaroo wa saddoo`an sabeelil laahi adalla a`maalahum
4593,26,47,2,38,4547,Wallazeena aamanoo wa `amilus saalihaati wa aamanoo bimaa nuzzila `alaa Muhammadinw-wa huwal haqqu mir Rabbihim kaffara `anhum saiyiaatihim wa aslaha baalahum
4594,26,47,3,39,4548,Zaalika bi annal lazeena kafarut taba`ul baatila wa annal lazeena aamanut taba`ul haqqa mir Rabbihim; kazaalika yadribul laahu linnaasi amsaalahum
4595,26,47,4,40,4549,"Fa-izaa laqeetumul lazeena kafaroo fadarbar riqaabi, hattaaa izaa askhan tumoohum fashuddul wasaaqa, fa immaa mannnam ba`du wa immaa fidaaa`an hattaa tada`al harbu awzaarahaa; zaalika wa law yashaaa`ul laahu lantasara minhum wa laakin li yabluwa ba`dakum bi ba`d; wallazeena qutiloo fee sabeelil laahi falany yudilla a`maalahum"
4596,26,47,5,41,4550,Sa-yahdeehim wa yuslihu baalahum
4597,26,47,6,42,4551,Wa yudkhiluhumul jannata `arrafahaa lahum
4598,26,47,7,43,4552,Yaaa ayyuhal lazeena aamanooo in tansurul laaha yansurkum wa yusabbit aqdaamakum
4599,26,47,8,44,4553,Wallazeena kafaroo fata` sal lahum wa adalla a`maalahum
4600,26,47,9,45,4554,Zaalika bi annahum karihoo maaa anzal allaahu fa ahbata a`maalahum
4601,26,47,10,46,4555,Afalam yaseeroo fil ardi fayanzuroo kaifa kaana `aaqibatul lazeena min qablihim;  dammaral laahu `alaihim wa lilkaafireena amsaaluhaa
4602,26,47,11,47,4556,Zaalika bi annal laaha mawlal lazeena aamanoo wa annal kaafireena laa mawlaa lahum (section 1)
4603,26,47,12,48,4557,Innal-laaha yudkhilul lazeena aamanoo wa `amilus saalihaati Jannaatin tajree min tahtihal anhaaru wallazeena kafaroo yatamatta`oona wa ya`kuloona kamaa ta`kulul an`aamu wan Naaru maswan lahum
4604,26,47,13,49,4558,Wa ka ayyim min qaryatin hiya ashaddu quwwatam min qaryatikal lateee akhrajatka ahlaknaahum falaa naasira lahum
4605,26,47,14,50,4559,Afaman kaana `alaa baiyinatim mir Rabbihee kaman zuyyina lahoo sooo`u `amalihee wattaba`ooo ahwaaa`ahum
4606,26,47,15,51,4560,Masalul jannatil latee wu`idal muttaqoona feehaaa anhaarum min maaa`in ghayri aasininw wa anhaarum mil labanil lam yataghaiyar ta`muhoo wa anhaarum min khamril lazzatin li shaaribeena wa anhaarum min `asalim musaffanw wa lahum feeha min kullis samaraati wa maghfiratum mir Rabbihim kaman huwa khaalidun fin naari wa suqoo maaa`an hameeman faqatta`a am`aaa`ahum
4607,26,47,16,52,4561,Wa minhum mai yastami`u ilaika hattaaa izaa kharajoo min `indika qaaloo lil lazeena ootul `ilma maazaa qaala aanifaa; ulaaa`ikal lazeena taba`al laahu `alaa quloobihim wattaba`ooo ahwaaa`ahum
4608,26,47,17,53,4562,Wallazeenah tadaw zaadahum hudanw wa aataahum taqwaahum
4609,26,47,18,54,4563,Fahal yanzuroona illas Saa`ata an ta`tiyahum baghtatan faqad jaaa`a ashraatuhaa; fa annaa lahum izaa jaaa`at hum zikraahum
4610,26,47,19,55,4564,Fa`lam annahoo laaa ilaaha illal laahu wastaghfir lizambika wa lilmu`mineena walmu`minaat; wallaahu ya`lamu mutaqallabakum wa maswaakum (section 2)
4611,26,47,20,56,4565,Wa yaqoolul lazeena aamanoo law laa nuzzilat Sooratun fa izaaa unzilat Sooratum Muhkamatunw wa zukira feehal qitaalu ra aytal lazeena fee quloobihim maraduny yanzuroona ilaika nazaral maghshiyyi `alaihi minal mawti fa`awlaa lahum
4612,26,47,21,57,4566,Taa`atunw wa qawlum ma`roof; fa izaa `azamal amru falaw sadaqul laaha lakaana khairal lahum
4613,26,47,22,58,4567,Fahal `asaitum in tawallaitum an tufsidoo fil ardi wa tuqatti`ooo arhaamakum
4614,26,47,23,59,4568,Ulaaa`ikal lazeena la`anahumul laahu fa asammahum wa a`maaa absaarahum
4615,26,47,24,60,4569,Afalaa yatadabbaroonal Qur-aana am `alaa quloobin aqfaaluhaa
4616,26,47,25,61,4570,Innal lazeenar taddoo `alaaa adbaarihim min ba`di maa tabaiyana lahumul hudash Shaitaanu sawwala lahum wa amlaa lahum
4617,26,47,26,62,4571,Zaalika bi annahum qaaloo lillazeena karihoo maa nazzalal laahu sanutee`ukum fee ba`dil amri wallaahu ya`lamu israarahum
4618,26,47,27,63,4572,Fakaifa izaa tawaffat humul malaaa`ikatu yadriboona wujoohahum wa adbaa rahum
4619,26,47,28,64,4573,Zaalika bi annahumut taba`oo maaa askhatal laaha wa karihoo ridwaanahoo fa ahbata a`maalahum (section 3)
4620,26,47,29,65,4574,Am hasibal lazeena fee quloobihim maradun al lany yukhrijal laahu adghaanahum
4621,26,47,30,66,4575,Wa law nashaaa`u la-arainaakahum fala `araftahum bi seemaahum; wa lata`rifan nahum fee lahnil qawl; wallaahu ya`lamu a`maalakum
4622,26,47,31,67,4576,Wa lanabluwannakum hattaa na`lamal mujaahideena minkum wassaabireena wa nabluwa akhbaarakum
4623,26,47,32,68,4577,Innal lazeena kafaroo wa saddoo `an sabeelil laahi wa shaaaqqur Rasoola min ba`di maa tabaiyana lahumul hudaa lany yadurrul laaha shai`anw wa sa yuhbitu a`maalahum
4624,26,47,33,69,4578,Yaaa ayyuhal lazeena aamanoo atee`ul laaha wa atee`ur Rasoola wa laa tubtilooo a`maalakum
4625,26,47,34,70,4579,Innal lazeena kafaroo wa saddoo `an sabeelil laahi summa maatoo wa hum kuffaarun falany yaghfirallaahu lahum
4626,26,47,35,71,4580,Falaa tahinoo wa tad`ooo ilas salmi wa antumul a`lawna wallaahu ma`akum wa lany yatirakum a`maalakum
4627,26,47,36,72,4581,Innamal hayaatud dunyaa la`ibunw wa lahw; wa in tu`minoo wa tattaqoo yu`tikum ujoorakum wa laa yas`alkum amwaalakum
4628,26,47,37,73,4582,Iny yas`alkumoohaa fa yuhfikum tabkhaloo wa yukhrij adghaanakum
4629,26,47,38,74,4583,Haaa antum haaa`ulaaa`i tud`awna litunfiqoo fee sabeelillaahi faminkum many yabkhalu wa many yabkhal fa innamaa yabkhalu `an nafsih; wallaahu Ghaniyyu wa antumul fuqaraaa`; wa in tatawallaw yastabdil qawman ghairakum summa laa yakoonooo amsaalakum (section 4)
4630,26,48,0,75,0,Bismillaahir Rahmaanir Raheem
4631,26,48,1,76,4584,Innaa fatahnaa laka Fatham Mubeenaa
4632,26,48,2,77,4585,Liyaghfira lakal laahu maa taqaddama min zanbika wa maa ta akhkhara wa yutimma ni`matahoo `alaika wa yahdiyaka siraatan mustaqeema
4633,26,48,3,78,4586,Wa yansurakal laahu nasran `azeezaa
4634,26,48,4,79,4587,Huwal lazeee anzalas sakeenata fee quloobil mu`mineena liyazdaadooo eemaanamma`a eemaanihim; wa lillaahi junoodus samawaati wal ard; wa kaanal laahu `Aleeman Hakeemaa
4635,26,48,5,80,4588,Liyudkhilal mu`mineena walmu`minaati jannaatin tajree min tahtihal anhaaru khaalideena feehaa wa yukaffira `anhum saiyi aatihim; wa kaana zaalika `indal laahi fawzan `azeemaa
4636,26,48,6,81,4589,Wa yu`azzibal munaafiqeena walmunaafiqaati wal mushrikeena walmushrikaatiz zaaanneena billaahi zannas saw`; `alaihim daaa`iratus saw`i wa ghadibal laahu `alaihim wa la`anahum wa a`adda lahum jahannama wa saaa` at maseeraa
4637,26,48,7,82,4590,Wa lillaahi junoodus samaawaati wal ard; wa kaanal laahu `azeezan hakeema
4638,26,48,8,83,4591,Innaaa arsalnaaka shaahi danw wa mubashshiranw wa nazeera
4639,26,48,9,84,4592,Litu minoo billaahi wa Rasoolihee wa tu`azziroohu watuwaqqiroohu watusabbi hoohu bukratanw wa aseelaa
4640,26,48,10,85,4593,Innal lazeena yubaayi`oonaka innamaa yubaayi`oonal laaha yadul laahi fawqa aydeehim; faman nakasa fainnamaa yankusu `alaa nafsihee wa man awfaa bimaa `aahada `alaihullaaha fasa yu`teehi ajran `azeemaa (section 1)
4641,26,48,11,86,4594,Sa yaqoolu lakal mukhal lafoona minal-A`raabi shaighalatnaaa amwaalunaa wa ahloonaa fastaghfir lanaa; yaqooloona bi alsinatihim maa laisa fee quloobihim; qul famany yamliku lakum minal laahi shai`an in araada bikum darran aw araada bikum naf`aa; bal kaanal laahu bimaa ta`maloona Khabeeraa
4642,26,48,12,87,4595,Bal zanantum al lany yanqalibar Rasoolu walmu`minoona ilaaa ahleehim abadanw wa zuyyina zaalika fee quloobikum wa zanantum zannnas saw`i wa kuntum qawmam booraa
4643,26,48,13,88,4596,Wa mal lam yu`mim billaahi wa Rasoolihee fainnaaa a`tadnaa lilkaafireena sa`eeraa
4644,26,48,14,89,4597,Wa lillaahii mulkus samaawaati wal ard; yaghfiru limany yashaaa`u wa yu`azzibu many yashaaa`; wa kaanal laahu Ghafoorar Raheemaa
4645,26,48,15,90,4598,Sa yaqoolul mukhalla foona izan talaqtum ilaa maghaanima litaakhuzoohaa zaroonaa nattabi`kum yureedoona any yubaddiloo Kalaamallaah; qul lan tattabi`oonaa kazaalikum qaalal laahu min qablu fasa yaqooloona bal tahsudoonanna; bal kaanoo laa yafqahoona illaa qaleela
4646,26,48,16,91,4599,Qul lilmukhallafeena minal A`raabi satud`awna ilaa qawmin ulee baasin shadeedin tuqaati loonahum aw yuslimoona fa in tutee`oo yu`tikumul laahu ajran hasananw wa in tatawallaw kamaa tawallaitum min qablu yu`azzibkum `azaaban aleemaa
4647,26,48,17,92,4600,Laisa `alal a`maa harajunw wa laa `alal a`raji harajunw wa laa `alal mareedi haraj` wa many yutil`il laaha wa Rasoolahoo yudkhilhu jannaatin tajree min tahtihal anhaaru wa many yatawalla yu`azzibhu `azaaban aleemaa (section 2)
4648,26,48,18,93,4601,Laqad radiyal laahu `anil mu`mineena iz yubaayi `oonaka tahtash shajarati fa`alima maa fee quloobihim fa anzalas sakeenata `alaihim wa asaa bahum fat han qareebaa
4649,26,48,19,94,4602,Wa maghaanima kaseera tany yaakhuzoonahaa; wa kaanal laahu `Azeezan Hakeemaa
4650,26,48,20,95,4603,Wa`adakumul laahu ma ghaanima kaseeratan taakhuzoo nahaa fa`ajjala lakum haazihee wa kaffa aydiyan naasi `ankum wa litakoona aayatal lilmu`mineena wa yahdiyakum siraatam mustaqeema
4651,26,48,21,96,4604,Wa ukhraa lam taqdiroo `alaihaa qad ahaatal laahu bihaa; wa kaanal laahu `alaa kulli shai`in qadeera
4652,26,48,22,97,4605,Wa law qaatalakumul lazeena kafaroo la wallawul adbaara summa laa yajidoona waliyanw-wa laa naseeraa
