index,sura,aya,text
5151,60,2,"ये अगर तुम्हें पा जायेंगे तो तुम्हारे दुश्मन साबित होंगे और तुम्हारी तरफ़ बुराई के इरादे से हाथ और ज़बान से इक़दाम करेंगे (क़दम उठाऐगे) और ये चाहेंगे कि तुम भी काफ़िर (कुफ्ऱ करने वाले, ख़ुदा या उसके हुक्म का इन्कार करने वाले) हो जाओ"
5152,60,3,यक़ीनन तुम्हारे क़राबतदार (क़रीबी रिश्तेदार) और तुम्हारी औलाद रोज़े क़यामत काम आने वाली नहीं है उस दिन ख़ुदा तुम्हारे दरम्यान (बीच) फ़ैसला कर देगा और वह तुम्हारे आमाल (कामों) से खू़ब बाख़बर है
5153,60,4,"तुम्हारे लिए बेहतरीन (सबसे अच्छा) नमूना-ए-अमल इब्राहीम अलैहिस्सलाम और उनके साथियों में है जब उन्होंने अपनी क़ौम से कह दिया कि हम तुमसे और तुम्हारे माबूदों से बेज़ार (नफ़रत करने वाले) हैं। हमने तुम्हारा इन्कार कर दिया है और हमारे तुम्हारे दरम्यान (बीच में) बुग़्ज़ और अदावत (दुश्मनी) बिल्कुल वाजे़ह (रौशन, खुली हुई) है यहाँ तक कि तुम ख़ुदाए वहदहु ला शरीक (जो वाहिद, अकेला है और जिसका कोई शरीक नहीं है) पर ईमान ले आओ अलावा इब्राहीम अलैहिस्सलाम के उस क़ौल के जो उन्होंने अपने मरबी बाप से कह दिया था कि मैं तुम्हारे लिए अस्तग़फ़ार (गुनाहों की माफ़ी की दुआ) ज़रूर करूँगा लेकिन मैं परवरदिगार (पालने वाले) की तरफ़ से कोई इख़्तियार नहीं रखता हूँ। ख़ुदाया मैंने तेरे ऊपर भरोसा किया है और तेरी ही तरफ़ रूजुअ किया है और तेरी ही तरफ़ बाज़गश्त (लौटना, वापसी) भी है"
5154,60,5,"ख़ुदाया मुझे कुफ़्फ़ार (ख़ुदा या उसके हुक्म का इन्कार करने वाले) के लिए फ़ित्ना व बला (मुसीबत) न क़रार देना और मुझे बख़्श देना कि तू ही साहेबे इज़्ज़त और साहेबे हिकमत (अक़्ल, दानाई वाला) है"
5155,60,6,"बेशक तुम्हारे लिए उन लोगों में बेहतरीन नमूना-ए-अमल है उस शख़्स के लिए जो अल्लाह और रोज़े आखि़रत (क़यामत) का उम्मीदवार (उम्मीद करने वाला) है और जो इनहेराफ़ करेगा (कजी करेगा, रुख़ मोड़ेगा) ख़ुदा उससे बेनियाज़ (जिसे कोई/किसी चीज़ की ज़रूरत नहीं) और क़ाबिले हम्द  व सना (तारीफ़) है"
5156,60,7,क़रीब है कि ख़ुदा तुम्हारे और जिनसे तुमने दुश्मनी की है उनके दरम्यान (बीच में) दोस्ती क़रार दे दे कि वह साहेबे कु़दरत है और बहुत बड़ा बख़्शने (माफ़ करने) वाला और मेहरबान है
5157,60,8,वह तुम्हें उन लोगों के बारे में जिन्होंने तुमसे दीन के मामले में जंग नहीं की है और तुम्हें वतन से नहीं निकाला है इस बात से नहीं रोकता है कि तुम उनके साथ नेकी और इन्साफ़ करो कि ख़ुदा इन्साफ़ करने वालों को दोस्त रखता है
5158,60,9,वह तुम्हें सिर्फ़ उन लोगों से रोकता है जिन्होंने तुमसे दीन में जंग की है और तुम्हें वतन से निकाल बाहर किया है और तुम्हारे निकालने पर दुश्मनों की मदद की है कि उनसे दोस्ती करो और जो उनसे दोस्ती करेगा वह यक़ीनन ज़ालिम होगा
5159,60,10,"ईमान वालों जब तुम्हारे पास हिजरत करने वाली मोमिन औरतें आयें तो पहले उनका इम्तिहान करो कि अल्लाह उनके ईमान को खू़ब जानता है फिर अगर तुम भी देखो कि ये मोमिना हैं तो ख़बरदार उन्हें कुफ़्फ़ार (ख़ुदा या उसके हुक्म का इन्कार करने वाले) की तरफ़ वापस न करना। न वह उनके लिए हलाल हैं और न ये उनके लिए हलाल हैं और जो ख़र्चे कुफ़्फ़ार (ख़ुदा या उसके हुक्म का इन्कार करने वाले) ने मेहर का दिया है वह उन्हें वापस कर दो और तुम्हारे लिए कोई हर्ज नहीं है कि तुम उनकी उजरत (मेहर) देने के बाद उनसे निकाह कर लो और ख़बरदार काफ़िर (कुफ्ऱ करने वाले, ख़ुदा या उसके हुक्म का इन्कार करने वाले) औरतों की इस्मत पकड़कर (आबरू अपने क़ब्ज़े में) न रखो और जो तुमने ख़र्च किया है वह कुफ़्फ़ार (ख़ुदा या उसके हुक्म का इन्कार करने वाले)  से ले लो और जो उन्होंने ख़र्च किया है वह तुमसे ले लें कि यही हुक्मे ख़ुदा है जिसका फ़ैसला ख़ुदा ने तुम्हारे दरम्यान (बीच में) किया है और वह बड़ा साहेबे इल्म व हिकमत है"
5160,60,11,"और अगर तुम्हारी कोई बीवी कुफ़्फ़ार (ख़ुदा या उसके हुक्म का इन्कार करने वाले) की तरफ़ चली जाये और फिर तुम उनको सज़ा दो तो जिनकी बीवी चली गई है उनका ख़र्च माले ग़नीमत में से दे दो और उस अल्लाह से बहरहाल (हर तरह से, हर हाल में) डरते रहो जिस पर ईमान रखने वाले हो"
5161,60,12,"पैग़म्बर अगर ईमान लाने वाली औरतें आपके पास इस अम्र पर बैयत करने के लिए आयें कि किसी को ख़ुदा का शरीक नहीं बनायेंगी और चोरी नहीं करेंगी, ज़ेना नहीं करेंगी। औलाद को क़त्ल नहीं करेंगी और अपने हाथ पाँव के सामने से कोई बोहतान (लड़का) लेकर नहीं आयेंगी और किसी नेकी में आपकी मुख़ालेफ़त (नाफ़रमानी) नहीं करेंगी तो आप उनसे बैयत का मामला कर लें और उनके हक़ मंे अस्तग़फ़ार (गुनाहों की माफ़ी की दुआ) करें कि ख़ुदा बड़ा बख़्शने (माफ़ करने) वाला और मेहरबान है"
5162,60,13,ईमान वालों ख़बरदार उस क़ौम से हर्गिज़ (बिल्कुल) दोस्ती न करना जिस पर ख़ुदा ने ग़ज़ब नाज़िल किया है कि वह आखि़रत से उसी तरह मायूस होंगे जिस तरह कुफ़्फ़ार (ख़ुदा या उसके हुक्म का इन्कार करने वाले) क़ब्र वालों से मायूस हो जाते हैं
5163,61,1,"ज़मीन व आसमान का हर ज़र्रा अल्लाह की तसबीह में मशग़्ाूल (लगा हुआ) है और वही साहेबे इज़्ज़त और साहेबे हिकमत (अक़्ल, दानाई वाला) है"
5164,61,2,ईमान वालों आखि़र वह बात क्यों कहते हो जिस पर अमल नहीं करते हो
5165,61,3,अल्लाह के नज़दीक (क़रीब) ये सख़्त नाराज़गी का सबब (वजह) है कि तुम वह कहो जिस पर अमल नहीं करते हो
5166,61,4,बेशक अल्लाह उन लोगों को दोस्त रखता है जो उसकी राह में इस तरह सफ़ बाँधकर जेहाद करते हैं जिस तरह सीसा पिलाई हुई दीवारें
5167,61,5,और उस वक़्त को याद करो जब मूसा अलैहिस्सलाम ने अपनी क़ौम से कहा कि क़ौम वालों मुझे क्यों अज़ीयत (तकलीफ़) दे रहे हो तुम्हें तो मालूम है कि मैं तुम्हारी तरफ़ अल्लाह का रसूल अलैहिस्सलाम हूँ फिर जब वह लोग टेढ़े हो गये तो ख़ुदा ने भी उनके दिलों को टेढ़ा ही कर दिया कि अल्लाह बदकार (बुरे काम करने वाली) क़ौम की हिदायत नहीं करता है
5168,61,6,और उस वक़्त को याद करो जब ईसा अलैहिस्सलाम बिन मरियम अलैहिस्सलाम ने कहा कि ऐ बनी इसराईल में तुम्हारी तरफ़ अल्लाह का रसूल हों अपने पहले की किताब तौरैत की तसदीक़ (सच्चाई की गवाही) करने वाला और अपने बाद के लिए एक रसूल की बशारत (ख़ुशख़बरी) देने वाला हूं जिसका नाम अहमद है लेकिन फिर भी जब वह मोजिज़ात लेकर आये तो लोगों ने कह दिया कि ये तो खुला हुआ जादू है
5169,61,7,और उससे बड़ा ज़ालिम कौन होगा जो ख़ुदा पर झूठा इल्ज़ाम लगाये जबकि उसे इस्लाम की दावत दी जा रही हो और अल्लाह कभी ज़ालिम क़ौम की हिदायत नहीं करता है
5170,61,8,ये लोग चाहते हैं कि नूरे ख़ुदा को अपने मुँह से बुझा दें और अल्लाह अपने नूर को मुकम्मल (पूरा) करने वाला है चाहे ये बात कुफ़्फ़ार (ख़ुदा या उसके हुक्म का इन्कार करने वालों) को कितनी ही नागवार (बुरी लगने वाली) क्यों न हो
5171,61,9,वही ख़ुदा वह है जिसने अपने रसूल को हिदायत और दीने हक़ के साथ भेजा है ताकि उसे तमाम अदयान (दीनों) पर ग़ालिब बनाये चाहे ये बात मुशरेकीन (ख़ुदा के साथ दूसरों को शरीक करने वालों) को कितनी ही नागवार (बुरी लगने वाली) क्यों न हो
5172,61,10,ईमान वालों क्या मैं तुम्हें एक ऐसी तिजारत की रहनुमाई करूँ जो तुम्हें दर्दनाक (दर्द देने वाला) अज़ाब से बचा ले
5173,61,11,अल्लाह और उसके रसूल पर ईमान ले आओ और राहे ख़ुदा में अपने जान माल से जेहाद करो कि यही तुम्हारे हक़ में सबसे बेहतर (ज़्यादा अच्छा) है अगर तुम जानने वाले हो
5174,61,12,वह तुम्हारे गुनाहों को भी बख़्श देगा और तुम्हें उन जन्नतों में दाखि़ल करेगा जिनके नीचे नहरें जारी होंगी और उस हमेशा रहने वाली जन्नत में पाकीज़ा (साफ़-सुथरे) मकानात होंगे और यही बहुत बड़ी कामयाबी है
5175,61,13,और एक चीज़ और भी जिसे तुम पसन्द करते हो। अल्लाह की तरफ़ से मदद और क़रीबी फ़तेह और आप मोमिनीन को बशारत (ख़ुशख़बरी) दे दीजिए
5176,61,14,"ईमान वालों अल्लाह के मददगार बन जाओ जिस तरह ईसा बिन मरियम अलैहिस्सलाम ने अपने हवारीन (हवारीय्यों) से कहा था कि अल्लाह की राह में मेरा मददगार कौन है तो हवारीन (हवारीय्यों) ने कहा कि हम अल्लाह के नाम के नासिर (नुसरत करने वाले) हैं लेकिन फिर भी बनी इसराईल में से एक गिरोह ईमान ले आया और एक गिरोह काफ़िर (कुफ्ऱ करने वाले, ख़ुदा या उसके हुक्म का इन्कार करने वाले) हो गया तो हमने साहेबाने ईमान की दुश्मन के मुक़ाबले में मदद कर दी तो वह ग़ालिब आकर रहे"
5177,62,1,"ज़मीन व आसमान का हर ज़र्रा उस ख़ुदा की तसबीह कर रहा है जो बादशाह, पाकीज़ा सिफ़ात (साफ़-सुथरे सिफ़ात वाला), साहेबे इज़्ज़त और साहेबे हिकमत (अक़्ल, दानाई वाला) है"
5178,62,2,"उस ख़ुदा ने मक्का वालों में एक रसूल भेजा है जो उन्हीं में से था कि उनके सामने आयात की तिलावत करे, उनके नफ़ूस (जानों) को पाकीज़ा (साफ़-सुथरा) बनाये और उन्हें किताब व हिकमत की तालीम दे अगर चे ये लोग बड़ी खुली हुई गुमराही में मुब्तिला (पड़े हुए) थे"
5179,62,3,"और इनमें से उन लोगों की तरफ़ भी जो अभी उनसे मिल्हक़ नहीं हुए (मिले नहीं) हैं और वह साहेबे इज़्ज़त भी है और साहेबे हिकमत (अक़्ल, दानाई वाला) भी"
5180,62,4,ये एक फ़ज़्ले ख़ुदा है वह जिसे चाहता है अता कर देता है और वह बड़े अज़ीम फ़ज़्ल का मालिक है
5181,62,5,उन लोगों की मिसाल जिन पर तौरैत का बार रखा गया और वह उसे उठा न सके उस गधे की मिसाल है जो किताबों का बोझ उठाये हुए हो ये बदतरीन (सबसे बुरी) मिसाल उन लोगों की है जिन्होंने आयाते इलाही की तकज़ीब (झुठलाना) की है और ख़ुदा किसी ज़ालिम क़ौम की हिदायत नहीं करता है
5182,62,6,आप कह दीजिए कि यहूदियों अगर तुम्हारा ख़्याल ये है कि तमाम इन्सानों में तुम ही अल्लाह के दोस्त हो तो अगर अपने दावे में सच्चे हो तो मौत की तमन्ना करो
5183,62,7,और यह हर्गिज़ (बिल्कुल) मौत की तमन्ना नहीं करेंगे कि उनके हाथों ने पहले बहुत कुछ कर रखा है और अल्लाह ज़ालेमीन (ज़्ाुल्म करने वालों)  के हालात को खू़ब जानता है
5184,62,8,आप कह दीजिए कि तुम जिससे फ़रार कर (भाग) रहे हो वह ख़ु़द तुमसे मुलाक़ात करने वाली है इसके बाद तुम उसकी बारगाह में पलटाये जाओगे जो हाज़िर व ग़ायब सबका जानने वाला है और वह तुम्हें बाख़बर करेगा कि तुम दारे दुनिया में क्या कर रहे थे
5185,62,9,ईमान वालों जब तुम्हें जुमे के दिन नमाज़ के लिए पुकारा जाये तो ज़िक्रे ख़ुदा की तरफ़ दौड़ पड़ो और कारोबार बन्द कर दो कि यही तुम्हारे हक़ में बेहतर (ज़्यादा अच्छा) है अगर तुम जानने वाले हो
5186,62,10,फिर जब नमाज़ तमाम हो जाये तो ज़मीन में मुन्तशिर (तितर-बितर) हो जाओ और फ़ज़्ले ख़ुदा को तलाश करो और ख़ुदा को बहुत याद करो कि शायद इसी तरह तुम्हें निजात हासिल हो जाये
5187,62,11,"और ऐ पैग़म्बर ये लोग जब तिजारत या लहो व लअब को देखते हैं तो उसकी तरफ़ दौड़ पड़ते हैं और आपको तन्हा (अकेला) खड़ा छोड़ देते हैं आप उनसे कह दीजिए कि ख़ुदा के पास जो कुछ भी है वह इस खेल और तिजारत से बहरहाल (हर तरह से, हर हाल में) बेहतर (ज़्यादा अच्छा) है और वह बेहतरीन (सबसे अच्छा) रिज़्क़ देने वाला है"
5188,63,1,पैग़म्बर ये मुनाफ़ेकी़न आपके पास आते हैं तो कहते हैं कि हम गवाही देते हैं कि आप अल्लाह के रसूल हैं और अल्लाह भी जानता है कि आप उसके रसूल हैं लेकिन अल्लाह गवाही देता है कि ये मुनाफ़ेक़ीन (जो दिल में निफ़ाक़ और अल्लाह से दुश्मनी लिये रहते हैं) अपने दावे में झूठे हैं
5189,63,2,उन्होंने अपनी क़समों को सिपर बना लिया है और लोगों को राहे ख़ुदा से रोक रहे हैं ये इनके बदतरीन (सबसे बुरे) आमाल (काम) हैं जो ये अंजाम दे रहे हैं
5190,63,3,"ये इसलिए है कि ये पहले ईमान लाये फिर काफ़िर (कुफ्ऱ करने वाले, ख़ुदा या उसके हुक्म का इन्कार करने वाले) हो गये तो इनके दिलों पर मुहर लगा दी गई तो अब कुछ नहीं समझ रहे हैं"
5191,63,4,और जब आप उन्हें देखेंगे तो इनके जिस्म बहुत अच्छे लगेंगे और बात करेंगे तो इस तरह कि आप सुनने लगें लेकिन हक़ीक़त में ये ऐसे हैं जैसे दीवार से लगाई हुई सूखी लकड़ियाँ कि ये हर चीख़ को अपने ही खि़लाफ़ समझते हैं और ये वाके़अन दुश्मन हैं इनसे होशियार रहिये ख़ुदा इन्हें ग़ारत करे ये कहाँ बहके चले जा रहे हैं
5192,63,5,"और जब इनसे कहा जाता है कि आओ रसूल अल्लाह तुम्हारे हक़ में अस्तग़फ़ार (गुनाहों की माफ़ी की दुआ) करेंगे तो सिर फेर लेते हैं और तुम देखोगे कि अस्तकबार (तकब्बुर, ग़ुरूर) की बिना पर मुँह भी मोड़ लेते हैं"
5193,63,6,इनके लिए सब बराबर है आप अस्तग़फ़ार (गुनाहों की माफ़ी की दुआ) करें या न करें ख़ुदा इन्हें बख़्शने (माफ़ करने) वाला नहीं है कि यक़ीनन अल्लाह बदकार क़ौम की हिदायत नहीं करता है
5194,63,7,यही वह लोग हैं जो कहते हैं कि रसूल अल्लाह के साथियों पर कुछ ख़र्च न करो ताकि ये लोग मुन्तशिर (तितर-बितर) हो जायें हालांकि आसमान व ज़मीन के सारे ख़ज़ाने अल्लाह के लिए हैं और ये मुनाफ़ेक़ीन (जो दिल में निफ़ाक़ और अल्लाह से दुश्मनी लिये रहते हैं) इस बात को नहीं समझ रहे हैं
5195,63,8,"ये लोग कहते हैं कि अगर हम मदीने वापस आ गये तो हम साहेबाने इज़्ज़त उन ज़लील अफ़राद (लोगों) को निकाल बाहर करेंगे हालांकि सारी इज़्ज़त अल्लाह, रसूल और साहेबाने ईमान के लिए है और ये मुनाफ़ेक़ीन (जो दिल में निफ़ाक़ और अल्लाह से दुश्मनी लिये रहते हैं) ये जानते भी नहीं हैं"
5196,63,9,"ईमान वालों ख़बरदार तुम्हारे अमवाल (माल-दौलत) और तुम्हारी औलाद तुम्हें यादे ख़ुदा से ग़ाफ़िल (बेपरवाह) न कर दे कि जो ऐसा करेगा वह यक़ीनन ख़सारे (घाटा, नुक़सान) वालों में शुमार (गिनती किया जाने वाला) होगा"
5197,63,10,और जो रिज़्क़ हमने अता किया है उसमें से हमारी राह में ख़र्च करो क़ब्ल इसके (इससे पहले) कि तुम में से किसी को मौत आ जाये और वह ये कहे कि ख़ुदाया हमें थोड़े दिनों की मोहलत (वक़्त) क्यों नहीं दे देता है कि हम ख़ैरात निकालें और नेक (अच्छा) बन्दों में शामिल हो जायें
5198,63,11,और हर्गिज़ (बिल्कुल) ख़ुदा किसी की अजल (मौत) के आ जाने के बाद उसमें ताख़ीर (देरी) नहीं करता है और वह तुम्हारे आमाल (कामों) से खू़ब बाख़बर है
5199,64,1,ज़मीन व आसमान का हर ज़र्रा ख़ुदा की तसबीह कर रहा है कि उसी के लिए मुल्क (बादशाहत) है और उसकी के लिए हम्द (तारीफ़) है और वही हर शै पर कु़दरत रखने वाला है
5200,64,2,"उसी ने तुम सबको पैदा किया है फिर तुम में से कुछ मोमिन हैं और कुछ काफ़िर (कुफ्ऱ करने वाले, ख़ुदा या उसके हुक्म का इन्कार करने वाले) और अल्लाह तुम्हारे आमाल (कामों) को खू़ब देख रहा है"
5201,64,3,"उसी ने आसमान व ज़मीन को हक़ के साथ पैदा किया है और तुम्हारी सूरत को भी इन्तिहाई (बहुत ज़्यादा) हसीन बनाया है और फिर उसी की तरफ़ सबकी बाज़गश्त (लौटना, वापसी) भी है"
5202,64,4,वह ज़मीन व आसमान की हर शै से बाख़बर है और उन तमाम चीज़ों को जानता है जिनका तुम इज़्ाहार (ज़ाहिर) करते हो या जिन्हें तुम छिपाते हो और वह सीनों के राज़ों से भी बाख़बर है
5203,64,5,क्या तुम्हारे पास पहले कुफ्ऱ (ख़ुदा या उसके हुक्म/निशानियों का इन्कार करना) इख़्तियार करने वालों की ख़बर नहीं आयी है कि उन्होंने अपने काम के वबाल (सज़ा) का मज़ा चख लिया और उनके लिए दर्दनाक (दर्द देने वाला) अज़ाब है
5204,64,6,ये इसलिए कि उनके पास रसूल खुली हुई निशानियाँ लेकर आते थे तो उन्होंने साफ़ कह दिया कि क्या बशर (इन्सान) हमारी हिदायत करेगा और ये कहकर इन्कार कर दिया और मुँह फेर लिया तो ख़ुदा भी उनसे बेनियाज़ (जिसे कोई/किसी चीज़ की ज़रूरत नहीं) है और वह क़ाबिले तारीफ़ ग़नी है
5205,64,7,इन कुफ़्फ़ार (ख़ुदा या उसके हुक्म का इन्कार करने वालों) का ख़्याल ये है कि उन्हें दोबारा नहीं उठाया जायेगा तो कह दीजिए कि मेरे परवरदिगार (पालने वाले) की क़सम तुम्हें दोबारा ज़िन्दा किया जायेगा और फिर बताया जायेगा कि तुमने क्या-क्या किया है और ये काम ख़ुदा के लिए बहुत आसान है
5206,64,8,लेहाज़ा (इसलिये) ख़ुदा और रसूल और उस नूर पर ईमान ले आओ जिसे हमने नाज़िल किया है कि अल्लाह तुम्हारे आमाल (कामों) से खू़ब बाख़बर है
5207,64,9,वह क़यामत के दिन तुम सबको जमा करेगा और वही हार जीत का दिन होगा और जो अल्लाह पर ईमान रखेगा और नेक (अच्छा) आमाल (कामों) करेगा ख़ुदा उसकी बुराईयों को दूर कर देगा और उसे उन बाग़ात में दाखि़ल करेगा जिनके नीचे नहरें जारी होंगी वह उन्हीं में हमेशा-हमेशा रहेंगे और यही सबसे बड़ी कामयाबी है
5208,64,10,और जिन लोगों ने कुफ्ऱ (ख़ुदा या उसके हुक्म/निशानियों का इन्कार करना) इख़्तियार किया और हमारी आयात को झुठलाया वह असहाबे जहन्नम हैं और वहीं हमेशा रहने वाले हैं और ये इनका बदतरीन (सबसे बुरा) अंजाम है
5209,64,11,कोई मुसीबत नाज़िल नहीं होती है मगर ख़ुदा की इजाज़त से और जो साहेबे ईमान होता है ख़ुदा उसके दिल की हिदायत कर देता है और ख़ुदा हर शै का ख़ूब जानने वाला है
5210,64,12,"और तुम लोग ख़ुदा की इताअत (कहने पर अमल) करो और रसूल की इताअत (कहने पर अमल) करो फिर अगर इनहेराफ़ करोगे (कजी, रूख़ फेरोगे) तो रसूल की ज़िम्मेदारी वाजे़ह (रौशन, खुली हुई) तौर पर पैग़ाम पहुँचा देने के अलावा कुछ नहीं है"
5211,64,13,अल्लाह ही वह है जिसके अलावा कोई ख़ुदा नहीं है और तमाम साहेबाने ईमान को उसी पर भरोसा करना चाहिए
5212,64,14,"ईमान वालों, तुम्हारी बीवियों और तुम्हारी औलाद में से बाज़ (कुछ) तुम्हारे दुश्मन हैं लेहाज़ा (इसलिये) इनसे होशियार रहो और अगर इन्हें माॅफ़ कर दो और इनसे दरगुज़र करो और उन्हें बख़्श दो तो अल्लाह भी बहुत बख़्शने (माफ़ करने) वाला और मेहरबान है"
5213,64,15,तुम्हारे अमवाल (माल-दौलत) और तुम्हारी औलाद तुम्हारे लिये सिर्फ़ इम्तिहान का ज़रिया हैं और अज्रे अज़ीम (बड़ा सिला) सिर्फ़ अल्लाह के पास है
5214,64,16,"लेहाज़ा (इसलिये) जहाँ तक मुमकिन हो अल्लाह से डरो और उसकी बात सुनो और इताअत (कहने पर अमल) करो और राहे ख़ुदा में ख़र्च करो कि इसमें तुम्हारे लिए ख़ैर (भलाई, नेकी) है और जो अपने ही नफ़्स (जान) के बुख़्ल (कंजूसी) से महफ़ूज़ (हिफ़ाज़त में) हो जायेगा वही लोग फ़लाह (कामयाबी) और नजात पाने वाले हैं"
5215,64,17,अगर तुम अल्लाह को क़र्ज़े हसना दोगे तो वह उसे दोगुना बना देगा और तुम्हें माॅफ़ भी कर देगा कि वह बड़ा क़द्रदान और बर्दाश्त करने वाला है
5216,64,18,वह हाज़िर व ग़ायब (छिपे हुए) का जानने वाला और साहेबे इज़्ज़त व हिकमत है
5217,65,1,ऐ पैग़म्बर! जब तुम लोग औरतों को तलाक़ दो तो उन्हें इद्दत के हिसाब से तलाक़ दो और फिर इद्दत का हिसाब रखो और अल्लाह से डरते रहो कि वह तुम्हारा परवरदिगार (पालने वाले) है और ख़बरदार उन्हें उनके घरों से मत निकालना और न वह खु़द निकलें जब तक कोई खुला हुआ गुनाह न करें। ये ख़ुदाई हुदूद (ख़ुदा की तय की हुई हदें) हैं और जो ख़ुदाई हुदूद (ख़ुदा की तय की हुई हदें) से तजाविज़ करेगा (आगे बढ़ जाएगा) उसने अपने ही नफ़्स (जान) पर ज़्ाु़ल्म किया है तुम्हें नहीं मालूम कि शायद ख़ुदा इसके बाद कोई नई बात ईजाद कर दे
5218,65,2,फिर जब वह अपनी मुद्दत को पूरा कर लें तो उन्हें नेकी के साथ रोक लो या नेकी ही के साथ रूख़्सत कर दो और तलाक़ के लिए अपने में से दो आदिल (अद्ल-इन्साफ़ करने वाले) अफ़राद (लोगों) को गवाह बनाओ और गवाही को सिर्फ़ ख़ुदा के लिए क़ायम करो ये नसीहत (अच्छी बातों का बयान) उन लोगों को की जा रही है जो ख़ुदा और रोजे़ आखि़रत (क़यामत के दिन) पर ईमान रखते हैं और जो भी अल्लाह से डरता है अल्लाह उसके लिए नजात की राह पैदा कर देता है
5219,65,3,और उसे ऐसी जगह से रिज़्क़ देता है जिसका ख़्याल भी नहीं होता है और जो ख़ुदा पर भरोसा करेगा ख़ुदा उसके लिए काफ़ी है बेशक ख़ुदा अपने हुक्म का पहुँचाने वाला है उसने हर शै के लिए एक मिक़दार मुअईयन (अन्दाज़ा तय) कर दी है
5220,65,4,और तुम्हारी औरतों में जो हैज़ से मायूस हो चुकी हैं अगर उनके याएसा होने (इद्दे) में शक हो तो उनका वादा तीन महीने है और इसी तरह वह औरतें जिनके यहाँ हैज़ नहीं आता है (कमसिन) और हामला (हमल वाली) औरतों का वादा वज़ए हमल (बच्चा जनने) तक है और जो ख़ुदा से डरता है ख़ुदा उसके अम्र में आसानी पैदा कर देता है
5221,65,5,ये हुक्मे ख़ुदा है जिसे तुम्हारी तरफ़ उसने नाज़िल किया है और जो ख़ुदा से डरता है ख़ुदा उसकी बुराईयों को दूर कर देता है और उसके अज्र में इज़ाफ़ा (सिले में बढ़ोतरी) कर देता है
5222,65,6,"और इन मुतलेक़ात (मुतलक़ा औरतों) को सुकूनत दो जैसी ताक़त तुम रखते हो और उन्हें अज़ीयत (तकलीफ़) मत दो कि इस तरह उन पर तंगी (सख़्ती) करो और अगर हामेला (हमल वाली) हों तो उन पर उस वक़्त तक इन्फ़ाक़ (ख़र्च) करो जब तक वज़ए हमल (बच्चा पैदा) न हो जाये फिर अगर वह तुम्हारे बच्चों को दूध पिलायें तो उन्हें उनकी उजरत (इनाम, सिला) दो और इसे आपस में नेकी के साथ तय करो और अगर आपस में कशाकश (कशमकश) हो जाये तो दूसरी औरत को दूध पिलाने का मौक़ा दो"
5223,65,7,"साहेबे वुसअत (गुन्जाइश वाले) को चाहिए कि अपनी वुसअत (गुन्जाइश) के मुताबिक़ ख़र्च करे और जिसके रिज़्क़ में तंगी (कमी) है वह उसी में ख़र्च करे जो ख़ुदा ने उसे दिया है कि ख़ुदा किसी नफ़्स (जान) को इससे ज़्यादा तकलीफ़ नहीं देता है जितना उसे अता किया गया है अनक़रीब (बहुत जल्द) ख़ुदा तंगी (कमी) के बाद वुसअत (फ़राख़ी, गुन्जाइश) अता कर देगा"
5224,65,8,और कितनी ही बस्तियाँ हैं जिन्होंने हुक्मे ख़ुदा व रसूल की नाफ़रमानी (हुक्म न मानना) की तो हमने उनका शदीद (सख़्त) मुहासिबा कर (हिसाब) लिया और उन्हें बदतरीन (सबसे बुरे) अज़ाब में मुब्तिला (शामिल) कर दिया
5225,65,9,"फिर उन्होंने अपने काम के वबाल (सज़ा) का मज़ा चख लिया और आखि़री अंजाम ख़सारा (घाटा, नुक़सान) ही क़रार पाया"
5226,65,10,अल्लाह ने उनके लिए शदीद (सख़्त) क़िस्म का अज़ाब मुहैय्या कर रखा है लेहाज़ा (इसलिये) ईमान वालों और अक़्ल वालों अल्लाह से डरो कि उसने तुम्हारी तरफ़ अपने ज़िक्र को नाज़िल किया है
5227,65,11,"वह रसूल जो अल्लाह की वाजे़ह (रौशन, खुली हुई) आयात की तिलावत करता है कि ईमान और नेक (अच्छा) अमल करने वालों को तारीकियों से निकालकर नूर की तरफ़ ले आये और जो ख़ुदा पर ईमान रखेगा और नेक (अच्छा) अमल करेगा ख़ुदा उसे उन जन्नतों में दाखि़ल करेगा जिनके नीचे नहरें जारी होंगी वह उन्हीं में हमेशा रहने वाले हैं और अल्लाह ने उन्हें ये बेहतरीन (सबसे अच्छा) रिज़्क़ अता किया है"
5228,65,12,"अल्लाह ही वह है जिसने सातों आसमानों को पैदा किया है और ज़मीनों में भी वैसी ही ज़मीनें बनायी हैं उसके एहकाम (हुक्म, हिदायतें) उनके दरम्यान (बीच में) नाज़िल होते रहते हैं ताकि तुम्हें ये मालूम रहे कि वह हर शै पर क़ादिर (क़ुदरत रखने वाला) है और उसका इल्म का तमाम अशिया को मुहीत (हर चीज़ पर हावी, अहाता किये हुए) है"
