ID,Type,TypeNo,ParaNo,ParaFormat,AR,UR,ARSIMPLE,satatus
14,1,1,14.0,2,ثُمَّ جَمَعَ سُبْحَانَهٗ مِنْ حَزْنِ الْاَرْضِ وَ سَهْلِهَا، وَعَذْبِهَا وَ سَبَخِهَا، تُرْبَةً سَنَّهَا بِالْمَآءِ حَتّٰى خَلَصَتْ، وَ لَاطَهَا بِالْبَلَّةِ حَتّٰى لَزُبَتْ، فَجَبَلَ مِنْهَا صُوْرَةً ذَاتَ اَحْنَآءٍ وَّ وُصُوْلٍ، وَ اَعْضَآءٍ وَّ فُصُوْلٍ، اَجْمَدَهَا حَتّٰى اسْتَمْسَكَتْ، وَ اَصْلَدَهَا حَتّٰى صَلْصَلَتْ، لِوَقْتٍ مَّعْدُوْدٍ، وَ اَمَدٍ مَّعْلُوْمٍ.,پھر اللہ نے سخت و نرم اور شیریں و شورہ زار زمین سے مٹی جمع کی، اسے پانی سے اتنا بھگویا کہ وہ صاف ہو کر نتھر گئی اور تری سے اتنا گوندھا کہ اس میں لس پیدا ہو گیا، اس سے ایک ایسی صورت بنائی جس میں موڑ ہیں اور جوڑ، اعضاء ہیں اور مختلف حصے، اسے یہاں تک سکھایا کہ وہ خود تھم سکی اور اتنا سخت کیا کہ وہ کھنکھنانے لگی۔ ایک وقت معین اور مدت معلوم تک اسے یونہی رہنے دیا۔,ثم جمع سبحانه من حزن الارض و سهلها، وعذبها و سبخها، تربة سنها بالماء حتى خلصت، و لاطها بالبلة حتى لزبت، فجبل منها صورة ذات احناء و وصول، و اعضاء و فصول، اجمدها حتى استمسكت، و اصلدها حتى صلصلت، لوقت معدود، و امد معلوم.,
15,1,1,15.0,2,ثُمَّ نَفَخَ فِیْهَا مِنْ رُّوْحِهٖ فَمَثُلَتْ اِنْسَانًا ذَا اَذْهَانٍ یُّجِیْلُهَا، وَ فِكَرٍ یَّتَصَرَّفُ بِهَا، وَ جَوَارِحَ یَخْتَدِمُهَا، وَ اَدَوَاتٍ یُّقَلِّبُهَا، وَ مَعْرِفَةٍ یَفْرُقُ بِهَا بَیْنَ الْحَقِّ وَ الْبَاطِلِ، وَ الْاَذْوَاقِ وَ الْمَشَامِّ، وَ الْاَلْوَانِ وَ الْاَجْنَاسِ، مَعْجُوْنًۢا بِطِیْنَةِ الْاَلْوَانِ الْمُخْتَلِفَةِ، وَ الْاَشْبَاهِ الْمُؤْتَلِفَةِ، وَ الْاَضْدَادِ الْمُتَعَادِیَةِ، و الْاَخْلَاطِ الْمُتَبَایِنَةِ، مِنَ الْحَرِّ و الْبَرْدِ، وَ الْبَلَّةِ وَ الْجُمُوْدِ،,پھر اس میں روح پھونکی تو وہ ایسے انسان کی صورت میں کھڑی ہو گئی جو قوائے ذہنی کو حرکت دینے والا، فکری حرکات سے تصرف کرنے والا، اعضاء و جوارح سے خدمت لینے والا اور ہاتھ پیروں کو چلانے والا ہے اور ایسی شناخت کا مالک ہے جس سے حق و باطل میں تمیز کرتا ہے اور مختلف مزوں، بوؤں، رنگوں اور جنسوں میں فرق کرتا ہے۔ خود رنگا رنگ کی مٹی اور ملتی جلتی ہوئی موافق چیزوں اور مخالف ضدوں اور متضاد خلطوں سے اس کا خمیر ہوا ہے، یعنی گرمی، سردی، تری، خشکی کا پیکر ہے۔,ثم نفخ فیها من روحه فمثلت انسانا ذا اذهان یجیلها، و فكر یتصرف بها، و جوارح یختدمها، و ادوات یقلبها، و معرفة یفرق بها بین الحق و الباطل، و الاذواق و المشام، و الالوان و الاجناس، معجونا بطینة الالوان المختلفة، و الاشباه المؤتلفة، و الاضداد المتعادیة، و الاخلاط المتباینة، من الحر و البرد، و البلة و الجمود،,
16,1,1,16.0,2,وَاسْتَاْدَى اللهُ سُبْحَانَهُ الْمَلٰٓئِكَةَ وَدِیْعَتَهٗ لَدَیْهِمْ، وَ عَهْدَ وَصِیَّتِهٖۤ اِلَیْهِمْ، فِی الْاِذْعَانِ بِالسُّجُوْدِ لَهٗ، وَ الْخُشُوْعِ لِتَكْرِمَتِهٖ، فَقَالَ سُبْحَانَهُ: §﴿اسْجُدُوْا لِاٰدَمَ فَسَجَدُوْۤا اِلَّاۤ اِبْلِیْسَ ؕ ﴾¦، اعْتَرَتْهُ الْحَمِیَّةُ، وَ غَلَبَتْ عَلَیْهِ الشِّقْوَةُ، وَ تَعَزَّزَ بِخِلْقَۃِ النَّارِ، وَ اسْتَوْهَنَ خَلْقَ الصَّلْصَالِ، فَاَعْطَاهُ اللهُ النَّظِرَةَ اسْتِحْقَاقًا لِّلسُّخْطَةِ، وَاسْتِتْمَامًا لِّلْبَلِیَّةِ، وَ اِنْجَازًا لِّلْعِدَةِ، فَقَالَ: §﴿اِنَّكَ مِنَ الْمُنْظَرِیْنَۙ۝ اِلٰی یَوْمِ الْوَقْتِ الْمَعْلُوْمِ۝﴾¦.,پھر اللہ نے فرشتوں سے چاہا کہ وہ اس کی سونپی ہوئی ودیعت ادا کریں اور اس کے پیمانِ وصیت کو پورا کریں جو سجدۂ آدمؑ کے حکم کو تسلیم کرنے اور اس کی بزرگی کے سامنے تواضع و فروتنی کیلئے تھا۔ اس لئے اللہ نے کہا کہ: ’’آدم ؈ کو سجدہ کرو، ابلیس کے سوا سب نے سجدہ کیا‘‘، اسے عصبیت نے گھیر لیا، بدبختی اس پر چھا گئی، آگ سے پیدا ہونے کی وجہ سے اپنے کو بزرگ و برتر سمجھا، اور کھنکھناتی ہوئی مٹی کی مخلوق کو ذلیل جانا، اللہ نے اسے مہلت دی تاکہ وہ پورے طور پر غضب کا مستحق بن جائے اور (بنی آدمؑ) کی آزمائش پایۂ تکمیل تک پہنچے اور وعدہ پورا ہو جائے۔ چنانچہ اللہ نے اس سے کہا کہ: ’’تجھے وقت معین کے دن تک کی مہلت ہے‘‘۔,واستادى الله سبحانه الملئكة ودیعته لدیهم، و عهد وصیته الیهم، فی الاذعان بالسجود له، و الخشوع لتكرمته، فقال سبحانه: §اسجدوا لادم فسجدوا الا ابلیس  ¦، اعترته الحمیة، و غلبت علیه الشقوة، و تعزز بخلقۃ النار، و استوهن خلق الصلصال، فاعطاه الله النظرة استحقاقا للسخطة، واستتماما للبلیة، و انجازا للعدة، فقال: §انك من المنظرین۝ الی یوم الوقت المعلوم۝¦.,
17,1,1,17.0,2,ثُمَّ اَسْكَنَ سُبْحَانَهٗ اٰدَمَ ؑ دَارًا اَرْغَدَ فِیْهَا عِیْشَتَهٗ، وَ اٰمَنَ فِیْهَا مَحَلَّتَهٗ، وَ حَذَّرَهٗۤ اِبْلِیْسَ وَ عَدَاوَتَهٗ، فَاغْتَرَّهٗ عَدُوُّهٗ نَفَاسَةً عَلَیْهِ بِدَارِ الْمُقَامِ، وَ مُرَافَقَةِ الْاَبْرَارِ، فَبَاعَ الْیَقِیْنَ بِشَكِّهٖ، وَ الْعَزِیْمَةَ بِوَهْنِهٖ، وَاسْتَبْدَلَ بِالْجَذَلِ وَجَلًا، وَ بِالْاِغْتِرَارِ نَدَمًا.,پھر اللہ نے آدم ؈ کو ایسے گھر میں ٹھہرایا جہاں ان کی زندگی کو خوشگوار رکھا، انہیں شیطان اور اس کی عداوت سے بھی ہوشیار کر دیا، لیکن ان کے دشمن نے ان کے جنت میں ٹھہرنے اور نیکو کاروں میں مل جل کر رہنے پر حسد کیا اور آخر کار انہیں فریب دے دیا۔ آدم ؈ نے یقین کو شک اور ارادے کے استحکام کو کمزوری کے ہاتھوں بیچ ڈالا، مسرت کو خوف سے بدل لیا اور فریب خوردگی کی وجہ سے ندامت اٹھائی۔,ثم اسكن سبحانه ادم ؑ دارا ارغد فیها عیشته، و امن فیها محلته، و حذره ابلیس و عداوته، فاغتره عدوه نفاسة علیه بدار المقام، و مرافقة الابرار، فباع الیقین بشكه، و العزیمة بوهنه، واستبدل بالجذل وجلا، و بالاغترار ندما.,
18,1,1,18.0,2,ثُمَّ بَسَطَ اللهُ سُبْحَانَهٗ لَهٗ فِیْ تَوْبَتِهٖ، وَ لَقَّاهُ كَلِمَةَ رَحْمَتِهٖ، وَ وَعَدَهُ الْمَرَدَّ اِلٰى جَنَّتِهٖ، فَاَهْبَطَهٗ اِلٰى دَارِ الْبَلِیَّةِ، وَ تَنَاسُلِ الذُّرِّیَّةِ.,پھر اللہ نے آدم ؈ کیلئے توبہ کی گنجائش رکھی، انہیں رحمت کے کلمے سکھائے، جنت میں دوبارہ پہنچانے کا ان سے وعدہ کیا اور انہیں دارِ ابتلا و محل افزائشِ نسل میں اتار دیا۔,ثم بسط الله سبحانه له فی توبته، و لقاه كلمة رحمته، و وعده المرد الى جنته، فاهبطه الى دار البلیة، و تناسل الذریة.,
19,1,1,19.0,2,وَ اصْطَفٰى سُبْحَانَهٗ مِنْ وَّلَدِهٖ اَنْۢبِیَآءَ، اَخَذَ عَلَى الْوَحْیِ مِیْثَاقَهُمْ، وَ عَلٰى تَبْلِیْغِ الرِّسَالَةِ اَمَانَتَهُمْ، لَمَّا بَدَّلَ اَكْثَرُ خَلْقِهٖ عَهْدَ اللهِ اِلَیْهِمْ، فَجَهِلُوْا حَقَّهٗ، وَ اتَّخَذُوا الْاَنْدَادَ مَعَهٗ، وَ اجْتَالَتْهُمُ الشَّیٰطِیْنُ عَنْ مَّعْرِفَتِهٖ، وَ اقتَطَعَتْهُمْ عَنْ عِبَادَتِهٖ، فَبَعَثَ فِیْهمْ رُسُلَهٗ، وَ وَاتَرَ اِلَیْهِمْ اَنْۢبِیَآئَهٗ، لِیَسْتَاْدُوْهُمْ مِیْثَاقَ فِطْرَتِهٖ، وَ یُذَكِّرُوْهُمْ مَنْسِیَّ نِعْمَتِهٖ، وَ یَحْتَجُّوْا عَلَیْهِمْ بِالتَّبْلِیْغِ، وَ یُثِیْرُوْا لَهُمْ دَفَآئِنَ الْعُقُوْلِ، وَ یُرُوْهُمْ الْاٰیَاتِ الْمُقَدَّرَةَ: مِنْ سَقْفٍ فَوْقَهُمْ مَرْفُوْعٍ، وَ مِهَادٍ تَحْتَهُمْ مَوْضُوْعٍ، وَ مَعَایِشَ تُحْیِیْهِمْ، وَ اٰجَالٍ تُفْنِیْهِمْ، وَ اَوْصَابٍ تُهْرِمُهُمْ، وَ اَحْدَاثٍ تَتَابَعُ عَلَیْهِمْ.,اللہ سبحانہ نے ان کی اولاد سے انبیاء ؊ چنے، وحی پر ان سے عہد و پیمان لیا، تبلیغ رسالت کا انہیں امین بنایا، جبکہ اکثر لوگوں نے اللہ کا عہد بدل دیا تھا، چنانچہ وہ اس کے حق سے بے خبر ہو گئے اوروں کو اس کا شریک بنا ڈالا، شیاطین نے اس کی معرفت سے انہیں روگرداں اور اس کی عبادت سے الگ کر دیا۔ اللہ نے ان میں اپنے رسولؑ مبعوث کئے اور لگاتار انبیاءؑ بھیجے تاکہ ان سے فطرت کے عہد و پیمان پورے کرائیں، اس کی بھولی ہوئی نعمتیں یاد دلائیں، پیغامِ ربانی پہنچا کر حجت تمام کریں، عقل کے دفینوں کو ابھاریں اور انہیں قدرت کی نشانیاں دکھائیں: یہ سروں پر بلند بام آسمان، ان کے نیچے بچھا ہوا فرشِ زمیں، زندہ رکھنے والا سامانِ معیشت، فنا کرنے والی اجلیں، بوڑھا کر دینے والی بیماریاں اور پے در پے آنے والے حادثات۔,و اصطفى سبحانه من ولده انبیاء، اخذ على الوحی میثاقهم، و على تبلیغ الرسالة امانتهم، لما بدل اكثر خلقه عهد الله الیهم، فجهلوا حقه، و اتخذوا الانداد معه، و اجتالتهم الشیطین عن معرفته، و اقتطعتهم عن عبادته، فبعث فیهم رسله، و واتر الیهم انبیائه، لیستادوهم میثاق فطرته، و یذكروهم منسی نعمته، و یحتجوا علیهم بالتبلیغ، و یثیروا لهم دفائن العقول، و یروهم الایات المقدرة: من سقف فوقهم مرفوع، و مهاد تحتهم موضوع، و معایش تحییهم، و اجال تفنیهم، و اوصاب تهرمهم، و احداث تتابع علیهم.,
20,1,1,20.0,2,وَ لَمْ یُخْلِ اللهُ سُبْحَانَهٗ خَلْقَهٗ مِنْ نَّبِیٍّ مُّرْسَلٍ، اَوْ كِتَابٍ مُّنْزَلٍ، اَوْ حُجَّةٍ لَّازِمَةٍ، اَوْ مَحَجَّةٍ قَآئِمَةٍ، رُسُلٌ لَّا تُقَصِّرُ بِهِمْ قِلَّةُ عَدَدِهِمْ، وَلَا كَثْرَةُ الْمُكَذِّبِیْنَ لَهُمْ، مِنْ سَابِقٍ سُمِّیَ لَهٗ مَنْۢ بَعْدَهٗ، اَوْ غَابِرٍ عَرَّفَهٗ مَنْ قَبْلَهٗ.,اللہ سبحانہ نے اپنی مخلوق کو بغیر کسی فرستادہ پیغمبرؑ یا آسمانی کتاب یا دلیلِ قطعی یا طریق روشن کے کبھی یونہی نہیں چھوڑا۔ ایسے رسولؑ، جنہیں تعداد کی کمی اور جھٹلانے والوں کی کثرت درماندہ و عاجز نہیں کرتی تھی، ان میں کوئی سابق تھا جس نے بعد میں آنے والے کا نام و نشان بتایا، کوئی بعد میں آیا جسے پہلا پہچنوا چکا تھا۔,و لم یخل الله سبحانه خلقه من نبی مرسل، او كتاب منزل، او حجة لازمة، او محجة قائمة، رسل لا تقصر بهم قلة عددهم، ولا كثرة المكذبین لهم، من سابق سمی له من بعده، او غابر عرفه من قبله.,
21,1,1,21.0,2,عَلٰى ذٰلِكَ نَسَلَتِ الْقُرُوْنُ، وَ مَضَتِ الدُّهُوْرُ، وَ سَلَفَتِ الْاٰبَآءُ، وَ خَلَفَتِ الْاَبْنَآءُ.,اسی طرح مدتیں گزر گئیں، زمانے بیت گئے، باپ داداؤں کی جگہ پر ان کی اولادیں بس گئیں۔,على ذلك نسلت القرون، و مضت الدهور، و سلفت الاباء، و خلفت الابناء.,
22,1,1,22.0,2,اِلٰۤى اَنْۢ بَعَثَ اللهُ سُبْحَانَهٗ مُحَمَّدًا رَّسُوْلَ اللّٰہِ ﷺ لِاِنْجَازِ عِدَتِهٖ وَ تَمَامِ نُبُوَّتِهٖ، مَاْخُوْذًا عَلَى النَّبِیِّیْنَ مِیْثَاقُهٗ، مَشْهُوْرَةً سِمَاتُهٗ، كَرِیْمًا مِیْلَادُهٗ. وَ اَهْلُ الْاَرْضِ یَوْمَئِذٍ مِلَلٌ مُّتَفَرِّقَةٌ، وَ اَهْوَآءٌ مُّنْتَشِرَةٌ، وَ طَرَآئِقُ مُتَشَتِّتَةٌ، بَیْنَ مُشَبِّهٍ لِّلّٰهِ بِخَلْقِهٖ، اَوْ مُلْحِدٍ فِی اسْمِهٖ، اَوْ مُشِیْرٍ اِلٰى غَیْرِهٖ، فَهَدَاهُمْ بِهٖ مِنَ الضَّلَالَةِ، وَ اَنْقَذَهُمْ بِمَكَانِهٖ مِنَ الْجَهَالَةِ.,یہاں تک کہ اللہ سبحانہ نے ایفائے عہد و اِتمام نبوت کیلئے محمد ﷺ کو مبعوث کیا، جن کے متعلق نبیوں سے عہد و پیمان لیا جا چکا تھا، جن کے علاماتِ (ظہور) مشہور، محل ولادت مبارک و مسعود تھا۔ اس وقت زمین پر بسنے والوں کے مسلک جدا جدا، خواہشیں متفرق و پراگندہ اور راہیں الگ الگ تھیں۔ یوں کہ کچھ اللہ کو مخلوق سے تشبیہ دیتے، کچھ اس کے ناموں کو بگاڑ دیتے، کچھ اسے چھوڑ کر اوروں کی طرف اشارہ کرتے تھے۔ خداوند عالم نے آپؐ کی وجہ سے انہیں گمراہی سے ہدایت کی راہ پر لگایا اور آپ کے وجود سے انہیں جہالت سے چھڑایا۔,الى ان بعث الله سبحانه محمدا رسول اللہ ﷺ لانجاز عدته و تمام نبوته، ماخوذا على النبیین میثاقه، مشهورة سماته، كریما میلاده. و اهل الارض یومئذ ملل متفرقة، و اهواء منتشرة، و طرائق متشتتة، بین مشبه لله بخلقه، او ملحد فی اسمه، او مشیر الى غیره، فهداهم به من الضلالة، و انقذهم بمكانه من الجهالة.,
23,1,1,23.0,2,ثُمَّ اخْتَارَ سُبْحَانَهٗ لِمُحَمَّدٍ صَلَّى اللهُ عَلَیْهِ وَ اٰلِہٖ لِقَآئَهٗ،وَ رَضِیَ لَهٗ مَا عِنْدَهٗ، وَ اَكْرَمَهٗ عَنْ دَارِ الدُّنْیَا، وَ رَغِبَ بِهٖ عَنْ مُّقَارَنَةِ الْبَلْوٰى، فَقَبَضَهٗ اِلَیْهِ كَرِیْمًا ﷺ، وَ خَلَّفَ فِیْكُمْ مَا خَلَّفَتِ الْاَنْۢبِیَآءُ فِیْۤ اُمَمِهَا، اِذْ لَمْ یَتْرُكُوْهُمْ هَمَلًا، بِغَیْرِ طَرِیْقٍ وَّاضِحٍ، وَ لَا عَلَمٍ قَآئِمٍ:,پھر اللہ سبحانہ نے محمد ﷺ کو اپنے لقاء و قرب کیلئے چنا، اپنے خاص انعامات آپؐ کیلئے پسند فرمائے اور دارِ دنیا کی بود و باش سے آپؐ کو بلند تر سمجھا اور زحمتوں سے گھری ہوئی جگہ سے آپؐ کے رخ کو موڑا اور دنیا سے با عزت آپؐ کو اٹھا لیا۔ حضرتؐ تم میں اسی طرح کی چیز چھوڑ گئے جو انبیاءؑ اپنی اُمتوں میں چھوڑتے چلے آئے تھے۔ اس لئے کہ وہ طریق واضح و نشانِ محکم قائم کئے بغیر یوں ہی بے قید و بند انہیں نہیں چھوڑتے تھے۔,ثم اختار سبحانه لمحمد صلى الله علیه و الہ لقائه،و رضی له ما عنده، و اكرمه عن دار الدنیا، و رغب به عن مقارنة البلوى، فقبضه الیه كریما ﷺ، و خلف فیكم ما خلفت الانبیاء فی اممها، اذ لم یتركوهم هملا، بغیر طریق واضح، و لا علم قائم:,
24,1,1,24.0,2,كِتَابَ رَبِّكُمْ فِیْکُمْ مُبَیِّنًا حَلَالَهٗ وَ حَرَامَهٗ، وَ فَرَآئِضَهٗ وَ فَضَآئِلَهٗ، وَ نَاسِخَهٗ وَ مَنْسُوْخَهٗ، وَ رُخَصَهٗ وَ عَزَآئِمَهٗ، وَ خَاصَّهٗ وَ عَامَّهٗ، وَ عِبَرَهٗ وَ اَمْثَالَهٗ، وَ مُرْسَلَهٗ وَ مَحْدُوْدَهٗ، وَ مُحْكَمَهٗ وَ مُتَشَابِهَهٗ، مُفَسِّرًا مُجْمَلَهٗ، وَ مُبَیِّنًا غَوَامِضَهٗ.,پیغمبر ﷺ نے تمہارے پروردگار کی کتاب تم میں چھوڑی ہے۔ اس حالت میں کہ انہوں نے کتاب©۲® کے حلال و حرام، واجبات و مستحبات، ناسخ و منسوخ، رخص و عزائم، خاص و عام، عبر و امثال، مقید و مطلق، محکم و متشابہ کو واضح طور سے بیان کر دیا، مجمل آیتوں کی تفسیر کر دی، اس کی گتھیوں کو سلجھا دیا۔,كتاب ربكم فیکم مبینا حلاله و حرامه، و فرائضه و فضائله، و ناسخه و منسوخه، و رخصه و عزائمه، و خاصه و عامه، و عبره و امثاله، و مرسله و محدوده، و محكمه و متشابهه، مفسرا مجمله، و مبینا غوامضه.,
25,1,1,25.0,2,بَیْنَ مَاْخُوْذٍ مِّیْثَاقُ عِلْمِهٖ، وَ مُوَسَّعٍ عَلَى الْعِبَادِ فِیْ جَهْلِهٖ، وَ بَیْنَ مُثْبَتٍ فِی الْكِتَابِ فَرْضُهٗ، وَ مَعْلُوْمٍ فِی السُّنَّۃِ نَسْخُهٗ، وَ وَاجِبٍ فِی السُّنَّةِ اَخْذُهٗ، وَ مُرَخَّصٍ فِی الْكِتَابِ تَرْكُهٗ. وَ بَیْنَ وَاجِبٍۭ بِوَقْتِهٖ، وَ زَآئِلٍ فِیْ مُسْتَقْبَلِهٖ، وَ مُبَایَنٍۭ بَیْنَ مَحَارِمِهٖ، مِنْ كَبِیْرٍ اَوْعَدَ عَلَیْهِ نِیْرَانَهٗ، اَوْ صَغِیْرٍ اَرْصَدَ لَهٗ غُفْرَانَهٗ، وَ بَیْنَ مَقْبُوْلٍ فِیْۤ اَدْنَاهُ، وَ مُوَسَّعٍ فِیْۤ اَقْصَاهُ.,اس میں کچھ آیتیں وہ ہیں جن کے جاننے کی پابندی عائد کی گئی ہے اور کچھ وہ ہیں کہ اگر اس کے بندے ان سے ناواقف رہیں تو مضائقہ نہیں۔ کچھ احکام ایسے ہیں جن کا وجوب کتاب سے ثابت ہے اور حدیث سے ان کے منسوخ ہونے کا پتہ چلتا ہے اور کچھ احکام ایسے ہیں جن پر عمل کرنا حدیث کی رُو سے واجب ہے لیکن کتاب میں ان کے ترک کی اجازت ہے۔ اس کتاب میں بعض واجبات ایسے ہیں جن کا وجوب وقت سے وابستہ ہے اور زمانہ آئندہ میں ان کا وجوب برطرف ہو جاتا ہے۔ قرآن کے محرمات میں بھی تفریق ہے: کچھ کبیرہ ہیں جن کیلئے آتش جہنم کی دھمکیاں ہیں اور کچھ صغیرہ ہیں جن کیلئے مغفرت کے توقعات پیدا کئے ہیں، کچھ اعمال ایسے ہیں جن کا تھوڑا سا حصہ بھی مقبول ہے اور زیادہ سے زیادہ اضافہ کی گنجائش رکھی ہے۔,بین ماخوذ میثاق علمه، و موسع على العباد فی جهله، و بین مثبت فی الكتاب فرضه، و معلوم فی السنۃ نسخه، و واجب فی السنة اخذه، و مرخص فی الكتاب تركه. و بین واجب بوقته، و زائل فی مستقبله، و مباین بین محارمه، من كبیر اوعد علیه نیرانه، او صغیر ارصد له غفرانه، و بین مقبول فی ادناه، و موسع فی اقصاه.,
