Category,SubCat,VerseBy,VerseByID,Verse,VerseRef
Akhlaq,98,Imam Muhammad ibn Ali [a],8,"Verily Allah, Mighty and Exalted, despises every man who is quick to contract new divorces and marriages.","al-Kafi, v. 6, p. 55, no. 4; Mizan ul Hikmah, page No. 251"
Akhlaq,98,Imam Jafar ibn Muhammad [a],9,"Nothing is more abominable to Allah from all that He has made permissible than divorce, and verily Allah despises one who is quick to contract new divorces and marriages.","al-Kafi, v. 6, p. 54, no. 2; Mizan ul Hikmah, page No. 251"
Akhlaq,98,Imam Jafar ibn Muhammad [a],9,"Verily Allah, Mighty and Exalted, loves the house wherein a wedding is taking place, and despises the house wherein a divorce is in process, and nothing is more abominable to Allah than divorce","al-Kafi, v. 6, no. 3; Mizan ul Hikmah, page No. 251"
Akhlaq,98,Imam Ali ibn Musa [a],11,"Imam al-Rida (AS) was once asked the reason why a man is not allowed to remarry his divorc e numerous times unless she has married another husband first, to which he replied, 'Verily Allah, Blessed and most High, has permitted revocable divorce twice, and said: ""[Revocable] divorce may be only twice; then [let there be] either an honourable retention, or a kindly release"" [Qur'an 2:229], meaning the third time around. Because of his contracting this divorce that Allah despises so, three times over, Allah prohibits him from doing it again, so she [his divorc e] is not lawful for him until she marries another husband [and he divorces her], in order that people do not plunge into divorce, taking it as a light matter, and in order that women may not be caused to suffer in the process.'","Uyoun Akhbar al-Reza (AS), v. 2, p. 85, no. 27; Mizan ul Hikmah, page No. 252"
Aqaed,99,Imam Ali ibn Abu Talib [a],3,"There are four aspects to doubt: unreasonable debating [born out of a desire to doubt everything], fear, wavering and undue submission. The one who always resorts to unreasonable debating never again sees the light after darkness. The one who is afraid of what befalls him [doubting as a result] is always turning back on his heels. The one who wavers between his misgivings is trampled by Satan underfoot, and the one who succumbs to the perils of this world and the next is destroyed in them both.","Nahj al-Balagha, Saying 31; Mizan ul Hikmah, page No. 255"
Miscellaneous,250,Imam Muhammad ibn Ali [a],8,The Prophet (SAWA) used to change ugly names of people and places [to good names].,"Bihar al-Anwar, v. 104, p. 127, no. 4; Mizan ul Hikmah, page No. 937"
Akhlaq,98,Imam Ali ibn Musa [a],11,"The reasoning behind the divorce being permissible three times is to do with the respite it gives [each party to think] between the first to the third time   for in that time, a desire [for one's spouse] may arise or one's rage may subside. Also, [it has been restricted to three] in order to discipline and deter women from disobeying their husbands [time after time] whereby she may have become deserving of separation and distancing for doing something to disobey her husband. The reason why a woman becomes unlawful for a man after nine counts of divorce, where he is absolutely not allowed a woman and is punishable for it, is in order that people do not make a jest of divorce and so that women are not abased, and so that man may consider his situation carefully and vigilantly [before plunging into marriage and divorce], and that he may feel despair at ever coming back together with a woman after having divorced nine times.","Ellal al-Shara'ie, p. 507, no. 1; Mizan ul Hikmah, page No. 252"
Aqaed,99,Imam Ali ibn Abu Talib [a],3,"You must adhere to conviction and keep away from doubt, for there is nothing more detrimental to a man's faith than for doubt to overpower his conviction.","Ghurar al-Hikam, no. 6146; Mizan ul Hikmah, page No. 253"
Aqaed,99,Imam Ali ibn Abu Talib [a],3,I have never doubted the truth since I have been shown it.,"Ghurar al-Hikam, no. 9482; Mizan ul Hikmah, page No. 253"
Aqaed,99,Imam Ali ibn Abu Talib [a],3,"Verily I am absolutely convinced about my Lord, and do not entertain any obscurity in my religion.","Nahj al-Balagha, Sermon 22; Mizan ul Hikmah, page No. 253"
Aqaed,99,Imam Jafar ibn Muhammad [a],9,"with regards to Allah's verse in the Qur'an: ""Indeed Allah desires to repel all impurity from you ""[ Qur'an 33:33], said, 'Impurity is doubt, and by Allah, we never doubt in our Lord.'","al-Kafi, v. 1, p. 288, no. 1; Mizan ul Hikmah, page No. 253"
Miscellaneous,101,Hazrat Muhammad Mustafa [s],2,"When people sleep, their spirits go out into the sky. Whatever the spirit sees while in the sky is true, and whatever it sees on the way in the wind are just muddled dreams.","Amali al-Saduq, p. 125, no. 16; Mizan ul Hikmah, page No. 256"
Miscellaneous,101,Imam Jafar ibn Muhammad [a],9,"There are three types of dreams: glad tidings from Allah for the believer, ominous dreams from Satan, and muddled dreams.'","al-Kafi, v. 8, p. 90, no. 61; Mizan ul Hikmah, page No. 256"
Miscellaneous,101,Hazrat Muhammad Mustafa [s],2,A dream should only ever be related to a believer who does not harbour jealousy or wrongdoing.,"al-Kafi, v. 8, p. 336, no. 530; Mizan ul Hikmah, page No. 257"
Adaab,107,Imam Ali ibn Abu Talib [a],3,Eloquence is that which is easy [for the speaker] to pronounce and light on the [listener's] intellect.,"Ghurar al-Hikam, no. 1881; Mizan ul Hikmah, page No. 257"
Aqaed,284,Imam Ali ibn Abu Talib [a],3,"Do not blame a person who tries to seek his ration, for he who does not have a ration, his mistakes increase. O son, a poor person is humiliated, his words are not heard, and his status is not recognized. If a poor person speaks the truth, they call him a liar, and if he is an ascetic, they call him ignorant. O son, those who are tried with poverty are tested in four things: weakness in their certainty, deficiency in their intellect, fragility in their devotion, and lack of shame on their face. So, we seek refuge in Allah from poverty.","Jami`a al-Akhbar, p. 300, no. 818; Mizan ul Hikmah, page No. 703"
Aqaed,284,Imam Ali ibn Abu Talib [a],3,"O son, I fear for you because of poverty, so seek refuge in Allah from it, for poverty brings diminishment in one's faith, confusion to the intellect and a motive for hatred.","Nahj al-Balagha, Saying 319; Mizan ul Hikmah, page No. 703"
Aqaed,284,Imam Ali ibn Abu Talib [a],3,Poverty in one's homeland is like being foreign in it.,"Nahj al-Balagha, Saying 56; Mizan ul Hikmah, page No. 703"
Aqaed,284,Hazrat Muhammad Mustafa [s],2,"Poverty is my honour, and I am proud of it.","Bihar al-Anwar, v. 72, p. 55, no. 85; Mizan ul Hikmah, page No. 703"
Aqaed,284,Hazrat Muhammad Mustafa [s],2,The poor are the friends of Allah,"al-Firdaws, v. 3, p. 157, no. 4423; Mizan ul Hikmah, page No. 704"
Aqaed,284,Imam Ali ibn Abu Talib [a],3,Poverty is more decorative for a believer than a beauty spot on the cheek of a horse,"al-Kafi, v. 2, p. 265, no. 22; Mizan ul Hikmah, page No. 704"
Aqaed,284,Imam Jafar ibn Muhammad [a],9,"Calamities are endowments from Allah, and poverty is stored with Allah","al-Kafi, v. 2, p. 260, no. 2; Mizan ul Hikmah, page No. 704"
Aqaed,284,Hazrat Muhammad Mustafa [s],2,"Poverty is better than wealth, save those who relieve others' debts [with their own wealth] and give during tragedies","Bihar al-Anwar, v. 72, p. 56, no. 86; Mizan ul Hikmah, page No. 704"
Aqaed,284,Imam Jafar ibn Muhammad [a],9,"Allah said in an intimate conversation with Moses (AS), 'O Moses, when you see poverty coming, then say to it, 'Welcome O mark of the righteous', and when you see wealth coming, say, 'A sin whose punishment has been hastened.","al-Kafi,v. 2, p. 263, no. 12; Mizan ul Hikmah, page No. 705"
Aqaed,284,Other Narrators,16,"Bihar al-Anwar: 'It is narrated in the scriptures of Prophet Enoch (AS) There is no wealth with those who are not in need of Me, and there is no poverty for those who are in want of Me {Prophet Enoch (AS) is known as Idris in the Arabic tradition (ed.)}","Bihar al-Anwar, v. 95, p. 462; Mizan ul Hikmah, page No. 705"
Training Children,207,Imam Ali ibn Abu Talib [a],3,Everything decreases with giving away except knowledge.,"Ghurar al-Hikam, no. 6888; Mizan ul Hikmah, page No. 510"
Aqaed,284,Hazrat Muhammad Mustafa [s],2,"O people!   Who are the utterly destitute?' They said, 'A person who does not have any money.'He said, 'No, rather the real destitute is he who has not offered any of his money regarding it to be for Allah, even though he has a lot more after that.","Bihar al-Anwar, v. 77, p. 150, no. 86; Mizan ul Hikmah, page No. 705"
Aqaed,284,Hazrat Muhammad Mustafa [s],2,[True] Poverty is the poverty of the heart.,"Bihar al-Anwar, v. 72, p. 56, no. 86; Mizan ul Hikmah, page No. 705"
Aqaed,284,Imam Ali ibn Abu Talib [a],3,There is no poverty like ignorance,"Nahj al-Balagha, Saying 54; Mizan ul Hikmah, page No. 706"
Aqaed,284,Imam Ali ibn Abu Talib [a],3,The greatest of poverty is stupidity,"Bihar al-Anwar, Saying 38; Mizan ul Hikmah, page No. 706"
Aqaed,284,Imam Ali ibn Abu Talib [a],3,"Amir al-Mu'minin Imam 'Ali ibn Abi Talib (a.s.) when asked what was the severest of poverty, said, 'Disbelief after faith","Bihar al-Anwar, v. 77, p. 377, no. 1; Mizan ul Hikmah, page No. 706"
Aqaed,284,Imam Ali ibn Abu Talib [a],3,Poverty of the soul is the most evil poverty,"Ghurar al-Hikam, no. 6547; Mizan ul Hikmah, page No. 706"
Aqaed,284,Imam Ali ibn Abu Talib [a],3,Wealth and poverty come after submission to Allah,"Nahj al-Balagha, Saying 452; Mizan ul Hikmah, page No. 706"
Aqaed,284,Imam Ali ibn Abu Talib [a],3,"There will remain no poverty after Heaven, and no wealth after the Hellfire","Tuhaf al-`Uqoul, no. 216; Mizan ul Hikmah, page No. 706"
Aqaed,284,Imam Hasan ibn Ali [a],5,"Imam Hasan ibn 'Ali ibn Abi Talib (a.s.) when asked about poverty, said, 'It is the greed of the self for everything","Tuhaf al-`Uqoul, no. 225; Mizan ul Hikmah, page No. 706"
Aqaed,284,Imam Ali ibn Muhammad [a],13,Poverty is the greed of the self and the extremity of despair,"Bihar al-Anwar, v. 78, p. 368, no. 3; Mizan ul Hikmah, page No. 706"
Aqaed,284,Imam Jafar ibn Muhammad [a],9,"Imam Ja'far ibn Muhammad al-Sadiq (a.s.) when asked about the [meaning of the] saying of Abu Dharr: ""There are three things that people hate but I love: I love death and I love poverty and I love tribulation"", said, 'This is not as they have understood it. What he meant is that death in the obedience of Allah is more beloved to me than a life of disobedience to Allah; poverty in the obedience of Allah is more beloved to me than wealth [accompanied] with disobedience to Allah, and tribulation [accompanied] with obedience to Allah is more beloved to me than good health with disobedience to Allah","Ma`ani al-Akhbar, p. 165, no. 1; Mizan ul Hikmah, page No. 707"
Aqaed,284,Imam Jafar ibn Muhammad [a],9,"Poverty with us [i.e. our guardianship] is better than wealth with other than us, and death with us is better than life with other than us","al-Khara`ij wa al-Jara`ih, v. 2, p. 739, no. 54; Mizan ul Hikmah, page No. 707"
Aqaed,284,Imam Jafar ibn Muhammad [a],9,Wealth that prevents you from oppression is better than poverty that drives you to sin,"al-Faqih, v. 3, p. 166, no. 3614; Mizan ul Hikmah, page No. 707"
Miscellaneous,466,Imam Ali ibn Abu Talib [a],3,He who thinks perceives.,"Nahj al-Balagha, Letter 31; Mizan ul Hikmah, page No. 937"
Aqaed,284,Imam Jafar ibn Muhammad [a],9,"Poverty is red death.' The narrator said, 'I asked Abu `Aabdullah [al-Sadiq] (AS), 'Poverty of dinars and dirhams?' He said, 'No, rather poverty in one's faith","al-Kafi, v. 3, p. 266, no. 2; Mizan ul Hikmah, page No. 707"
Aqaed,284,Hazrat Muhammad Mustafa [s],2,"Whoever degrades a believer, male or female, or humiliates him because of his poverty or lack of ability, Allah, most High, will promulgate him on the Day of Resurrection and then disgrace him","Bihar al-Anwar, v. 72, p. 44, no. 52; Mizan ul Hikmah, page No. 708"
Aqaed,284,Imam Ali ibn Abu Talib [a],3,"Do not humiliate the weak ones from among your brethren; for whoever humiliates a believer, Allah Almighty will not bring them together in Heaven until he repents.","al-Khisal, p. 614, no. 10; Mizan ul Hikmah, page No. 708"
Adaab,24,Imam Jafar ibn Muhammad [a],9,"""Cornelian is an amulet in journey.""","Sawab al-A`amal, Page 226"
Adaab,24,Imam Ali ibn Abu Talib [a],3,"Imam Ja'far Sadiq (a.s.) narrates from his ancestors that Amirul Momineen (a.s.) said, ""Keep a cornelian ring in your hand so that Allah gives you abundance and you remain safe from calamities.""","Sawab al-A`amal, Page 226/227"
Adaab,24,Hazrat Muhammad Mustafa [s],2,"A man complained to the Holy Prophet (s.a.w.s.) about highway robbers. He said, ""Why didn't you wear a cornelian ring? It protects one from all evils?""","Sawab al-A`amal, Page 227"
Adaab,24,Imam Muhammad ibn Ali [a],8,"""One who wears a cornelian ring in his hand will continue to see goodness till the ring is present in his hands and will always remain in the protection of Allah, the Mighty and Sublime.""","Sawab al-A`amal, Page 227"
Adaab,24,Imam Jafar ibn Muhammad [a],9,"Imam Ja'far Sadiq (a.s.) narrates from his predecessors that:""One who wears a ring inscribed 'Muh'ammadun nabiyyullaahi wa a'liyyunw waliyyullaah' Allah will save him from unpleasant death and he will die a natural death only.""","Sawab al-A`amal, Page 227"
Adaab,24,Imam Jafar ibn Muhammad [a],9,"""No hand raised in front of Allah is loved by Him more than one which has a cornelian in it.""","Sawab al-A`amal, Page 227"
Adaab,24,Imam Ali ibn Musa [a],11,"""One who seeks sustenance through cornelian will get a huge share.""","Sawab al-A`amal, Page 227"
Adaab,24,Imam Musa Ibn Jafar (Al-Kadhim) [a],10,"Imam Musa Kazim (a.s.) narrates from his predecessors that Imam Husain (a.s.) said, ""Allah created Musa bin Imran and talked to him on Mt. Sina and looked at the earth with mercy and created cornelian with the light of his face and said, 'I swear by Myself, I have made it obligatory on Myself that I will never punish with fire (of Hell) one who wears cornelian in his hand and is the lover of Ali (a.s.).""","Sawab al-A`amal, Page 227"
Adaab,127,Imam Jafar ibn Muhammad [a],9,"""The hand having a turquoise ring will never be needy.""","Sawab al-A`amal, Page 228"
Adaab,127,Imam Musa Ibn Jafar (Al-Kadhim) [a],10,"The narrator went to visit Imam Musa Kazim (a.s.) and saw a turquoise ring in his hand inscribed with: Allaahul Malik. He went on seeing that ring continuously. Imam (a.s.) asked, ""Why are you looking at this stone like this? Jibraeel had brought this stone for the Holy Prophet (s.a.w.s.) from Paradise as a gift. It was given to Ali (a.s.) by him. Do you know what its name is?"" He replied, ""It is turquoise."" Imam said, ""That is the Persian name. Do you know its name in Arabic?"" ""No,"" he replied. Imam said, ""It is Zafar.""","Sawab al-A`amal, Page 228"
Adaab,325,Imam Ali ibn Abu Talib [a],3,"""Wear a ring of Jiz-e-Yamani in your hand for the deceit of Satan is destroyed through it.""","Sawab al-A`amal, Page 228"
Adaab,503,Imam Musa Ibn Jafar (Al-Kadhim) [a],10,"It is narrated from Imam Musa Kazim (a.s.) who read out from a book: ""There are lots of comforts for a person wearing the Emerald ring and there is no hardship for him."" The narrator wrote down these words of Imam (a.s.).","Sawab al-A`amal, Page 228"
Adaab,500,Imam Ali ibn Musa [a],11,"Imam Reza (a.s.) narrates that Imam Ja'far Sadiq (a.s.) said, Wear a Ruby ring for it puts an end to poverty.""","Sawab al-A`amal, Page 228"
Adaab,325,Imam Jafar ibn Muhammad [a],9,"""Billaur (Crystal) is an excellent gem.""","Sawab al-A`amal, Page 228"
Akhlaq,177,Imam Musa Ibn Jafar (Al-Kadhim) [a],10,"Imam Ja'far Sadiq (a.s.) narrates from his predecessors that Amirul Momineen (a.s.) said, ""The forehead of every person from the progeny of Adam is in the hands of an angel. When he says Takbir, the angel bends his forehead down and tells him: Do so with humility otherwise Allah will disgrace you. If he remains humble he holds his head straight up and says: Keep your head up. There is a lot of honor for you near Allah and you won't be disgraced due to your humility.""","Sawab al-A`amal, Page 229"
Akhlaq,491,Imam Jafar ibn Muhammad [a],9,"Imam Ja'far Sadiq (a.s.) narrates from his predecessors that the Holy Prophet (s.a.w.s.) said, ""All the eyes will cry on the Day of Judgment except three   an eye which cried out of fear of Allah, an eye which remained awake for the sake of Allah and an eye which refrained from seeing what Allah has prohibited.""","Sawab al-A`amal, Page 229"
Akhlaq,491,Hazrat Muhammad Mustafa [s],2,"""Tooba (Congratulations) be for the face to look at which is so nice whose eyes are weeping over sins committed by him that are not known to anyone.""","Sawab al-A`amal, Page 229"
Akhlaq,223,Imam Jafar ibn Muhammad [a],9,"Imam Ja'far Sadiq (a.s.) narrates from his predecessors that the Holy Prophet (s.a.w.s.) said, ""Tooba (Congratulations) be for one who avoids lust today for the sake of those promised things he has not seen.""","Sawab al-A`amal, Page 229/230"
Akhlaq,232,Imam Jafar ibn Muhammad [a],9,"Imam Ja'far Sadiq (a.s.) narrates from his predecessors that whenever Allah, Whenever Allah, the Mighty and Sublime intends to chastise the people of the earth, He says, ""But for those who love each other, build mosques and repent at dawn, I would surely have chastised the people of the earth.""","Sawab al-A`amal, Page 230"
Akhlaq,466,Imam Muhammad ibn Ali [a],8,"Imam Muhammad Baqir (a.s.) narrates that Amirul Momineen (a.s.) said, ""All the good deeds are hidden in three qualities   seeing, silence and speech. One who's seeing is not a lesson is useless. One who is not a fountain of silence and deep thought is ignorant. One whose speech is not the remembrance of Allah is worthless. A person whose seeing is a lesson, silence is thought, conversation is remembrance of Allah, who cries over his sins and from whom people remain safe, is indeed fortunate (there is Tooba for him).""","Sawab al-A`amal, Page 230"
Akhlaq,232,Imam Jafar ibn Muhammad [a],9,"""There is nothing among the worship of Allah better than silence and going to the house of Allah walking.""","Sawab al-A`amal, Page 231"
Akhlaq,232,Imam Jafar ibn Muhammad [a],9,"Ali bin Mahziyar narrates that Imam (a.s.) said, ""Soon a time will come when good things will rest on only ten things. Nine of them are keeping away from people and one is keeping silent.""","Sawab al-A`amal, Page 231"
Akhlaq,232,Imam Jafar ibn Muhammad [a],9,"""Good deeds are written for a Muslim till he is silent. As soon as he speaks, either a good deed or a sin is written down for him.""","Sawab al-A`amal, Page 231"
Akhlaq,287,Imam Jafar ibn Muhammad [a],9,"One who patches his clothes, stitches his shoes and carries his own luggage will remain away from pride.","Sawab al-A`amal, Page 231"
Aqaed,274,Imam Ali ibn Abu Talib [a],3,Patience in the face of tribulation is better than well-being in times of comfort.,"Ghurar al-Hikam, no. 1821; Mizan ul Hikmah, page No. 684"
Adaab,128,Imam Ali ibn Musa [a],11,A man who wants to be healthy and have a light body must decrease his dinner.,"Bihar al-Anwar, v.62, p. 324; Mizan ul Hikmah, page No. 330"
Adaab,128,Hazrat Muhammad Mustafa [s],2,"A man who is eating and is being watched by another, to whom he does not offer to share his food will be afflicted with an incurable disease.","Tanbih al-Khawatir, v. 1, p. 47; Mizan ul Hikmah, page No. 331"
Adaab,128,Hazrat Muhammad Mustafa [s],2,"The believer eats according to the desire of his family, while the hypocrite makes his family eat according to his own desires.","Bihar al-Anwar, v. 62, p. 291; Mizan ul Hikmah, page No. 331"
Adaab,128,Imam Ali ibn Abu Talib [a],3,Whoever mentions the name of Allah at the beginning of [eating his] food or drink and thanks Allah at the end will never be asked about the favor of this food.,"Wasael al-Shi`aah, v. 16, p. 484, no. 5; Mizan ul Hikmah, page No. 331"
Adaab,128,Imam Ali ibn Abu Talib [a],3,"Start with salt before you eat. If people knew what [benefits] salt has, they would prefer it to tested medicine.","Wasael al-Shi`aah, v. 16, p. 520, no. 3; Mizan ul Hikmah, page No. 331"
Adaab,128,Imam Ali ibn Abu Talib [a],3,"Set hot food aside until it cools off, for when the Prophet (SAWA) was given hot food, he said, 'Set it aside until it cools down, for Allah, Mighty and Exalted, would not feed us fire when blessings lie with that which is cool.","al-Kafi, v. 6, p. 321, no. 1; Mizan ul Hikmah, page No. 332"
Adaab,128,Imam Hasan ibn Ali [a],5,"There are twelve things that every Muslim should know about the table [manners]; four are mandatory, four are recommended, and four are general manners. The mandatory are: knowledge [of the food], to be content with it, mentioning the name of Allah [before it], and offering thanks to Him [afterwards]. The recommended acts are: ablution before eating, sitting on one's left side, eating with three fingers, and licking the fingers [after the meal]. And the general manners are: eating from the closest spot to you, taking small bites, chewing well, and rarely looking at people's faces [while eating].","Wasael al-Shi`aah, v. 16, p. 539, no. 1; Mizan ul Hikmah, page No. 325"
Adaab,128,Imam Jafar ibn Muhammad [a],9,"He who washes his hands before and after eating will be blessed at the beginning and at the end of his food. As long as he lives, he will be in comfort, and he will be cured of the ills of his body.","al-Mahajjat al-Baydha, v. 3, p. 6; Mizan ul Hikmah, page No. 332"
Adaab,128,Imam Jafar ibn Muhammad [a],9,"Imam Ja'far ibn Muhammad al-Sadiq (a.s.) narrated, on the authority of his fathers about the tradition entailing certain prohibitions of the Prophet (SAWA), 'He prohibited blowing on food or drink.'","Wasael al-Shi`aah, v. 16, p. 518, no. 1; Mizan ul Hikmah, page No. 332"
Aqaed,274,Imam Ali ibn Abu Talib [a],3,Through patience are great things accomplished.,"Ghurar al-Hikam, no. 4276; Mizan ul Hikmah, page No. 684"
Miscellaneous,150,Imam Ali ibn Abu Talib [a],3,"Abu al-Bakhtari said, 'A man entered the mosque and said, 'There is no rule save Allah's.' Then another man said, 'There is no rule save Allah's.' So [Imam] Ali said, 'There is no rule save Allah's. ""Allah's promise is indeed true. And do not let yourself be upset","Mizan ul Hikmah, page No. 375"
Miscellaneous,150,Hazrat Muhammad Mustafa [s],2,"When your rulers are the best ones from among you, and the richest people from among you are the most generous, and your affairs are settled by counsel (shura) between yourselves, then being above the ground [i.e. life in this world] will be better for you than being under it [i.e. death]. But when your rulers are the wicked ones from among you, and the richest the most miserly, and your affairs are left for your women [to settle], then being under the ground will be better for you than being above it.","Tuhaf al-`Uqoul, p. 36; Mizan ul Hikmah, page No. 376"
Miscellaneous,264,Imam Ali ibn Abu Talib [a],3,He who tackles all sides of an opinion will know where the pitfalls lie.,"Nahj al-Balagha, Saying 173; Mizan ul Hikmah, page No. 652"
Miscellaneous,264,Imam Ali ibn Abu Talib [a],3,The man with the best opinion is he who does not write off the need for a second opinion from someone else,"Ghurar al-Hikam, no. 3152; Mizan ul Hikmah, page No. 652"
Miscellaneous,150,Imam Ali ibn Abu Talib [a],3,"Amir al-Mu'minin Imam 'Ali ibn Abi Talib (a.s.) said to ['Abdullah] Ibn 'Abbas, who entered his tent while he was mending his sandal, and told him, 'The pilgrims have gathered to listen to you'   'I swear by Allah, these [sandals] have more value to me than ruling over you, except for being able to do right and prevent injustice.'","al-Manaqib li Ibn Shahr ashub, v. 2, p. 101; Mizan ul Hikmah, page No. 376"
Training Children,187,Hazrat Muhammad Mustafa [s],2,"When innovations arise in my community, the scholar must display his knowledge; and those who do not do this deserve the curse of Allah.","al-Kafi, v. 1, p. 54, no. 2; Mizan ul Hikmah, page No. 461"
Akhlaq,188,Imam Ali ibn Abu Talib [a],3,Eyesight is useless if the insight goes blind.,"Ghurar al-Hikam, no. 9972; Mizan ul Hikmah, page No. 461"
Akhlaq,188,Imam Ali ibn Abu Talib [a],3,"Indeed, the insightful one is he who listens and contemplates, looks and sees, derives benefit from lessons, then he takes a clear path on which he avoids the falls into abysses.","Sharhe Nahj al-Balagha by Abi al-Hadid, v. 9. p. 158; Mizan ul Hikmah, page No. 462"
Akhlaq,188,Imam Ali ibn Abu Talib [a],3,"Vision is not dependent on the eyes, for the eyes may often belie their owners, yet the mind never deceives a man seeking its counsel.","Sharhe Nahj al-Balagha by Abi al-Hadid, v. 19, p. 173; Mizan ul Hikmah, page No. 462"
Akhlaq,188,Imam Ali ibn Abu Talib [a],3,Losing one's eyesight is easier than losing one's insight.,"Ghurar al-Hikam, no. 6536; Mizan ul Hikmah, page No. 462"
Akhlaq,188,Imam Ali ibn Abu Talib [a],3,The most insightful person is he who sees his own flaws and refrains from sins as a result.,"Ghurar al-Hikam, no. 3061; Mizan ul Hikmah, page No. 462"
Akhlaq,189,Imam Ali ibn Abu Talib [a],3,"Careful Qanbar! Leave your insulter to his disdain and you will please the Beneficent Lord, displease Satan and punish thereby your enemy, for by the One who split the grain and created the breeze, there is no stance better than clemency with which a believer can please his Lord, and nothing like silence to offend Satan, and an idiot is best punished by ignoring him.","Amali al-Mufid, p. 118, no. 2; Mizan ul Hikmah, page No. 463"
Akhlaq,189,Imam Musa Ibn Jafar (Al-Kadhim) [a],10,The initiator is the more unjust and bears his own sin as well as the sin of his opponent as long as the latter does not retort.,"Tuhaf al-`Uqoul, no. 412; Mizan ul Hikmah, page No. 463"
Akhlaq,189,Imam Musa Ibn Jafar (Al-Kadhim) [a],10,"Whenever two people insult each other, the more superior of the two sinks to the level of the more inferior one.","A`alam al-Din, p. 305; Mizan ul Hikmah, page No. 464"
Akhlaq,189,Hazrat Muhammad Mustafa [s],2,"Whoever insults any of the prophets, kill him; and he who insults a vicegerent is as one who has insulted a prophet.","Amali al-Tusi, p. 365, no. 769; Mizan ul Hikmah, page No. 464"
Akhlaq,189,Imam Jafar ibn Muhammad [a],9,"Imam Ja'far ibn Muhammad al-Sadiq (a.s.) when he was asked about someone who insulted the Prophet (SAWA), replied, 'The most inferior person [in society] must kill him, and if not him, then the second most inferior, and so on until at the last resort he must be killed by the im?m [leader of the congregational prayer].'","al-Kafi, v. 7, p. 259, no. 21; Mizan ul Hikmah, page No. 464"
Akhlaq,190,Hazrat Muhammad Mustafa [s],2,"The very basis of man is his intellect, and the man devoid of intellect has no religion.","Rawdhat al-Wa`aizin, p. 9; Mizan ul Hikmah, page No. 465"
Akhlaq,190,Imam Ali ibn Abu Talib [a],3,Allah has only assigned man with an intellect so that it may one day deliver him.,"Nahj al-Balagha, Saying 407; Mizan ul Hikmah, page No. 465"
Akhlaq,190,Imam Ali ibn Abu Talib [a],3,The intellect is the strongest foundation.,"Ghurar al-Hikam, no. 475; Mizan ul Hikmah, page No. 465"
Akhlaq,190,Imam Jafar ibn Muhammad [a],9,"Verily Allah, exalted be His praise, created the intellect, and it is the very first thing He created amongst all the spiritual beings from the right hand side of His Throne out of His Light.","al-Khisal, p. 589, no. 13; Mizan ul Hikmah, page No. 466"
Akhlaq,190,Imam Jafar ibn Muhammad [a],9,"Allah created the intellect out of four things from knowledge, power, light and volition. Then He caused it to subsist through knowledge and be eternal in the divine Dominion.","al-Ikhtisas, p. 244; Mizan ul Hikmah, page No. 466"
Akhlaq,471,Imam Ali ibn Abu Talib [a],3,"O merchants! Knowledge [of trading laws and ethics] first, then the trade itself! Knowledge first, then trade! Knowledge first, then trade!","al-Kafi, v. 5, p. 150, no. 1; Mizan ul Hikmah, page No. 194"
Akhlaq,471,Imam Ali ibn Abu Talib [a],3,"O merchants! Start off by seeking a good outcome from Allah, seek the blessing in easy conduct, draw near to customers, beautify yourselves with clemency, refrain from oaths, abandon lies, avoid wronging, be fair to those being wronged, stay away from usury, and ""Observe fully the measure and the balance, with justice, and do not cheat the people of their goods, and do not act wickedly on the earth, causing corruption","Bihar al-Anwar, v. 78, p. 54, no. 100; Mizan ul Hikmah, page No. 194"
Akhlaq,471,Imam Jafar ibn Muhammad [a],9,Whoever wants to trade must learn his religion thoroughly in order to know what is allowed and what is forbidden for him; and whoever does not learn about his religion and then practice trading will certainly get entangled into uncertainties.,"Wasael al-Shi`aah, v. 12, p. 283, no. 4; Mizan ul Hikmah, page No. 194"
Akhlaq,471,Imam Jafar ibn Muhammad [a],9,"Any Muslim who excuses another Muslim for a regrettable deal, Allah, the Exalted, will forgive his lapse on the Day of Judgment.","Wasael al-Shi`aah, v. 12, p. 287, no. 4; Mizan ul Hikmah, page No. 194"
Akhlaq,471,Imam Jafar ibn Muhammad [a],9,The deal is not fulfilled until the balance is tipped [in favor of the customer].,"al-Kafi, v. 5, p. 159, no. 1; Mizan ul Hikmah, page No. 195"
Akhlaq,471,Hazrat Muhammad Mustafa [s],2,"May Allah bestow mercy on someone who is liberal when he sells, when he buys, when he judges, and when he is judged.","al-Kafi, v. 5, p. 159, no. 9453; Mizan ul Hikmah, page No. 195"
Akhlaq,471,Imam Ali ibn Abu Talib [a],3,"Amir al-Mu'minin Imam 'Ali ibn Abi Talib (a.s.) once admonished a man who was selling something, 'I heard the Prophet (SAWA) saying, 'Leniency is one way to profit.'","Wasael al-Shi`aah, v. 12, p. 288, no. 4; Mizan ul Hikmah, page No. 195"
Akhlaq,471,Hazrat Muhammad Mustafa [s],2,"O Ali! Do not bargain for four things: when selling the sacrificial animal [for the obligatory pilgrimage], the shroud, the servant, and transportation to Makkah.","al-Khisal, p. 245, no. 103; Mizan ul Hikmah, page No. 196"
