Category,VerseBy,Verse,VerseRef,IsDisplayed,SubCategory
Admirable Qualities of Wives ,The Holy Prophet [s] said,"""The Jihad (fighting in the way of Allah) of a woman is to afford pleasant company to her husband and the right of her husband over her is the greatest right of all people over her.""","Bihar-ul-Anwar, vol. 103, p. 256",0,
Divorce and Its Effects ,Allah (s.w.t.) said,"""And when you divorce women and they reach their prescribed time, then either retain them in good fellowship or set them free with liberality, and do not retain them for injury, so that you exceed the limits; and whoever does this, he indeed is unjust to his own soul; and do not take Allah's communications for a mockery, and remember the favor of Allah upon you, and that which He has revealed to you of the Book and the Wisdom, admonishing you thereby; and be careful (of your duty to) Allah, and know that Allah is the Knower of all things.""","Sura Al-Baqarah, No. 2, Verse 231",0,
Divorce and Its Effects ,The Holy Prophet [s] said,"""Marry and do not divorce because the Throne of heaven quakes from divorce.""","Wasa'il ush Shiah, vol. 22, p. 9",0,
Divorce and Its Effects ,Imam Sadiq [a] said,"Allah, Almighty and Glorious, is pleased with the house wherein marriage takes place and is displeased with the house wherein divorce is found, and there is nothing with Allah more hateful than divorce.""","Al-Kafi, vol. 6, p. 54",0,
Divorce and Its Effects ,The Holy Prophet [s] said,"""Certainly, Allah, Almighty and Glorious, dislikes or curses any man or woman whose intention of divorce or marriage is merely tasting the pleasure of it.""                               The Holy Prophet [s] repeated this statement three times to emphasize that any man who divorces his wife for a new marriage and tasting the pleasure of the new wed, as well as if any woman who demands her divorce for the same purpose and marries another man, is involved in the curse of Allah. ","Al-Kafi, vol. 6, p. 54",0,
Divorce and Its Effects ,The Holy Prophet [s] said,"""The lady from the women of my Ummah who safely observes four traits deserves Heaven: if she protects her piety, obeys her husband, establishes her five cardinal prayers, and fasts in the month of Ramadan.""","Bihar-ul-Anwar, vol. 104, p. 107",0,
Lowering the Gaze and Guarding the Modesty ,Allah (s.w.t.) said,"""Tell the believing men to cast down their looks and guard their private parts, that is purer for them, surely Allah is well acquainted with what they do.""","Sura An-Nur, No. 24, verse 30",0,
Lowering the Gaze and Guarding the Modesty ,Imam Sadiq [a] said,"""An unlawful look (at na-mahram) is an arrow from the arrows of Satan which is poisonous. He who abandons it for the sake of Allah, Almighty and Glorious, and not for something else, consequently, Allah will give him a Faith that he finds its pleasure (in his self).""","Man La Yahduruhul Faqih, vol. 4, p. 18",0,
Lowering the Gaze and Guarding the Modesty ,Imam Sadiq [a] said,"""The fornication of the eyes is the intercourse of unlawful (lustful) looks, the fornication of the lips is a forbidden kiss (of na-mahram), and the fornication of the hands is touching (hands or other limbs of a na-mahram), whether the response of the genital affirm it or disaffirms it .""","Al-Kafi, vol. 5, p. 559",0,
Lowering the Gaze and Guarding the Modesty ,Imam Baqir [a] said,"""The Holy Prophet [s] cursed the man who looks at the private part of a woman who is not lawful to him, and also the man proves treacherous to his religious brother's wife, and also the man that people need his help (because of his position) but he asks for a bribe from them.""","AI-Kafi, vol. 5, p. 559",0,
Women and Ornamentation ,The Holy Prophet [s] said,"""A man's word telling his wife: 'I love you' never will quit her heart.""","Wasa'il-ush Shi'ah, vol. 14, p. 10",0,
Women and Ornamentation ,Imam Baqir [a] said,"""It does not matter what a women ornaments herseff with for her husband.""","AI-Kafi, vol. 5, p. 119",0,
Women and Ornamentation ,"Imam Amir ul Mu'mineen Ali [a] said that the Prophet [s] prohibited the ornamentation of a woman for someone else other than her husband, and said","""Thus, if she does so, it is the right of Allah, Almighty and Glorious, to burn her in Hell."" (Unless she repents.)","Man La YahduruhuI Faqih, vol. 4, p. 6",0,
Women and Ornamentation ,Imam Sadiq [a] said,"""Everyone who intensifies love for us (AhIul-Bayt) intensifies love for his wife, too.""","Wasa'il-ush Shi'ah, vol. 14, p. 11",0,
Women and Ornamentation ,The Holy Prophet [s] said,"""The best of your women is the one who is pious and obeys her husband in lust and ornamentation (but is impenetrable for others).""","Wasa'il-ush Shi'ah, vol 20, p.30",0,
Fornication and Its Harmful Effects ,The Holy Prophet [s] said,"""It is written in the Turah: 'I am Allah, the killer of murderers and distractor of fornicators.""","Al-Kafi, vol. 5, p. 554",0,
Fornication and Its Harmful Effects ,Imam Sadiq [a] said,"""There are six effects for a fornicator, three of which are in this world and the other three will be in the next world. Those that occur in this world are: taking the honour of the person and defaming the one; causing the one to become poor; and shortening the length of life, (i.e. hastening one's death). Then, those which will be in the Hereafter are: the wrath of Allah, graveness in Reckoning, and residing in Fire eternally.""","Al-Kafi, vol. 5, p. 541",0,
Fornication and Its Harmful Effects ,The Holy Prophet [s] said again from the Turah,"""O' people, do not commit fornication because your wives will do the same, too. That which you sow, you will reap."" (The same as you do will be done to you).","Al-Kafi, vol.5, p.554",0,
Fornication and Its Harmful Effects ,The Holy Prophet [s] said,"""...He who embraces a woman who is unlawful (haram) to him, will be bound by a chain of fire alongwith Satan and both will be thrown into Hell.""","Man La Yahduruhul Faqih, vol. 4, p. 14",0,
Fornication and Its Harmful Effects ,"Once, 'Ammar ibn Musa asked Imam Sadiq [a] about commiting sexual intercourse with beasts or masterbation by the hand or other limbs of one's ownself, and he [a] replied","""Any form of these kinds and the like of them by which man pours forth his water, is (considered as) fornication (and it is unlawful).""","AI-Kafi, vol. 5, p. 541",0,
Fornication and Its Harmful Effects ,The Holy Prophet [s] said,"""Cursed is he, cursed is he who copulates with beasts.""","AI-Kafi, vol. 2, p. 270",0,
Fornication and Its Harmful Effects ,The Holy Prophet [s] said,"""Lesbianism between themselves is (the same as) fornication.""","Kanz-ul-'Ummal, vol. 5, p. 316",0,
Hygiene in Islam,The Holy Prophet [s] said,"""There are three traits which Allah loves (in people): briefness in speech, short (length) of sleep, and small (portion) of food; while there are three traits which He dislikes (in them): loquaciousness, oversleeping, and overeating.""","Al Ithna'Ashariyyah, p. 92",0,
Hygiene in Islam,The Holy Prophet [s] said,"""Try to be clean as much as you are able to. Verily, Allah has based the foundation of Islam on cleanliness; hence, never can a person enter Paradise but the clean ones.""","Kanz-ul-'Ummal, Tradition 26002",0,
Hygiene in Islam,Imam Amir ul Mu'mineen Ali [a] said,"""Overindulgence of food causes various kinds of diseases.""","Ghurar-ul-Hikam, p. 359",0,
Hygiene in Islam,"Imam Musa ibn Ja'far, the seventh Imam, [a] said","""There are five sunnah about the head and five others related to the body. The first five concerning the head, are: washing the mouth, trimming the moustache, combing the hair, and drawing up water through the mouth and nostrils.                                                The second five, concerning the body, are: circumcision, shaving the pubic hair, depilating the armpits, clipping the nails, and cleansing the privy parts (with water, tissue, cloth, etc., while water is preferable).""","Khisal by Saduq, p. 125",0,
Hygiene in Islam,Imam Amir ul Mu'mineen Ali [a] told Imam Hassan [a],"""Shall I teach you four traits by which you will be in no need of any medical treatment?"" ""Yes,"" Imam Hassan answered. Then, Ali [a] said: 
1.  Do not sit for food (in order to eat) unless you are hungry;
2.  And, do not leave the (table of) food but you still have an appetite for it;
3.  Chew (your food in your mouth) well;
4.  And, when you want to go to bed, (primarily) go to the water-closet to ease nature.      If you take these in action, you will be in no need of any medical treatment.""","Wasa'il-ush Shi'ah, vol. 24, p. 245",0,
Business and Social Relationships ,The Holy Prophet [s] said,"""He who purchases the food stuff which is a public necessity and stores it for forty days with the hope that its price will go up in the Muslim market, then, sells it and gives the entire sum as charity to the poor, it can not be the atonement for what he has done.""","Bihar-ul-Anwar, vol. 103, p. 89",0,
Business and Social Relationships ,Imam Amir ul Mu'mineen Ali [a] said,"""He who ventures transactions without observing the concerning Islamic rules, has surely run into usury,"" (while he is not aware of it).","Bihar-ul-Anwar, vol. 103, p. 93",0,
Business and Social Relationships ,Imam Amir ul Mu'mineen Ali [a] narrates from the Messenger of Allah who said,"""He who is in business and buys and sells things must avoid five traits, otherwise he should not buy or sell anything: usury, taking oath, concealing the faults or defects of the goods, praising it wrongly when selling it, and finding faults in it when buying it.""","AI-Khisal by Saduq, vol. 1, p. 286",0,
Business and Social Relationships ,"Imam Baqir, the fifth Imam [a] said","""He who seeks for sustenance in this world in order to be independent of people for his needs, to provide for his famlly members, and to stretch affection unto his neighbours, will meet Allah, Almighty and Glorious, on the Day of Judgement while his face will be as bright as the full moon.""","Al-Kafi, vol. 5, p. 78",0,
Fraud in Bargain ,The Holy Prophet [s] said,"""He who sleeps bearing deceit against his Muslim brother in his heart, has slept in the wrath of Allah and remains in that case until he repents.""","Safinat-ul-Bihar, vol. 2, p. 318",0,
Fraud in Bargain ,The Holy Prophet [s] said,""" ...And he who deceives his Muslim brother, Allah takes away the abundancy of his sustenance and spoils his livelihood and leaves him to his ownself.""","Wasa'il-ush Shi'ah, vol. 17, p. 283",0,
Fraud in Bargain ,Imam Sadiq [a] said,"""The Holy Prophet [s] prohibited that milk be mixed with water for sale.""","At-Tahthib, vol. 7, p. 13",0,
Fraud in Bargain ,Imam Sadiq [a] said,"""Those who play imposture with us (Muslims in general) is not from us.""","Bihar-ul-Anwar, vol. 103, p. 80",0,
Fraud in Bargain ,The Holy Prophet [s] said,"""The person who deceives a Muslim believer in buying or selling (things), is not of us, and, on the Resurrection Day, will be raised among the Jews, because they have been the most deceitful against Muslims.""","Bihar-ul-Anwar, vol. 103, p. 80",0,
Lusts ,The Holy Prophet [s] said,"""After myself, I fear of three things for my Ummah: misguidance after knowledge, misleading temptations, and the lust of the stomach and the privy parts.""","Al-Kafi, vol. 2, p. 79",0,
Lusts ,Imam Baqir [a] said,"""No worship with Allah is worthier than the purity of one's stomach and privity part (from lust).""","Al-Kafi, vol. 2, p. 80",0,
Lusts ,The Holy Prophet [s] said,"""The person for whom lust and vice is readily available but he avoids them for the fear of Allah, Almighty and Glorious, He will bar the Fire for him and ensure him against the Great Fear....""",Makarim-ul-Akhlaq,0,
Lusts ,The Holy Prophet [s] said,"""He who is guarded against the vices of his stomach, tongue, and privy parts, is surely safeguarded from all sins.""",Al-Muhajjat-ul Bayda,0,
Lusts ,Imam Amir ul Mu'mineen Ali [a] said,"""Remember, (when committing sin), that pleasures are fleeting while the consequences remain. ","Nahjul Balagha, p. 553",0,
Lusts ,The Holy Prophet [s] said,"""He who kisses a lad lustily, Allah, Almighty and Glorious, will bridle him with a reign of Fire.""","Al-Kafi, vol. 5, p. 548",0,
Lusts ,Imam Baqir [a] said,"""What a struggle is better than for the piety of stomach and privity parts.""","AI-Kafi, vol. 2, p. 79",0,
Worldly Possessions and Greedily Compiling Wealth ,The Holy Prophet [s] said,"""He whose two days (of life) are the same (making no spiritual progress) is at loss.""","Bihar-ul-Anwar, vol. 71, p. 173",0,
Worldly Possessions and Greedily Compiling Wealth ,"The seventh Imam, Musa ibn Ja'far [a], said","""The likeness of this world is as the water of the sea. However much (water) a thirsty person drinks from it, his thirst increases so much so that the water kills him.""","Bihar-uI-Anwar, vol. 78, p. 311",0,
Worldly Possessions and Greedily Compiling Wealth ,"Imam Hadi, the tenth Imam [a], said","""People are respected in this world for possessing wealth and in the Hereafter for possessing righteous deeds.""","Bihar-ul-Anwar, vol. 78, p. 368",0,
Worldly Possessions and Greedily Compiling Wealth ,The Holy Prophet [s] said,"""The destruction of my female followers is in two things: gold and immodest clothes; and the destruction of my male followers lies in abandoning knowledge and compiling wealth.""",The Collection of Waram,0,
"This Fleeting World, Its Attractiveness and Poison ",The Holy Prophet [s] said,"""At the moment when the coffin of a person is being lifted and carried, the concerning soul follows its corpse and regretfully calls: 'O you my children and my relatives! Beware that the world does not cheat you as it did me. I gathered wealth regardless of it being lawful or unlawful and left all of it for others. Now I am left with its burden upon me while they enjoy the fruit of it; therefore, avoid that which is similar to what happened to me'.""","Bihar-ul-Anwar, vol. 6, p. 161",0,
"This Fleeting World, Its Attractiveness and Poison ",Imam Amir ul Mu'mineen Ali [a] said,"""If man perceived his death and its speed towards him, he would certainly detest the world and its hopes.""","Bihar-ul-Anwar, vol. 73, p. 166",0,
"This Fleeting World, Its Attractiveness and Poison ","Imam Kadhim, the seventh Imam [a], said","""The likeness of this world is as a snake which is soft to the touch while there is killing poison in its inside. Possessors of wisdom avoid it but children (naive ones) are fond of it and like to catch it with their hands.""","Bihar-ul-Anwar, vol. 78, p. 311",0,
"This Fleeting World, Its Attractiveness and Poison ",Imam Sadiq [a] said,"""The love of this fleeting world is the origin of all vices.""","AI-Kafi, vol. 2, p. 315",0,
The Neglectful Slaves of this Deceitful World ,Imam Husayn [a] said,"""Verily, people are the slaves of the world and their religion is superficial, only on their tongues. They are attentive to it as long as their material benefits are provided, but when they are tested, the number of true devotees dwindles.""","Tuhaful-'Uqul & Bihar-ul-Anwar, vol. 44, p. 374",0,
The Neglectful Slaves of this Deceitful World ,Imam Hassan ibn Ali [a] said,"""I wonder about the person who contemplates about his nutrition but he does not consider (the food of) his intellect. Thus, he avoids of what hurts him in his stomach but he lets his mind to be filled with what destroys him.""","Safinat-ul-Bihar, vol. 2, p. 84",0,
The Neglectful Slaves of this Deceitful World ,Greed and Futile Hopes               Imam Amir ul Mu'mineen Ali [a] said,"""Even though miserliness, cowardice and greed are different qualities, yet they are common in having an incorrect idea about Allah.""","Nahjul-Balagha, letter 52",0,
The Neglectful Slaves of this Deceitful World ,Imam Sadiq [a] said,"""If a son of Adam possessed two vast valleys wherein gold and silver flowed, he would still wish to search for the third one.""","Man La Yahduruhul Faqih, vol. 4, p. 418 ",0,
The Neglectful Slaves of this Deceitful World ,Imam Sadiq [a] said,"""He who devotes his heart to this world will be subjected to three conditions: endless grief, unquenchable desire, and futile hope.""","Usul-I-Kafi, vol. 2 p. 320",0,
The Neglectful Slaves of this Deceitful World ,Imam Amir ul Mu'mineen Ali [a] said,"""How many wretched people there are whose days are being numbered but yet they are laboriously seeking wealth.""","Ghurar-ul-Hikam, p. 240",0,
Arrogance and Pride ,Amir ul Mu'mineen Ali [a] said,"""Do not become obstinate (and do not strictly follow your own ideas), because such a one will meet destruction.""","Tasnif-I-Ghurar-ul-Hikam, p. 443",0,
Arrogance and Pride ,Imam Amir ul Mu'mineen [a] said,"""He who considers himself a great one (self-conceited), is naught with Allah. ","Tasnif-I-Ghurar-ul-Hikam, p. 308 & Bihar-ul-Anwar, vol. 6, p. 91",0,
Arrogance and Pride ,Imam Amir ul Mu'mineen Ali [a] said,"""Two things cause people to be destroyed (and lead unto Hell): fear of poverty, and seeking superiority through pride.""","Bihar-ul-Anwar, vol. 72, p. 39",0,
Arrogance and Pride ,Imam Amir ul Mu'mineen Ali [a] said,"""You should avoid self-admiration, having reliance upon what appears good in yourself, and love of exaggerated praise because this is one of the most reliable opportunities for Satan.""","Ghurar-ul-Hikam, p. 298",0,
Arrogance and Pride ,Imam Sadiq [a] said,"""He who has even a little arrogance in his heart will not be allowed to enter Heaven.""","Al-Kafi, vol. 2, p. 310",0,
Moderation in Economic Affairs ,Imam Sadiq [a] said,"""I ensure that he who economizes will never become indigent.""","Bihar-ul-Anwar, vol. 71, p. 346",0,
Moderation in Economic Affairs ,Imam Amir ul Mu'mineen Ali [a] said,"""The best policy is the application of benevolence.""","Ghurar-ul-Hikam, p. 182",0,
Moderation in Economic Affairs ,Imam Amir ul Mu'mineen Ali [a] said,"""(To consume) more than needed is extravagance.""","Mustadrak-ul-Wasa'iI, vol. 15, p. 271",0,
Moderation in Economic Affairs ,Imam Kadhim [a] said,"""Had people a moderate habit in eating, their bodies would become strengthened.""","Bihar-ul-Anwar, vol. 66, p. 334",0,
Moderation in Economic Affairs ,The Holy Prophet [s] said,"""None passes a graveyard except that the dead call out to him: 'O you neglectful person! Were you aware of what we have been made aware of, it would make your blood run cold'."" ",Irshad-ul-Qulub,0,
Consultation ,The Holy Prophet [s] said,"""If your rulers are the good doers of you, rich ones are from the gracious ones of you, and your affairs go on through consultation among you, then (living) on the earth is better for you than (being) under it. But, if your rulers are the wicked ones of you, your rich ones from the misers of you, and your affairs go on without consultation among you, then (being) under the ground is better for you than (living) on it.""","Manhaj-us-Sadiqeen, commentary, vol. 2, p. 373",0,
Consultation ,Imam Amir ul Mu'mineen Ali [a] said,"""He who consults with the wise, seeks for the lights of intelligence to be enlightened with"", (and will recognize right from wrong).","Ghurar-ul-Hikam, p. 336",0,
Consultation ,Imam Amir ul Mu'mineen Ali [a] said,"""He who consults with men of understanding, shows his development....""","Bihar-ul-Anwar, vol. 75, p. 105",0,
Consultation ,The Holy Prophet [s] said,"""No believer will become wretched by consultation, and none will gain merit through stubbornness.""","Nahj-ul-Fisahah, p. 533",0,
Activity and Idleness ,The Holy Prophet [s] said,"""There are seventy branches of worship, the best of which is earning a living lawfully.""","At-Tahthib, vol. 6, p. 324",0,
Activity and Idleness ,Imam Amir ul Mu'mineen Ali [a] said,"""Never, never will prosperity be reached by remaining idle and lazy.""","Ghurar-ul-Hikam, p.197",0,
Activity and Idleness ,"Imam Baqir, the fifth Imam [a] said","""Avoid laziness and discontent. These two are the keys to every vice.""","Bihar-ul-Anwar, vol. 78, p. 175",0,
Activity and Idleness ,"When Sa'd Ansari responded to the Holy Prophet [s] that his hands were calloused because he used to work with a rope and a shovel to earn money to spend for his wife and children, he [s] kissed his hand (as an honour) and said","""This is a hand which the Fire (of Hell) will never touch.""","Usd-ul-Ghabah, vol. 2, p. 269",0,
Martyrs and Martyrdom ,The Holy Prophet [s] said,"""There is a goodness above any goodness until when a believing person, (fighting against the enemies of Islam who slaughter Muslims), is killed in the way of Allah, Almighty and Glorious, then there is no goodness above it.""","Bihar-ul-Anwar, vol. 10, p. 100",0,
Martyrs and Martyrdom ,Imam Sadiq [a] said,"""He who is slain in the path of Allah (as a martyr), He will not recount anything of his sins to him, (his sins will be forgiven totally).""","Furu-I-Kafi, vol. 5, p. 54",0,
Martyrs and Martyrdom ,The Holy Prophet [s] said,"""...By the One in Whose hand is my soul, if all the members in the skies and on the earth gather to kill a (sinless) believer or be persuaded to it, Allah will surely put them all in the Fire.""","Bihar-ul-Anwar, vol. 75, p. 149",0,
Martyrs and Martyrdom ,The Holy Prophet [s] said,"""No drop is more beloved with Allah, Almighty and Glorious, than the drop of blood which is poured in the way of Allah.","Wasa'il-ush Shi'ah, vol. 15, p. 14",0,
The Expected Mahdi [a] and His Government of Justice ,The Holy Prophet [s] said,"""Al-Mahdi is of my progeny from the sons of Fatimah [a].""","Sunan-I-Abu Dawud, vol. 4, p. 107",0,
The Expected Mahdi [a] and His Government of Justice ,The Holy Prophet [s] said,"""Happiness is for the one who will attend the Qaim of my Ahlul Bayt and will follow him before his rise. This person will love his (Qaim's) lovers and hate his enemies, and will accept the leadership of the Imams from before his advent. These ones are my friends, and are the most sincere members of my Ummah whom I honour very much.""","Bihar-ul-Anwar, vol. 52, p. 129",0,
The Expected Mahdi [a] and His Government of Justice ,The Holy Prophet [s] said,"""Allah will raise a man from my progeny, from my Ahlul Bayt, by whom the earth will be filled with justice thoroughly the same as it has been filled with injustice and oppression.""","Al-Musannif, vol. 11, p. 371",0,
The Expected Mahdi [a] and His Government of Justice ,The Holy Prophet [s] said,"""The person who dies and has not known the Imam of his time (Imam Mahdi [a] is that of the present time) has died the same as one who died during the Age of Ignorance.""","Musnad-i-Ahmad-ibn-Hanbal, vol. 2, p. 83; vol. 3, p. 446 & vol. 4, p. 96: Sahih-i-Bukhari, vol. 5, p. 13 & Sahih-i-Muslim vol. 6, p. 21, No.1849. In addition to 25 other references introduced by Sunni scholars.",0,
The Expected Mahdi [a] and His Government of Justice ,Imam Amir ul Mu'mineen Ali [a] said,"""When our Qaim rises, the sky will send down its drops, the earth will grow its plants, enmity will come out from the servants' hearts (in order that they live in peace and brotherly love), and savages and beasts will continue to live together peacefully....""","Bihar-ul-Anwar, vol. 52, p. 316",0,
The Expected Mahdi [a] and His Government of Justice ,Abil-Jarud said,"""I asked Imam Baqir [a] whether he knew about my love and sincerity for him and he answered he did. Then, I said I had a question for him to answer me, for my eyes were blind and I scarcely walked, so I could not always go to visit him. He wanted me to express my question. I requested him to inform me of the creed by which he and his household adored Allah, Almighty and Glorious, so that I could worship Him, too, by it. He responded:'                                                                                                                       You asked a great thing, though you stated a short expression. By Allah, I give you (your answer of) my religion and the religion of my fathers by which we worship Allah, Almighty and Glorious. It is: the confession of faith that there is no god but Allah, that Muhammad [s] is the Messenger of Allah, with affirmation that what has come to him (the Qur'an) is from Allah, having affection (for us and) for the lovers and obedients to us (AhIul Bayt) and hatred to our enemies, surrender to our cause, awaiting our Qaim (the twelveth Imam, for whom there is a domination that will come whenever Allah wills), and endeavouring (for establishing divine obligatories and lawful matters) and being pious, (with avoiding unlawful things)'.""","Al-Kafi, vol. 1, p. 34",0,
The Expected Mahdi [a] and His Government of Justice ,Imam Baqir [a] said,"""When our Qaim rises, sets his hand (authority) over the heads of the servants, then, he will give them intellectual development and complete their patience and insights. After that, Allah will extend their sights and their hearing so that there will be no barrier between them and the Qaim when he decides to speak with them, then they hear, and they can watch him while he is in his place.""","Yaumul Khalas, p. 269",0,
The Expected Mahdi [a] and His Government of Justice ,Imam Sadiq [a] said,"""At the time of Al-Qaim (Al-Mahdi) [a] a believer who is in the East can see his (Muslim) brother who is in the West, and vice versa, the one who is in the West can see his (Muslim) brother who is the East.""","Bihar-ul-Anwar, vol. 52, p. 391",0,
The Expected Mahdi [a] and His Government of Justice ,Imam Sadiq [a] said,"""He (Al-Mahdi) will stay (in a place close to the Kabah) between the Pillar and the Standing place (of Abraham) and will call out saying: ""O' group of my administrators and the prominent people of mine whom Allah has stored preparing for my triumph before my advent over the face of the earth! Come to me obediently."" Then, his call will reach them while they are in their praying places and at home in their beds whether in the East of the Earth or in its West. So, they hear him with this single call which reaches the ears of every one, and, they totally respond (by coming to him) as well. Then, it takes for them but a moment that all of them gather there, between the Pillar and the Standing-place (of Abraham), attending him [a].""","Bihar-ul-Anwar, vol. 53, p. 7",0,
The Expected Mahdi [a] and His Government of Justice ,"Imam Sadiq [a] told his sincere companion, Al-Mufaddal, somethings from the story of Al-Mahdi and his advent, thus","""O' Mufaddal! tell our followers the data (about Al-Mahdi) in order that they may not doubt in (their) religion.""","Bihar-ul-Anwar, vol. 53, p. 6",0,
The Expected Mahdi [a] and His Government of Justice ,Imam Mahdi [a] said,"I am Al-Mahdi and I am the still-living one who will establish justice throughout the world the same as it has been filled with oppression. Surely the earth will never remain without a witness, and people will not live in lack of a leader. Thus, do not retell this deposite except for your (Muslim) brothers who are Men of God.""","Kamal-ud-Din, p. 445",0,
The Expected Mahdi [a] and His Government of Justice ,Imam Mahdi [a] said,"""But for the incidents that happen (for Muslims), refer to the narrators of our traditions, (i.e. scholars), because they are my witnesses upon you and I am the witness of Allah upon them.""","Kamal-ud-Din, p. 484",0,
The Expected Mahdi [a] and His Government of Justice ,Imam Al-Mahdi [a] wrote in a letter to Ash-Shaykh Al-Mufid,"""We are aware of your circumstances and nothing of your affairs is concealed from us.""","Bihar-ul-Anwar, vol. 53, p. 175",0,
The Expected Mahdi [a] and His Government of Justice ,Imam Mahdi [a] wrote in a letter to Ash-Shaykh Al-Mufid,"""We are not regardless of considering you nor are we forgetful of you, because if it were not so, afflictions would shower upon you and enemies would eradicate you. Hence, fear Allah and obey Him, Glory be to His Majesty.""","Bihar-ul-Anwar, vol. 53, p. 175",0,
The Muslim Ummah at the End of the Time ,The Holy Prophet [s] said,"""There will come a time for people that: they will not respect their scholars except for their good clothing; they will not hearken to the Qur'an except for the pleasant voice; and they will not worship Allah except for during the fasting month; there will be no shyness in their women, no patience in their poor ones; and no prosperity for their rich ones, they will not be contented with a small (portion), and they will not be satiated with abundance. They will strive (only) for their stomach; their religion is their money (wealth); their women are their Qiblah (direction of worship); and their homes are their mosques; they run away from their scholars just as lambs run away from wolves.                                  Then, when they become like that, the Lord will afflict them with three conditions. At first, He takes the prosperity from their properties. The second is that a cruel ruler will dominate them. The third is that they will pass away from this world without having (true) Faith.""","Waqayi'-ul-'Ayyam, p. 439",0,
The Muslim Ummah at the End of the Time ,The Holy Prophet [s] said,"""There will come a time for my Ummah when their rulers will be cruel, their scholars will be greedy and have little piety, their worshippers (will act) hypocritically, their merchants will commit usury and conceal the defects of their buyings and sellings and their women will be busy with the ornaments of the world. Hence, at this time, the most vicious of them will dominate over them, and their good doers will invocate but they will not be answered.""","Bihar-uI-Anwar, vol. 23, p. 22",0,
The Muslim Ummah at the End of the Time ,The Holy Prophet [s] said,"""There will come a time for my Ummah when they will love five things while neglecting five others: They will love this world and neglect the next world. They will love wealth and forget (the Day of) Reckoning.

They (their men) will love (corruptive) women and forget the houries.

They will love buildings and forget the graves.

And, they will love (their) selves and forget the Lord. Those (such people) dislike me and I, too, dislike them.""","Al-Ithna 'Ashariyyah, p. 202",0,
Lifetime Should Be Well Spent ,The holy Prophet [s] told Abu Dharr,"""Take advantage of five opportunities before five other things: Your youth before your senescence, your health before your illness, your wealth before your poverty, your leisure before your haste, and your life before your death.""","Bihar-ul-Anwar, vol. 77, p. 77",0,
Lifetime Should Be Well Spent ,Imam Amir ul Mu'mineen Ali [a] said,"""There is nothing worthier than gold save what remains of a true believer's life.""","Ghurar-ul-Hikam, p. 257",0,
Lifetime Should Be Well Spent ,Imam Sadiq [a] said,"""When it is the Day of Judgement, a group of people stand and then come to the door of Heaven to knock on it. They will be asked who they are and they will say: 'We are the people of patience.' Then, they will be inquired upon what they were patient about, and they will respond: 'We were patient with the obedience of Allah and were patient with avoiding the sins against Him'. So Allah, Almighty and Glorious, will say they are right and He will let them enter Heaven. This is the word of Allah, Almighty and Glorious, Who says: 'Those who patiently persevere will truly receive a reward without measure!'"" (Sura 39. Verse 10) ","AI-Kafi, vol. 2, p. 75",0,
Lifetime Should Be Well Spent ,Imam Amir ul Mu'mineen Ali [a] said,"""Happy is he who has not great expectations and wishes (in his life) and tries to make the most of his remaining life-time.""","Ghurar-ul-Hikam, p. 206",0,
Religion and Studying Its Affairs ,The Holy Prophet [s] said,"""Fie upon that Muslim who does not allocate (at least) one day a week to the study of the details of his religion and to explore (the affairs) of his religion.""","Bihar-ul-Anwar, vol. 1, p. 176",0,
Religion and Studying Its Affairs ,The Holy Prophet [s] said,"""He who studies the religion of Allah, He is sufficient to remove his grief and provides him with sustenance from whence he could never imagine.""","Mahajjat-ul Bayda vol. 1, p.15",0,
Religion and Studying Its Affairs ,Imam Sadiq [a] said,"""(Shi'ah youth should have religious instructional programs.) If I see a young one from Shi'ah who does not have this program, I will teach him a lesson.""","Bihar-ul-Anwar, vol. 1, p. 214",0,
Religion and Studying Its Affairs ,Imam Baqir [a] said,"""Inform our followers that they will surely be among the saved on the Resurrection Day if they establish what they are commanded to.""","Bihar-ul-Anwar, vol. 2, p. 29",0,
Religion and Studying Its Affairs ,The Holy Prophet [s] said,"""The one amongst my Ummah who memorizes forty traditions from among those which people need for their religious life (to propagate and instruct), Allah will raise him from the dead as a jurist on the Day of Resurrection.""","Bihar-ul-Anwar, vol. 2, p. 153",0,
Good Temper and Its Good Results ,The Holy Prophet [s] said,"""Verily, a servant can gain the rank of he who both fasts during the day and keeps vigil at night, keeping up prayers, through his good disposition.""","Bihar-ul-Anwar, vol. 71, p. 373",0,
Good Temper and Its Good Results ,"Imam Amir ul Mu'mineen Ali [a] told his son, Imam Hassan [a]","""0' my son! No wealth is more valuable than intelligence and no poverty is similar to ignorance; no terror is worse than arrogance, and no life is more pleasant than being good tempered.""","Bihar-ul-Anwar, vol. 78, p. 111",0,
Good Temper and Its Good Results ,Imam Hassan ibn Ali [a] said,"""Verily, the best of bests is a good temper.""","Khisal-I-Saduq, p. 29",0,
Good Temper and Its Good Results ,Imam Amir ul Mu'mineen Ali [a] said,"""Good behaviour lies in three traits: Avoiding unlawful things, acquiring the lawful ones, and being fair to one's family members.""","Bihar-ul-Anwar, vol. 71, p. 394",0,
Good Temper and Its Good Results ,"Imam Ali ibn Husayn, the fourth Imam, [a] said","""Fair speech increases wealth, stretches sustenance, postpones death, creates love among family members, and causes the person to enter Heaven.""","Khisal by Saduq, p. 317",0,
