ID,Type,ParaNo,ParaFormat,mqar,mqur,status,TypeNo
491,6,,1,وَ اعْتَمَدْتُّ بِهٖۤ اَنْ اُبَیِّنَ مِنْ عَظِیْمِ قَدْرِ اَمِیْرِ الْمُؤْمِنِیْنَ ؑ فِیْ هٰذِهِ الْفَضِیْلَةِ، مُضَافَةً اِلَى الْمَحَاسِنِ الدَّثِرَةِ، وَ الْفَضَآئِلِ الْجَمَّةِ، وَ اَنَّهٗ ؑ انْفَرَدَ بِبُلُوْغِ غَایَتِهَا عَنْ جَمِیْعِ السَّلَفِ الْاَوَّلِیْنَ الَّذِیْنَ اِنَّمَا یُؤْثَرُ عَنْهُمْ مِنْهَا الْقَلِیْلُ النَّادِرُ، وَ الشَّاذُّ الشَّارِدُ، وَ اَمَّا كَلَامُهٗ فَهُوَ الْبَحْرُ الَّذِیْ لَا یُسَاجَلُ، وَ الْجَمُّ الَّذِیْ لَا یُحَافَلُ، وَ اَرَدْتُّ اَنْ یَّسُوْغَ لِیَ التَّمَثُّلُ فِی الْاِفْتِخَارِ بِهٖ ؑ بِقَوْلِ الْفَرَزْدَقِ:,اس تالیف سے مقصود یہ ہے کہ میں امیر المومنین ؈ کی فنِ بلاغت میں رفعت و برتری کو ظاہر کروں جو آپؑ کی بے شمار خوبیوں اور ان گنت فضیلتوں کے علاوہ ہے اور یہ کہ آپؑ اس فضیلت کے مقامِ منتہا تک پہنچنے میں ان تمام سلف اوّلین میںیکتا ہیں جن کا کلام تھوڑا بہت پاشان و پریشان نقل کیا جاتا ہے، لیکن آپؑ کا کلام ایک ایسا اُمنڈتا ہوا دریا ہے جس کے بہاؤ سے ٹکر نہیں لی جا سکتی اور اتنی خوبیوں کا مجموعہ ہے کہ اس کا مقابلہ نہیں ہو سکتا۔ میرے لئے جائز و خوشگوار ہو گا کہ میں حضرتؑ کی طرف اپنے نسبی استناد کی بنا پر فخر و ناز کرتے ہوئے فرزدق کا شعر بطورِ مثل پیش کروں:,,0
492,6,,6,اُوْلٰٓئِكَ اٰبَآئِیْ فَجِئْنِیْ بِمِثْلِهِمْ, ,,0
493,6,,6,اِذَا جَمَعَتْنَا یَا جَرِیْرُ الْمَجَامِعُ,“یہ ہیں میرے آبا ؤ اجداد اے جریر! جب مجلسیں ہمیں ایک جا اکٹھا کریں تو ذرا ان کی مثال لاؤ”۔۱,,0
494,6,,1,وَ رَاَیْتُ كَلَامَهٗ ؑ یَدُوْرُ عَلٰۤى اَقْطَابٍ ثَلَاثَةٍ:,میری نظر میں حضرتؑ کا کلام تین بنیادی قسموں میں دائر ہے:,,0
495,6,,1,اَوَّلُهَا:الْخُطَبُ وَ الْاَوَامِرُ,اوّل: خطبات و احکام,,0
496,6,,1,وَ ثَانِیْهَا:الْكُتُبُ وَ الرِّسَآئِلُ,دوسرے: مکتوبات و رسائل,,0
497,6,,1,وَ ثَالِثُهَا:الْحِكَمُ وَ الْمَوَاعِظُ,تیسرے: حکم و نصائح,,0
498,6,,1,فَاَجْمَعْتُ بِتَوْفِیْقِ اللهِ تَعَالٰی عَلَى الْاِبْتِدَآءِ بِاخْتِیَارِ مَحَاسِنِ الْخُطَبِ، ثُمَّ مَحَاسِنِ الْكُتُبِ، ثُمّ مَحَاسِنِ الْحِكَمِ وَ الْاَدَبِ، مُفْرِدًا لِّكُلِّ صِنْفٍ مِّنْ ذٰلِكَ بَابًا، وَ مُفَصِّلًا فِیْهِ اَوْرَاقًا، لِتَكُوْنَ مُقَدِّمَةً لِّاسْتِدْرَاكِ مَا عَسَاهُ یَشُذُّ عَنِّیْ عَاجِلًا، وَ یَقَعُ اِلَیَّ اٰجِلًا، وَاِذَا جَآءَ شَیْءٌ مِّنْ كَلَامِهٖ ؑ الْخَارِجِ فِیْۤ اَثْنَاءِ حِوَارٍ، اَوْجَوَابِ سُؤَالٍ، اَوْغَرَضٍ اٰخَرَ مِنَ الْاَغْرَاضِ ـ فِیْ غَیْرِ الْاَنْحَآءِ الَّتِیْ ذَكَرْتُهَا، وَ قَرَّرْتُ الْقَاعِدَةَ عَلَیْهَا ـ نَسَبْتُهٗۤ اِلٰى اَلْیَقِ الْاَبْوَابِ بِهٖ، وَاَشَدِّهَا مُلَا مَحَةً لِّغَرَضِهٖ. وَ رُبَّمَا جَآءَ فِیْمَاۤ اَخْتَارُهٗ مِنْ ذٰلِكَ فُصُوْلٌ غَیْرُ مُتَّسِقَةٍ، وَ مَحَاسِنُ كَلِمٍ غُیْرُ مُنْتَظِمَةٍ، لِاَنِّیْۤ اُوْرِدُ النُّكَتَ وَ اللُّمَعَ، وَ لَاۤ اَقْصِدُ التَّتَالِیْ وَ النَّسَقَ.,میں نے بتوفیق ایزدی پہلے خطبات، پھر خطوط، پھر حکم و آداب کے انتخاب کا ارادہ کیا ہے اور ہر صنف کیلئے الگ الگ باب تجویز کیا ہے اور ہر باب کے بعد درمیان میں چند اوراق سادہ چھوڑ دیئے ہیں تاکہ جو کلام مجھ سے چھوٹ جائے اور بعد میں ہاتھ آئے اس کا اندراج ان میں ہو جائے اور ایسا کلام جو روز مرہ کی گفتگو یا کسی سوال کے جواب میں یا کسی دوسرے مقصد کیلئے ہو جو اقسام مذکورہ اور میرے قرار دادہ قاعدے سے خارج ہو، اسے اس باب میں درج کر دیا جائے جو اس کیلئے مناسب اور اس کے مقاصد سے اشبہ ہو۔ میرے اس انتخاب میں کچھ فصلیں اور کلمے ایسے بھی آ گئے ہیں جن کے نظم و ترتیب میں برہمی و انتشار ہے، چونکہ میں رموز و دقائق اور درخشندہ کلمات کو صرف سمیٹ رہا ہوں، ربط و ترتیب مقصود نہیں ہے۔,,0
499,6,,1,وَ مِنْ عَجَآئِبِهٖ ؑ الَّتِی انْفَرَدَ بِهَا، وَ اَمِنَ الْمُشَارَكةَ فِیْهَا، اَنَّ كَلَامَهٗ ؑ الْوَارِدَ فِی الزُّهْدِ وَ الْمَوَاعِظِ، وَ التَّذْكِیْرِ وَ الزَّوَاجِرِ، اِذَاۤ تَاَمَّلَهُ الْمُتَاَمِّلُ، وَ فَكَّرَ فِیْهِ الْمُتَفَكِّرُ،وَ خَلَعَ مِنْ قَلْبِهٖ اَنَّهٗ كَلَامُ مِثْلِهٖ مِمَّنْ عَظُمَ قْدْرُهٗ، وَ نَفَذَ اَمْرُهٗ، وَ اَحَاطَ بِالرِّقَابِ مُلْكُهٗ، لَمْ یَعْتَرِضْهُ الشَّكُّ فِیْۤ اَنَّهٗ مِنْ كَلَامِ مَنْ لَّا حَظَّ لَهٗ فِیْ غَیْرِ الزَّهَادَةِ، وَ لَا شُغْلَ لَهٗ بِغَیْرِ الْعِبَادَةِ، قَدْ قَبَعَ فِیْ كِسْرِ بَیْتٍ،اَوِ انْقَطَعَ اِلٰى سَفْحِ جَبَلٍ، لَا یَسْمَعُ اِلَّا حِسَّهٗ، وَ لَا یَرٰى اِلَّا نَفْسَهٗ،وَ لَا یَكَادُ یُوْقِنُ بِاَنَّهٗ كَلَامُ مَنْ یَّنْغَمِسُ فِی الْحَرْبِ  مُصْلِتًا سَیْفَهٗ، فَیَقُطُّ الرِّقَابُ، وَ یُجَدِّلُ الْاَبْطَالُ،وَ یُعُوْدُ بِهٖ یَنْطُفُ دَمًا، وَ یَقْطُرُ مُهَجًا،وَ هُوَ مَعَ تِلْكَ الْحَالِ زَاهِدُ الزُهَّادِ، وَ بَدَلُ الْاَبْدَالُ.,امیر المومنین ؈ ۲ کے ان عجائب و خوارق میں کہ جن میں بلا شرکت غیرے آپؑ منفرد و یکتا ہیں، یہ ہے کہ آپؑ کے وہ کلمات جو زہد و پند، تذکیر و ارشاد اور زجر و توبیخ کے سلسلہ میں ہیں، جب فکر و تامل کرنے والے ان میں دقت نظر اور غور و فکر سے کام لے اور دل سے یہ بات نکال ڈالے کہ یہ ارشادات اس ہستی کے ہیں جس کا مرتبہ عظیم، جس کے احکام جاری و ساری، جس کی حکومت اس دنیا کی گردنوں پر محیط ہے تو اسے قطعاً اس میں شبہ نہ ہو گا کہ یہ ایسے شخص کا کلام ہے جو زہد و تقویٰ کے علاوہ کسی شے سے بہرہ مند نہیں اور اظہارِ عبودیت کے سوا اس کا کوئی مشغلہ نہیں، وہ کسی جھونپڑے کے گوشہ میں سربگریباں یا کسی پہاڑ کے دامن میں دنیا سے الگ تھلگ پڑا ہوا ہے، جس کے کانوں میں اپنی حس و حرکت کے علاوہ کوئی آواز نہیں پہنچتی اور اپنے سوا اسے کوئی دکھائی نہیں دیتا۔ بھلا کیونکر اسے یقین آئے گا کہ یہ اس کا کلام ہے جو تلوار سونت کر جنگ کی گہرائیوں میں ڈوب جاتا ہے تو گردنیں کاٹ کر رکھ دیتا ہے اور شہ زوروں کو زمین پر پچھاڑ دیتا ہے اور تلوار لیکر اس طرح پلٹتا ہے کہ اس سے لہو برستا ہوتا ہے اور خونِ دل کی بوندیں ٹپک رہی ہوتی ہیں۔ اس کے باوجود آپؑ زاہدوں میں ممتاز اور ولیوں میں فائق تھے۔,,0
500,6,,1,وَ هٰذِهٖ مِنْ فَضَآئِلِهِ الْعَجِیْبَةِ، وَ خَصَآئِصِهِ اللَّطِیْفَةِ، الَّتِیْ جَمَعَ بِهَا بَیْنَ الْاَضْدَادِ، وَ اَلَّفَ بَیْنَ الْاَشْتَاتِ، وَ كَثِیْرًا مَّاۤ اُذَاكِرُ الْاِخْوَانَ بِهَا، وَ اَسْتَخْرِجُ عَجَبَهُمْ مِنْهَا، وَ هِیَ مَوْضِعٌ لِّلْعِبْرَةِ بِهَا، وَ الْفِكْرَةِ فِیْهَا.,یہ فضیلت آپؑ کی اُن عجیب فضیلتوں اور لطیف خصوصیتوں میں شامل ہے کہ جس کی وجہ سے آپؑ نے متضاد صفتوں کو سمیٹ لیا اور بکھرے ہوئے کمالات کو پیوند لگا کر جوڑ دیا۔ اکثر برادرانِ دینی سے اس کا ذکر کر کے انہیں حیرت و استعجاب میں ڈالتا ہوں۔ یہ عبرت کی جگہ اور تفکر و تدبر کا مقام ہے۔,,0
501,6,,1,وَ رُبَّمَا جَآءَ فِیْۤ اَثْنَآءِ هٰذَا الْاِخْتِیَارِ اللَّفْظُ الْمَرَدَّدُ، وَ الْمَعْنَى الْمُكَرَّرُ، وَ الْعُذْرُ فِیْ ذٰلِكَ اَنَّ رِوَایَاتِ كَلَامِهٖ ؑ تَخْتَلِفُ اخْتِلَافًا شَدِیْدًا: فَرُبَّمَا اتَّفَقَ الْكَلَامُ الْمُخْتَارُ فِیْ رِوَایَةٍ فَنُقِلَ عَلٰى وَجْهِهٖ، ثُمَّ وُجِدَ بَعْدَ ذٰلِكَ فِیْ رِوَایَةٍ اُخْرٰى مَوْضُوْعًا غَیْرَ وَضْعِهِ الْاَوَّلِ: اِمَّا بِزِیَادَةٍ مُّخْتَارَةٍ، اَوْ بِلَفْظٍ اَحْسَنَ عِبَارَةً، فَتَقْتَضِی الْحَالُ اَنْ یُّعَادَ، اسْتِظْهَارًا لِّلْاِخْتِیَارِ، وَ غَیْرَةً عَلٰى عَقَآئِلِ الْكَلَامِ. وَ رُبَّمَا بَعُدَ الْعَهْدُ اَیْضًۢا بِمَا اخْتِیْرَ اَوَّلًا فَاُعِیْدَ بَعْضُهٗ سَهْوًا اَوْ نِسْیَانًا، لَا قَصْدًا وَ اعْتِمَادًا.,اس انتخاب میں کہیں کہیں الفاظ و مطالب کا تکرار بھی ہو گیا ہے جس کیلئے یہ عذر ہے کہ آپؑ کے کلام کی مختلف صورتوں سے روایت کی گئی ہے تو کبھی ایسا ہوا ہے کہ ایک کلام منتخب کو ایک روایت میں جس طرح پایا اسی طرح اسے نقل کر دیا پھر وہی کلام کسی اور روایت میں دوسری وضع و صورت میں پایا گیا یوں کہ اس میں کچھ قابل انتخاب اضافہ تھا یا الفاظ کا اسلوب و نہج زیادہ حسین و دلکش تھا، لہٰذا صورتِ حال اس کی مقتضی ہوئی کہ انتخاب کے مقصد کو زیادہ کامیاب بنانے کیلئے اور کلامِ نفیس و پاکیزہ کو ضائع ہونے سے محفوظ رکھنے کیلئے اس کا پھر سے اعادہ کیا جائے۔ ایسا بھی ہوا ہے کہ جو کلام پہلے نظر انتخاب میں آ چکا تھا اس سے بعید العہد ہو جانے کی وجہ سے اس کی تکرار ہو گئی، یہ بھول چوک کی وجہ سے ہے جس میں قصد و اختیار کو دخل نہیں تھا۔,,0
502,6,,1,وَ لَاۤ اَدَّعِيْ ـ مَعَ ذٰلِكَ ـ اَنِّیْۤ اُحِیْطُ بِاَقْطَارِ جَمِیْعِ كَلَامِهٖ ؑ حَتّٰى لَا یَشِذَّ عَنِّیْ مِنْهُ شَآذٌّ، وَ لَا یَنِدَّ نَآدٌّ، بَلْ لَاۤ اَبْعِدُ اَنْ یَّكُوْنَ الْقَاصِرُ عَنِّیْ فَوْقَ الْوَاقِعِ اِلَیَّ، وَ الْحَاصِلُ فِیْ رِبْقَتِیْ دُوْنَ الْخَارِجِ مِنْ یَّدَیَّ، وَ مَا عَلَیَّ اِلَّا بَذْلُ الْجُهْدِ، وَ بَلَاغُ الْوُسْعِ، وَ عَلَى اللهِ سُبْحَانَهٗ نَهْجُ السَّبِیْلِ، وَ رَشَادُ الدَّلِیْلِ، اِنْ شَآءَ اللهُ.,مجھے یہ دعویٰ نہیں کہ میں نے حضرتؑ کا کلام ہر طرف سے سمیٹ لیا ہے اور کوئی اِکّا دُکّا جملہ اور بھولابھٹکا فقرہ بھی چھوٹنے نہیں پایا، بلکہ میں یہ بعید نہیں سمجھتا کہ جو مجھ سے رہ گیا ہے وہ اس سے کہیں زیادہ ہو جو مجھ تک پہنچا ہے اور جو میرے احاطۂ علم و تصرف میں ہے وہ اس سے کہیں کم ہو جو میری دسترس سے باہر ہے۔ میرا کام جد وجہد اور بقدر وسعت سعی و کوشش کرنا ہے، یہ اللہ سبحانہ کا کام ہے کہ وہ راہ سہل و آسان کرے اور منزل کی طرف رہنمائی فرمائے۔ ان شاء اللہ!,,0
503,6,,1,"وَ رَاَیْتُ مِنْۢ بَعْدُ تَسْمِیَةَ هٰذَا الْكِتَابِ بِـ\""نَهْجِ الْبَلَاغَةِ\""، اِذْ كَانَ یَفْتَحُ لِلنَّاظِرِ فِیْهِ اَبْوَابَهَا،وَ یُقَرِّبُ عَلَیْهِ طِلَابَهَا، وَ فِیْهِ حَاجَةُ الْعَالِمِ وَ الْمُتَعَلِّمِ، وَ بُغْیَةُ الْبَلِیْغِ وَ الزَّاهِدِ، وَ یَمْضِیْ فِیْۤ اَثْنَآئِهٖ مِنْ عَجِیْبِ الْكَلَامِ فِی التَّوْحِیْدِ وَ الْعَدْلِ، وَ تَنْزِیْهِ اللهِ سُبْحَانَهٗ عَنْ شَبَهِ الْخَلْقِ، مَا هُوَ بِلَالُ كُلِّ غُلَّةٍ، وَشِفَآءُ كُلِّ عِلَّةٍ، وَ جِلَآءُ كُلِّ شُبْهَةٍ.",اس جمع و انتخاب کے بعد میری رائے ہوئی کہ اس کتاب کا نام “نہج البلاغہ” رکھا جائے۔ اس لئے کہ یہ کتاب دیکھنے والے کیلئے بلاغت کے بند دروازے کھولے گی اور اس کیلئے راہِ تلاش قریب کرے گی۔ اس سے عالم و متعلم اپنی ضرورتیں پوری کریں گے اور صاحبِ بلاغت و تارکِ علائقِ دنیا اپنے مقاصد پائیں گے۔ اس کتاب میں توحید، عدل اور خدا وند عالم کے جسم و جسمانیات سے منزہ و مبرّا ہونے کے متعلق عجیب و غریب کلام ملے گا جو ہر تشنگی کی سیرابی، ہر مرض کی شفا اور ہر شبہ کا دافع ہے۔,,0
504,6,,1,وَ مِنَ اللهِ سُبْحَانَهٗ اَسْتَمِدُّ التَّوْفِیْقَ وَ الْعِصْمَةَ، وَاَتَنَجَّزُ التَّسْدِیْدَ وَ الْمَعُوْنَةَ، وَ اَسْتَعِیْذُهٗ مِنْ خَطَاِ الْجَنَانِ، قَبْلَ خَطَاِ اللِّسَانِ، وَمِنْ زَلَّةِ الْكَلِمِ، قَبْلَ زَلَّةِ الْقَدَمِ، وَهُوَ حَسْبِیْ وَنِعْمَ الْوَكِیْلُ.,میں اللہ سے توفیق اور بے راہ روی سے بچاؤ کا طالب ہوں اور عمل کی درستگی اور اعانت کا خواستگار ہوں اور لغزشِ زبان سے پہلے لغزشِ دل و دماغ سے اور لغزشِ قدم سے پہلے لغزشِ کلام سے پناہ مانگتا ہوں۔ وہی میرے لئے کافی اور اچھا کارساز ہے۔,,0
505,6,,1,-----٭٭-----,-----٭٭-----,,0
506,6,,1, ,۱’’فرزدق‘‘ کہ جس کا نام ہمام ابن غالب ہے، قبیلۂ بنی دارم کا ایک فرد اور عرب کا نامور شاعر تھا۔ اس میں اور عرب کے ایک دوسرے  شاعر جریر ابن عطیہ میں ہمیشہ نوک جھونک رہا کرتی تھی اور ایک دوسرے کی ہجو اور باہمی مفاخرت ہی میں ان کی طبیعتوں کے جوہر کھلا کرتے تھے۔ چنانچہ فرزدق کا یہ شعر بھی اسی سلسلہ کی ایک کڑی ہے جس میں جریر کو مخاطب کر کے کہتا ہے کہ: ’’میرے آباؤ اجداد تو وہ ہیں (جن کی خوبیوں کو تو سن چکا ہے) اور اگر تیرے آباؤ اجداد میں بھی کوئی ان جیسا ہو گزرا ہو تو کسی بھری محفل میں اس کا نام لو۔,,0
507,6,,1, ,سیّد رضی علیہ الرحمہ اس شعر کو اپنے آباؤ اجداد کیلئے پیش کرتے ہوئے ہر شخص سے مخاطب ہیں کہ کوئی ان کی مثل و نظیر لا سکتا ہو تو لائے۔ فرزدق کے شعر میں تو خطاب صرف جریر سے کیا گیا ہے مگر یہاں اسے مثل کی صورت میں پیش کرنے سے عمومیت اور ہمہ گیری پیدا ہو گئی ہے اور خطاب کسی فردِ خاص سے نہیں رہا ہے، بلکہ ہر شخص اپنے کو اس کا مخاطب قرار دے سکتا ہے۔ مگر اتنی عمومیت و وسعت کے باوجود ½فَجِئْنِیْ بِمِثْلِہِمْ¼ کا دعویٰ ½﴿فَاْتُوْا بِسُوْرَۃٍ مِّنْ مِّثْلِہٖ۝۰۠ ﴾¼ { FR 4130 }کی طرح توڑا نہیں جا سکتا۔,,0
508,6,,1, ,سیّد رضیؒ نے اس نسبت و امتیاز کی طرف ایسے مناسب محل پر اشارہ کیا ہے کہ اس سے زیادہ موزوں مقام دوسرا نہیں ہو سکتا، کیونکہ جس ہستی پر افتخار مقصود ہے اس کی خوبیوں اور فضیلتوں کی طرف اشارہ ہو چکا ہے اور نگاہیں اس کے جمالِ عظمت سے خیرہ اور ذہن اس کے کمال رفعت سے متاثر ہو چکے ہیں۔ اب دلوں کو بآسانی اس فرد کی رفعت و بلندی کے آگے جھکایا جا سکتا ہے جسے اس ذاتِ ممدوح سے نسبت ہو۔ لہٰذا سیّد کی بلاغت آشنا نظروں نے دل و دماغ کے رجحان کے موقعہ پر نگاہوں کو اس طرف موڑا کہ وہ بھی اسی آفتابِ جہاں تاب کی کرن ہیں جس کی طغیانی نور سے آنکھیں چکا چوند ہو جاتی ہیں اور اسی شجرۂ طیبہ کے برگ و بار ہیں جس کی جڑ زمین میں اور شاخیں آسمان تک پھیلی ہوئی ہیں۔ اب کون ہے جو اس نسبت و امتیاز سے مثاثر ہو کر ان کے علو و رفعت کا قائل نہ ہو گا۔,,0
509,6,,6, ,مَنْ لَّمْ يَكُنْ عَلَوِيًّا حِيْنَ تَنْسُبُهٗ,,0
510,6,,6, ,فَمَا لَهٗ فِیْ قَدِيْمِ الدَّهْرِ مُفْتَخَرٌ,,0
511,6,,1, ,(ترجمہ:’’جس شخص کا نسب حضرت علی ؈ سے نہ ملے تو اس کیلئے بھلا فخر کیسا!‘‘)۔(عیون اخبار الرضاؑ، ج۲، ص۱۴۳),,0
512,6,,1, ,۲دنیا میں ایسے انسان خال خال ہی نظر آتے ہیں کہ جن میں ایک آدھ صفت کمال کے علاوہ کوئی اور بھی فضیلت نمایاں ہو، چہ جائیکہ تمام متضاد صفتیں کسی کے دامن میں جمع ہو جائیں، کیونکہ ہر طبیعت میں ہر کمال کے پھلنے پھولنے اور ہر صفت کے اُبھرنے کی صلاحیت نہیں ہوا کرتی، بلکہ ہر فضیلت ایک طبیعتِ خاص اور ہر کمال ایک مزاج مخصوص رکھتا ہے جو انہی اوصاف و کمالات سے سازگار ہو سکتا ہے جو اس سے یکسانیت و ہمرنگی رکھتے ہوں اور جہاں ہم آہنگی کے بجائے تضاد کی سی صورت ہو وہاں پر طبعی تقاضے روک بن کر کسی اور فضیلت کو اُبھرنے نہیں دیا کرتے۔ مثلاً جود و سخا کا تقاضا یہ ہے کہ انسان میں رحمدلی و خدا ترسی کا ولولہ ہو، کسی کو فقر و افلاس میں دیکھے تو اُ س کا دل کڑھنے لگے اور دوسروں کے دکھ درد سے اس کے احساسات تڑپ اٹھیں۔ اور شجاعت و نبرد آزمائی کا تقاضا یہ ہے کہ طبیعت میں نرمی و رحمدلی کے بجائے خونریزی و سفاکی کا جذبہ ہو، ہر گھڑی لڑنے اُلجھنے کیلئے تیار اور مرنے مارنے کیلئے آمادہ نظر آئے اور ان دونوں تقاضوں میں اتنا بُعد ہے کہ کرم کی تبسم ریزیوں میں شجاعت کے کڑے تیوروں کو سمویا نہیں جا سکتا اور نہ حاتم سے شجاعتِ رستم کی امید اور نہ رستم سے سخاوتِ حاتم کی توقع کی جا سکتی ہے۔,,0
513,6,,1, ,مگر علی ابن ابی طالب ؈ کی طبیعت ہر فضیلت سے پوری مناسبت اور ہر کمال سے پورا لگاؤ رکھتی تھی اور کوئی صفتِ حسن و کمال ایسی نہ تھی جس سے اُن کا دامن خالی رہا ہو اور کوئی خلعتِ خوبی و جمال ایسا نہ تھا جو ان کے قد و قامت پر راست نہ آیا ہو اور سخاوت و شجاعت کے متضاد تقاضے بھی ان میں پہلو بہ پہلو نظر آتے تھے۔ اگر وہ داد و دہش میں ابر باراں کی طرح برستے تھے تو پہاڑ کی طرح جم کر لڑتے اور دادِ شجاعت بھی دیتے تھے۔ چنانچہ ان کے جود و کرم کی یہ حالت تھی کہ فقر و افلاس کے زمانے میں بھی جو دن بھر کی مزدوری سے کماتے تھے اس کا بیشتر حصہ ناداروں اور فاقہ کشوں میں بانٹ دیتے تھے اور کبھی کسی سائل کو اپنے گھر سے ناکام واپس نہ جانے دیتے تھے، یہاں تک کہ اگر میدانِ جنگ میں دشمن نے تلوار مانگ لی تو آپؑ نے اپنے زورِ بازو پر بھروسا کرتے ہوئے تلوار اس کے آگے پھینک دی۔,,0
514,6,,8, ,کافر ہے تو شمشیر پہ کرتا ہے بھروسا,,0
515,6,,8, ,مومن ہے تو بے تیغ بھی لڑتا ہے سپاہی,,0
516,6,,1, ,اور ہمت و شجاعت کا یہ عالم تھا کہ فوجوں کے ریلےآپؑ کے ثباتِ قدم کو جنبش نہ دے سکتے تھے اور ہر معرکہ میں فتح و کامرانی کا سہرا آپؑ کے سر رہتا تھا اور بہادر سے بہادر نبرد آزما بھی آپؑ کے مقابلے میں آ کر اپنی جان کو صحیح و سالم بچا کر لے جانے میں کامیاب نہ ہو سکتا تھا۔,,0
517,6,,1, ,چنانچہ ابن قتیبہ نے ’’المعارف‘‘ میں لکھا ہے کہ:,,0
518,6,,1, ,½لَمْ یُصَارِعْ قَطُّ اَحَدٌ اِلَّا صَرَعَہٗ.¼,,0
519,6,,1, ,جس سے بھڑے اُسے پچھاڑے بغیر نہیں چھوڑا۔ (شرح ابن ابی الحدید، ج۱، ص۲۱),,0
520,6,,1, ,شجاعوں کی من چلی طبیعتیں سوچ بچار کی عادی نہیں ہوا کرتیں اور نہ مصلحت بینی و مآل اندیشی سے انہیں کوئی لگاؤ ہوتا ہے، مگر آپؑ میں شجاعت کے ساتھ ساتھ سوجھ بوجھ کا مادہ بھی بدرجۂ اَتَم پایا جاتا تھا۔ چنانچہ امام شافعی کا قول ہے کہ:,,0
521,6,,3, ,½مَاۤ اَقُوْلُ فِیْ شَخْصٍ اجْتَمَعَتْ لَہٗ ثَلَاثَۃٌ مَّعَ ثَلَاثَۃٍ لَّا یَجْتَمِعُھُنَّ قَطُّ لِاَحَدٍ مِّنْۢ بَنِیْۤ اٰدَمَ: الْجُوْدُ مَعَ الْفَقْرِ، وَ الشَّجَاعَۃُ مَعَ الرَّاْیِ، وَ الْعِلْمُ مَعَ الْعَمَلِ.¼,,0
522,6,,4, ,میں اس ہستی کے بارے میں کیا کہوں جن میں تین صفتیں ایسی تین صفتوں کے ساتھ جمع تھیں جو کسی بشر میں جمع نہیں ہوئیں: فقر کے ساتھ سخاوت، شجاعت کے ساتھ تدبر ورائے اور علم کے ساتھ عملی کار گزاریاں۔ (فواتح میبذی، فاتحہ ہفتم){ FR 4131 },,0
523,6,,1, ,اسی اصابتِ فکر و صحت رائے کا نتیجہ تھا کہ جب پیغمبر ﷺ کی وفات کے بعد کچھ لوگوں نے آپؑ کو تلوار اٹھانے کا مشورہ دیا اور فوجوں کے فراہم کرنے کا وعدہ کیا تو آپ نے ان کی رائے کو ٹھکرا دیا، حالانکہ ایسے موقعہ پر من چلے بہادروں کو ذرا سا سہارا بھی اُبھارنے کیلئے کافی ہوا کرتا ہے۔ مگر آپؑ کی طبع دور اندیش نے فوراً یہ نتیجہ اخذ کر لیا کہ اگر اس وقت معرکۂ کار زار گرم ہو گیا تو اسلام کی آواز تلواروں کی جھنکار میں دَب کر رہ جائے گی اور پھر کامیابی حاصل ہو بھی گئی تو کہنے میں یہی آئے گا کہ تلوار کے زور سے اس منصب کو حاصل کیا، ورنہ کوئی استحقاق نہ تھا۔ لہٰذا آپؑ نے تلوار کو روک کر ایک طرف اسلام کی حفاظت کا سرو سامان کیا اور دوسری طرف اپنے حق کو خونریزیوں سے داغ دار نہ ہونے دیا۔,,0
460,5,,1, ,علوم عربیہ کےبڑے ماہر تھے۔ دیوانِ متنبّی کی شرح اور اصول و فقہ میں متعدد کتابیں لکھی ہیں۔ سیّد نےان سے بھی استفادۂ علمی کیا۔,,0
461,5,,2, ,ابوبکر محمد ابن موسیٰ خوارزمی:,,0
462,5,,1, ,یہ اپنے وقت میں مرجع درس اورصاحب فتویٰ تھے۔ سیّد نے ان سے بھی استفادہ علمی کیا۔,,0
463,5,,2, ,ابو عبد اللہ شیخ مفید علیہ الرحمہ:,,0
464,5,,1, ,سیّد رضیؒ کے اساتذہ میں سب سے زیادہ بلند منزلت ہیں۔ علم و فقاہت اور مناظرہ و کلام میں اپنا مثل ونظیر نہیں رکھتے تھے۔ تقریباً دو سو کتابیں اپنی یادگار چھوڑی ہیں۔,,0
