ID,Type,TypeNo,ParaNo,ParaFormat,hawashiflag,hawashi,status
2397,5,3,,1,,سیّد علیہ الرحمہ کی زندگی کا ہر پہلو ان کے آباؤ اجداد کے کردار کا آئینہ دار اور ان کی سیرت کا ہر رخ آئمہ اطہار علیہ السلام کی پاکیزہ زندگیوں کا نمونہ تھا۔ وہ اپنے علمی تبحر، عملی کمال، پاکیزگی اخلاق اور حسن سیرت و استغناء نفس کی دل آویز اداؤں میں اتنی کشش رکھتے تھے کہ نگاہیں ان کی خوبی و زیبائی پر جم کر رہ جاتیں تھیں اور دل اس ورثہ دار عظمت ور فعت کے آگے جھکنے پر مجبور ہو جاتے تھے۔,
2398,5,3,,1,,آپ کا نام ’’محمد ‘‘، لقب ’’رضی ‘‘ اور کنیت ’’ابو الحسن‘‘ تھی۔ ۳۵۹ھ میں سر زمین بغداد میں پیدا ہوئے اور ایک ایسے گھرانے میں آنکھ کھولی جو علم و ہدایت کا مرکز اور عزت و شوکت کا محور تھا۔,
2399,5,3,,1,,اُن کے والد بزرگوار ابو احمد حسین تھے، جو پانچ مرتبہ نقابت آل ابی طالبؑ کے منصب پر فائز ہوئے اور بنی عباس اور بنی بویہ کے دور حکومت میں یکساں عظمت و بزرگی کی نظروں سے دیکھے گئے۔ چنانچہ ابو نصر بہاء الدولہ ابن بویہ نے انہیں ’’الطاہر الاوحد‘‘ کا لقب دیا اور ان کی جلالتِ علمی و شرافت نسبی کا ہمیشہ پاس و لحاظ رکھا۔ ان کا خاندانی سلسلہ صرف چار واسطوں سے امامت کے سلسلہ زرّیں سے مل جاتا ہے، جو اس شجرۂ نسب سے ظاہر ہے:,
2400,5,3,,1,,ابو احمد حسین ابن موسیٰ ابن محمد ابن موسیٰ ابن ابراہیم ابن امام موسیٰ کاظم علیہ السلام۔,
2401,5,3,,1,,۲۵ جمادی الاولیٰ ۴۰۰ھ میں ستانوے (۹۷) برس کی عمر میں انتقال فرمایا اور حائر حسینی میں دفن ہوئے۔ ابو العلاء معریٰ نے ان کا مرثیہ کہا ہے، جس کا ایک شعر یہ ہے:,
2402,5,3,,6,,اَنْتُمْ ذُوُو النَّسَبِ الْقَصِيْرِ فَطَوْلُكُمبادٍ عَلَى الْكُبَرَآءِ وَ الْاَشْرَافِ,
2403,5,3,,8,,’’تمہارے اور امامؑ کے درمیان بہت تھوڑے سے وسائط حائل ہیں اور تمہاری بلندیاں اکابر و اشراف پر نمایاں ہیں‘‘۔,
2404,5,3,,1,,آپ کی والدہ معظمہ کی شرافت و بلندی مرتبت کی طرف آگے اشارہ ہو گا، یہاں پر صرف ان کا شجرۂ نسب درج کیا جاتا ہے:,
2405,5,3,,1,,فاطمہ بنت الحسین بن حسن الناصر ابن علی ابن حسن ابن عمر ابن علیؑ ابن حسینؑ ابن علی ابن ابی طالب علیہ السلام ۔,
2406,5,3,,1,,ایسے نجیب و بلند مرتبت ماں باپ کی اخلاقی نگہداشت و حسن تربیت کے ساتھ آپ کو استاد و مربی بھی ایسے نصیب ہوئے جو اپنے وقت کے ماہرین باکمال اور ائمۂ فن مانے جاتے تھے، جن میں سے چند کا یہاں پر ذکر کیا جاتا ہے:,
2407,5,3,,2,,حسن ابن عبداللہ سیرافی:,
2408,5,3,,1,,نحو ولغت و عروض و قوافی میں استاد کامل تھے۔کتاب سیبویہ کی شرح اور متعدد کتابیں لکھی ہیں۔ سیّد نے بچپن میں ان سے قواعد نحو پڑھے اور انہی کے متعلّق آپ کا مشہور نحوی لطیفہ ہے کہ ایک دن حلقۂ درس میں نحوی اعراب کی مشق کراتے ہوئے سیّد رضیؒ سے پوچھا کہ: ½اِذَا قُلْنَا: رَاَیْتُ عُمَرَ، فَمَا عَلَامَۃُ نَصْبِ عُمَرَ:¼ ’’جب ہم ½رَاَیْتُ عُمَرَ¼ کہیں تو اس میں علامت نصب ©۱® کیا ہو گی‘‘؟ آپ نے برجستہ جواب دیا: ½ ’’بُغْضُ عَلِیٍّ‘‘¼۔ اس جواب پر سیرافی اور دوسرے لوگ ان کی ذہانت و طباعی پر دنگ رہ گئے۔ حالانکہ ابھی آپ کا سن دس برس کا بھی نہ تھا۔,
2409,5,3,,7,,سالی کہ نکو است از بہارش پیداست,
2410,5,3,,2,,ابواسحاق ابراہیم احمد ابن محمد طبری:,
2411,5,3,,1,,بڑے پایہ کے فقیہ و محدّث اور علم پرور و جوہر شناس تھے۔ سیّد نے ان سے بچپن میں قرآن مجید کا درس لیا۔,
2412,5,3,,2,,علی ابن عیسیٰ ربعی:,
2413,5,3,,1,,انہوں نے بیس برس ابو علی فارسی سے استفادہ کیا اور نحو میں چند کتابیں لکھی ہیں۔ سیّد نے ان سے ’’ایضاح ‘‘ ابو علی اور عروض و قوافی کی چند کتابیں پڑھیں۔,
2414,5,3,,2,,ابو الفتوح عثمان ابن جنی:,
2415,5,3,,1,,علوم عربیہ کے بڑے ماہر تھے۔ دیوانِ متنبّی کی شرح اور اصول و فقہ میں متعدد کتابیں لکھی ہیں۔ سیّد نے ان سے بھی استفادۂ علمی کیا۔,
2416,5,3,,2,,ابوبکر محمد ابن موسیٰ خوارزمی:,
2417,5,3,,1,,یہ اپنے وقت میں مرجع درس اور صاحب فتویٰ تھے۔ سیّد نے ان سے بھی استفادہ علمی کیا۔,
2418,5,3,,2,,ابو عبد اللہ شیخ مفید علیہ الرحمہ:,
2419,5,3,,1,,سیّد رضیؒ کے اساتذہ میں سب سے زیادہ بلند منزلت ہیں۔ علم و فقاہت اور مناظرہ و کلام میں اپنا مثل و نظیر نہیں رکھتے تھے۔ تقریباً دو سو کتابیں اپنی یادگار چھوڑی ہیں۔,
2420,5,3,,1,,ابن ابی الحدید نے معد ابن فخار سے نقل کیا ہے کہ: ایک رات شیخ مفید نے خواب دیکھا کہ: جناب فاطمہ زہرا سلام اللہ علیہا (امام)حسنؑ اور (امام)حسینؑ کے ہمراہ مسجد کرخ میں تشریف لائیں اور ان سے خطاب کرکے فرمایا کہ: ’’اے شیخ! میرے اِن بچوں کو علم فقہ و دین پڑھاؤ‘‘۔ شیخ جب خواب سے بیدار ہوئے تو حیرت و استعجاب نے گھیر لیا اور ذہن خواب کی تعبیر میں اُلجھ کر رہ گیا۔ اِسی عالم میں صبح ہوئی تو دیکھا کہ فاطمہ بنت الحسین کنیزوں کے جھرمٹ میں تشریف لا رہی ہیں اور ان کے دونوں بیٹے سیّد مرتضیٰ اور سیّد رضی ان کے ہمراہ ہیں۔ شیخ انہیں دیکھ کر تعظیم کیلئے کھڑے ہو گئے۔ جب وہ قریب آئیں تو فرمایا: اے شیخ! میں ان بچوں کو آپ کے سپرد کرنے آئی ہوں، آپ انہیں علم دین پڑھائیں۔ یہ سُن کر رات کا منظر ان کی نظروں میں پھرنے لگا، مجسم تعبیر نگاہوں کے سامنے آگئی، آنکھوں میں آنسو بھر آئے اور ان سے رات کا خواب بیان کیا جسے سُن کر سب دم بخود ہو کر رہ گئے۔ شیخ نے اسی دن سے انہیں اپنی توجہ کا مرکز بنا لیا اور انہوں نے بھی اپنی صلاحیتوں کو بروئے کار لا کر علم و فضل میں وہ بلند مقام حاصل کیا جس کی رفعت اپنوں ہی کو نظر نہ آتی تھی، بلکہ دوسرے بھی نظریں اُٹھا کر دیکھتے رہ جاتے تھے۔,
2421,5,3,,1,,سیّد علیہ الرحمہ علم و فضیلت میں یگانہ روزگار ہونے کے ساتھ ایک بہترین انشاء پرداز اور بلند پایہ سخن طراز بھی تھے۔ چنانچہ ابو حکیم خبری نے آپ کے جواہر پاروں کو چار ضخیم جلدوں میں جمع کیا ہے، جو شوکتِ الفاظ، سلاستِ بیان، حُسنِ ترکیب اور بلندیٔ اسلوب میں اپنا جواب نہیں رکھتے اور پرکھنے والوں کی یہ رائے ہے کہ انہوں نے لوحِ ادب پر جو بیش بہا موتی ٹانکے ہیں، ان کے سامنے کلام عرب کی چمک دمک ماند پڑ گئی اور بلاشبہ یہ کہا جا سکتا ہے کہ قریش بھر میں ان سے بہتر کوئی ادیب و سخن راں پیدا نہیں ہوا۔ لیکن سیّد علیہ الرحمہ نے کبھی اسے اپنے لئے وجہ نازش و سرمایہ افتخار نہیں سمجھا اور نہ ان کے دوسرے کمالات و خصوصیات کو دیکھتے ہوئے ان کی طبع موزوں کی روانیوں کو اتنی اہمیت دی جا سکتی ہے کہ شعر و سخن کو ان کیلئے وجہ فضیلت سمجھ لیا جائے۔ البتہ انہوں نے اپنے مخصوص طرزِ نگارش میں جو علمی و تحقیقی نقش آرائیاں کی ہیں ان کی افادیت و معنویت کا پایہ اتنا بلند ہے کہ انہیں سیّد کی بلندیٔ نظر کا معیار ٹھہرایا جا سکتا ہے اور ان کی تفسیر کے متعلق تو ابنِ خلکان کا یہ قول نقل کیا گیا ہے کہ: ½’’یَتَعَذَّرُ وُجُوْدُ مِثْلِہٖ‘‘¼: ’’اس کی مثل پیش کرنا دشوار ہے‘‘۔,
2422,5,3,,1,,انہوں نے اپنی مختصر سی عمر میں جو علمی و ادبی نقوش اُبھارے ہیں وہ علم و ادب کا بہترین سرمایہ ہیں۔ چنانچہ ان کی چند نمایاں تصنیفات یہ ہیں:,
2423,5,3,,1,,حقائق التاویل,
2424,5,3,,1,,تلخیص البیان عن مجاز القرآن,
2425,5,3,,1,,مجازات الآثار النبویۃ,
2426,5,3,,1,,خصائص الائمہ,
2427,5,3,,1,,حاشیۃ خلاف الفقہاء,
2428,5,3,,1,,حاشیۃ ایضاح، وغیرہ۔,
2429,5,3,,1,,مگر ان تمام تصنیفات میں آپ کی تالیف کردہ کتاب ’’نہج البلاغہ‘‘ کا پایہ بلند ہے کہ جس میں امیرالمومنین علیہ السلام کے خطبات و توقیعات اور حکم و نصائح کے انمول موتیوں کو ایک رشتہ میں پرو دیا ہے۔,
2430,5,3,,1,,سیّد ممدوح کے علمی خدوخال کو ان کی حمیت و خودداری اور عالی ظرفی و بلند نظری نے اور بھی نکھار دیا تھا۔ انہوں نے زندگی بھر بنی بویہ کے انتہائی اصرار کے باوجود ان کا کوئی صلہ و جائزہ قبول نہیں کیا اور نہ کسی کے زیر بار احسان ہو کر اپنی آن میں فرق اور نفس میں جھکاؤ آنے دیا۔ چنانچہ ایک مرتبہ آپ کے ہاں فرزند کی ولادت ہوئی تو اس زمانہ کے رسم و رواج کے مطابق ابو غالب فخرالملک وزیر بہاؤ الدولہ نے ایک ہزار دینار بھجوائے اور طبیعت شناس و مزاج آشنا ہونے کی وجہ سے یہ کہلوا بھیجا کہ یہ دایہ کیلئے بھیجے جا رہے ہیں۔ مگر آپ نے وہ دینار واپس کر دئیے اور یہ جواب دیا کہ: ہمارے ہاں کا دستور نہیں کہ غیر عورتیں ہمارے حالات پر مطلع ہوں، اس لئے دوسری عورتوں سے یہ خدمت متعلق نہیں کی جایا کرتی، بلکہ ہمارے گھر کی بڑی بوڑھیاں خود ہی اسے سر انجام دے لیا کرتی ہیں اور وہ اس کیلئے کسی ہدیہ و اُجرت کو قبول کرنے کیلئے آمادہ نہیں ہو سکتیں۔,
2431,5,3,,1,,اسی عزتِ نفس و احساسِ رفعت نے انہیں سہارا دے کر جوانی ہی میں وقار و عظمت کی اس بلندی پر پہنچا دیا تھا کہ جو عمر طویل کی کار گزاریوں کی آخری منزل ہو سکتی ہے۔ ابھی ۲۱ سال کی عمر تھی کہ آل ابی طالب کی نقابت اور حجاج کی امارت کے منصب پر فائز ہوئے۔ اس زمانہ میں یہ دونوں منصب بہت بلند سمجھے جاتے تھے۔ خصوصاً نقابت کا عہدہ تو اتنا ارفع و اعلیٰ تھا کہ نقیب کو حدود کے اجراء، اُمور شرعیہ کے نفاذ، باہمی تنازعات کے تصفیہ اور اس قبیل کے تمام اختیارات حاصل ہوتے تھے اور اس کے فرائض میں یہ بھی داخل ہوتا تھا کہ وہ سادات کے نسب کی حفاظت اور ان کے اخلاق و اطوار کی نگہداشت کرے اور آخر میں تو ان کی نقابت کا دائرہ اتنا ہمہ گیر و وسیع ہو گیا تھا کہ مملکت کا کوئی شہر اس سے مستثنیٰ نہ تھا اور ’’نقیب النقباء‘‘ کے لقب سے یاد کئے جانے لگے تھے۔ مگر عمر کی ابھی سینتالیس (۴۷)منزلیں ہی طے کرنے پائے تھے کہ(۴۰۶ہجری میں) نقیب موت نے ان کے دروازے پر دستک دی اور یہ وجود گرامی ہمیشہ کیلئے آنکھوں سے روپوش ہو گیا۔,
2432,5,3,,6,,½لِلّٰهِ عُمْرُكَ مِنْ قَصِيْرٍ طَاهِرٍوَ لَرُبَّ عُمْرٌ طَالَ بِالْاَدْنَاسِ¼,
2433,5,3,,8,,’’تمہاری چھوٹی مگر پاک و پاکیزہ عمر کی خوبیوں کا کیا کہنا! اور بہت سی عمریں تو گندگیوں کے ساتھ بڑھ جایا کرتی ہیں‘‘۔,
2434,5,3,,1,,ان کے بڑے بھائی علم الہدیٰ سیّد مرتضیٰ نے جس وقت یہ روح فرسا منظر دیکھا تو تاب و توانائی نے ان کا ساتھ چھوڑ دیا اور درد و غم کی شدّت سے بے قرار ہو کر گھر سے نکل کھڑے ہوئے اور اپنے جدّ امام موسیٰ کاظم علیہ السلام کے روضۂ اطہر پر آ کر بیٹھ گئے۔ چنانچہ نماز جنازہ ابو غالب فخر الملک نے پڑھائی جس میں تمام اعیان و اشراف اور علماء و قضاۃ نے شرکت کی۔ اس کے بعد علم الہدیٰ کی خدمت میں حاضر ہوئے اور بڑی مشکلوں سے انہیں واپس لے جانے میں کامیاب ہوئے۔ ان کا مرثیہ ان کے قلبی تاثرات کا آئینہ دار ہے جس کا ایک شعر اوپر درج کیا گیا ہے۔,
2436,5,3,,10,۰,جامع نہج البلاغہ:,
2437,5,3,,10,۱,”نصب“ علامۃ اعرابی ہے  اور اس کے  معنی ناصبیت کے بھی ہیں  اور علامہ نے اس لفظ کو دوسرے معنی پر محمول کیا ہے۔,
2438,5,4,1.0,1,s۱,’’فرزدق‘‘ کہ جس کا نام ہمام ابن غالب ہے، قبیلۂ بنی دارم کا ایک فرد اور عرب کا نامور شاعر تھا۔ اس میں اور عرب کے ایک دوسرے شاعر جریر ابن عطیہ میں ہمیشہ نوک جھونک رہا کرتی تھی اور ایک دوسرے کی ہجو اور باہمی مفاخرت ہی میں ان کی طبیعتوں کے جوہر کھلا کرتے تھے۔ چنانچہ فرزدق کا یہ شعر بھی اسی سلسلہ کی ایک کڑی ہے جس میں جریر کو مخاطب کر کے کہتا ہے کہ: ’’میرے آباؤ اجداد تو وہ ہیں (جن کی خوبیوں کو تو سن چکا ہے) اور اگر تیرے آباؤ اجداد میں بھی کوئی ان جیسا ہو گزرا ہو تو کسی بھری محفل میں اس کا نام لو۔,
2439,5,4,2.0,1,,سیّد رضی علیہ الرحمہ اس شعر کو اپنے آباؤ اجداد کیلئے پیش کرتے ہوئے ہر شخص سے مخاطب ہیں کہ کوئی ان کی مثل و نظیر لا سکتا ہو تو لائے۔ فرزدق کے شعر میں تو خطاب صرف جریر سے کیا گیا ہے مگر یہاں اسے مثل کی صورت میں پیش کرنے سے عمومیت اور ہمہ گیری پیدا ہو گئی ہے اور خطاب کسی فردِ خاص سے نہیں رہا ہے، بلکہ ہر شخص اپنے کو اس کا مخاطب قرار دے سکتا ہے۔ مگر اتنی عمومیت و وسعت کے باوجود ½فَجِئْنِیْ بِمِثْلِہِمْ¼ کا دعویٰ ½﴿فَاْتُوْا بِسُوْرَۃٍ مِّنْ مِّثْلِہٖ۝۰۠ ﴾¼©۱® کی طرح توڑا نہیں جا سکتا۔,
2440,5,4,3.0,1,,سیّد رضیؒ نے اس نسبت و امتیاز کی طرف ایسے مناسب محل پر اشارہ کیا ہے کہ اس سے زیادہ موزوں مقام دوسرا نہیں ہو سکتا، کیونکہ جس ہستی پر افتخار مقصود ہے اس کی خوبیوں اور فضیلتوں کی طرف اشارہ ہو چکا ہے اور نگاہیں اس کے جمالِ عظمت سے خیرہ اور ذہن اس کے کمال رفعت سے متاثر ہو چکے ہیں۔ اب دلوں کو بآسانی اس فرد کی رفعت و بلندی کے آگے جھکایا جا سکتا ہے جسے اس ذاتِ ممدوح سے نسبت ہو۔ لہٰذا سیّد کی بلاغت آشنا نظروں نے دل و دماغ کے رجحان کے موقعہ پر نگاہوں کو اس طرف موڑا کہ وہ بھی اسی آفتابِ جہاں تاب کی کرن ہیں جس کی طغیانی نور سے آنکھیں چکا چوند ہو جاتی ہیں اور اسی شجرۂ طیبہ کے برگ و بار ہیں جس کی جڑ زمین میں اور شاخیں آسمان تک پھیلی ہوئی ہیں۔ اب کون ہے جو اس نسبت و امتیاز سے مثاثر ہو کر ان کے علو و رفعت کا قائل نہ ہو گا۔,
2441,5,4,4.0,6,,مَنْ لَّمْ يَكُنْ عَلَوِيًّا حِيْنَ تَنْسُبُهٗ,
2442,5,4,5.0,6,,فَمَا لَهٗ فِیْ قَدِيْمِ الدَّهْرِ مُفْتَخَرٌ,
2443,5,4,6.0,1,,(ترجمہ:’’جس شخص کا نسب حضرت علی ؈ سے نہ ملے تو اس کیلئے بھلا فخر کیسا!‘‘)۔(عیون اخبار الرضاؑ، ج۲، ص۱۴۳),
2444,5,4,7.0,1,e۱,۲دنیا میں ایسے انسان خال خال ہی نظر آتے ہیں کہ جن میں ایک آدھ صفت کمال کے علاوہ کوئی اور بھی فضیلت نمایاں ہو، چہ جائیکہ تمام متضاد صفتیں کسی کے دامن میں جمع ہو جائیں، کیونکہ ہر طبیعت میں ہر کمال کے پھلنے پھولنے اور ہر صفت کے اُبھرنے کی صلاحیت نہیں ہوا کرتی، بلکہ ہر فضیلت ایک طبیعتِ خاص اور ہر کمال ایک مزاج مخصوص رکھتا ہے جو انہی اوصاف و کمالات سے سازگار ہو سکتا ہے جو اس سے یکسانیت و ہمرنگی رکھتے ہوں اور جہاں ہم آہنگی کے بجائے تضاد کی سی صورت ہو وہاں پر طبعی تقاضے روک بن کر کسی اور فضیلت کو اُبھرنے نہیں دیا کرتے۔ مثلاً جود و سخا کا تقاضا یہ ہے کہ انسان میں رحمدلی و خدا ترسی کا ولولہ ہو، کسی کو فقر و افلاس میں دیکھے تو اُ س کا دل کڑھنے لگے اور دوسروں کے دکھ درد سے اس کے احساسات تڑپ اٹھیں۔ اور شجاعت و نبرد آزمائی کا تقاضا یہ ہے کہ طبیعت میں نرمی و رحمدلی کے بجائے خونریزی و سفاکی کا جذبہ ہو، ہر گھڑی لڑنے اُلجھنے کیلئے تیار اور مرنے مارنے کیلئے آمادہ نظر آئے اور ان دونوں تقاضوں میں اتنا بُعد ہے کہ کرم کی تبسم ریزیوں میں شجاعت کے کڑے تیوروں کو سمویا نہیں جا سکتا اور نہ حاتم سے شجاعتِ رستم کی امید اور نہ رستم سے سخاوتِ حاتم کی توقع کی جا سکتی ہے۔,
2445,5,4,8.0,1,s۲,مگر علی ابن ابی طالب ؈ کی طبیعت ہر فضیلت سے پوری مناسبت اور ہر کمال سے پورا لگاؤ رکھتی تھی اور کوئی صفتِ حسن و کمال ایسی نہ تھی جس سے اُن کا دامن خالی رہا ہو اور کوئی خلعتِ خوبی و جمال ایسا نہ تھا جو ان کے قد و قامت پر راست نہ آیا ہو اور سخاوت و شجاعت کے متضاد تقاضے بھی ان میں پہلو بہ پہلو نظر آتے تھے۔ اگر وہ داد و دہش میں ابر باراں کی طرح برستے تھے تو پہاڑ کی طرح جم کر لڑتے اور دادِ شجاعت بھی دیتے تھے۔ چنانچہ ان کے جود و کرم کی یہ حالت تھی کہ فقر و افلاس کے زمانے میں بھی جو دن بھر کی مزدوری سے کماتے تھے اس کا بیشتر حصہ ناداروں اور فاقہ کشوں میں بانٹ دیتے تھے اور کبھی کسی سائل کو اپنے گھر سے ناکام واپس نہ جانے دیتے تھے، یہاں تک کہ اگر میدانِ جنگ میں دشمن نے تلوار مانگ لی تو آپؑ نے اپنے زورِ بازو پر بھروسا کرتے ہوئے تلوار اس کے آگے پھینک دی۔,
2446,5,4,9.0,8,,کافر ہے تو شمشیر پہ کرتا ہے بھروسا,
2447,5,4,10.0,8,,مومن ہے تو بے تیغ بھی لڑتا ہے سپاہی,
2448,5,4,11.0,1,,اور ہمت و شجاعت کا یہ عالم تھا کہ فوجوں کے ریلےآپؑ کے ثباتِ قدم کو جنبش نہ دے سکتے تھے اور ہر معرکہ میں فتح و کامرانی کا سہرا آپؑ کے سر رہتا تھا اور بہادر سے بہادر نبرد آزما بھی آپؑ کے مقابلے میں آ کر اپنی جان کو صحیح و سالم بچا کر لے جانے میں کامیاب نہ ہو سکتا تھا۔,
2449,5,4,12.0,1,,چنانچہ ابن قتیبہ نے ’’المعارف‘‘ میں لکھا ہے کہ:,
2450,5,4,13.0,1,,½لَمْ یُصَارِعْ قَطُّ اَحَدٌ اِلَّا صَرَعَہٗ.¼,
2451,5,4,14.0,1,,جس سے بھڑے اُسے پچھاڑے بغیر نہیں چھوڑا۔ (شرح ابن ابی الحدید، ج۱، ص۲۱),
2452,5,4,15.0,1,,شجاعوں کی من چلی طبیعتیں سوچ بچار کی عادی نہیں ہوا کرتیں اور نہ مصلحت بینی و مآل اندیشی سے انہیں کوئی لگاؤ ہوتا ہے، مگر آپؑ میں شجاعت کے ساتھ ساتھ سوجھ بوجھ کا مادہ بھی بدرجۂ اَتَم پایا جاتا تھا۔ چنانچہ امام شافعی کا قول ہے کہ:,
2453,5,4,16.0,3,,½مَاۤ اَقُوْلُ فِیْ شَخْصٍ اجْتَمَعَتْ لَہٗ ثَلَاثَۃٌ مَّعَ ثَلَاثَۃٍ لَّا یَجْتَمِعُھُنَّ قَطُّ لِاَحَدٍ مِّنْۢ بَنِیْۤ اٰدَمَ: الْجُوْدُ مَعَ الْفَقْرِ، وَ الشَّجَاعَۃُ مَعَ الرَّاْیِ، وَ الْعِلْمُ مَعَ الْعَمَلِ.¼,
2454,5,4,17.0,4,,میں اس ہستی کے بارے میں کیا کہوں جن میں تین صفتیں ایسی تین صفتوں کے ساتھ جمع تھیں جو کسی بشر میں جمع نہیں ہوئیں: فقر کے ساتھ سخاوت، شجاعت کے ساتھ تدبر ورائے اور علم کے ساتھ عملی کار گزاریاں۔ (فواتح میبذی، فاتحہ ہفتم)©۲®,
2455,5,4,18.0,1,,اسی اصابتِ فکر و صحت رائے کا نتیجہ تھا کہ جب پیغمبر ﷺ کی وفات کے بعد کچھ لوگوں نے آپؑ کو تلوار اٹھانے کا مشورہ دیا اور فوجوں کے فراہم کرنے کا وعدہ کیا تو آپ نے ان کی رائے کو ٹھکرا دیا، حالانکہ ایسے موقعہ پر من چلے بہادروں کو ذرا سا سہارا بھی اُبھارنے کیلئے کافی ہوا کرتا ہے۔ مگر آپؑ کی طبع دور اندیش نے فوراً یہ نتیجہ اخذ کر لیا کہ اگر اس وقت معرکۂ کار زار گرم ہو گیا تو اسلام کی آواز تلواروں کی جھنکار میں دَب کر رہ جائے گی اور پھر کامیابی حاصل ہو بھی گئی تو کہنے میں یہی آئے گا کہ تلوار کے زور سے اس منصب کو حاصل کیا، ورنہ کوئی استحقاق نہ تھا۔ لہٰذا آپؑ نے تلوار کو روک کر ایک طرف اسلام کی حفاظت کا سرو سامان کیا اور دوسری طرف اپنے حق کو خونریزیوں سے داغ دار نہ ہونے دیا۔,
2456,5,4,19.0,1,,جہاں رگ و پے میں شجاعت کا خون دوڑ رہا ہو اور سینہ میں غیض و غضب کی چنگاریاں بھڑک رہی ہوں وہاں ولولۂ انتقام کو دبا کر عفو و بخشش کا طرزِ عمل اختیار کرنا اور طاقت و اختیار کے ہوتے ہوئے در گزر سے کام لینا بڑی کٹھن آزمائش ہے۔ مگر ایسے ہی موقعوں پر آپؑ کی سیرت کے جوہر نکھرا کرتے تھے اور دامن عفو کی پہنائیوں میں خون کے پیاسوں تک کیلئے گنجائش نکل آیا کرتی تھی۔ چنانچہ جنگِ جمل کے خاتمہ پر آپؑ نے ایک اعلانِ عام فرمایا کہ کسی پیٹھ پھرانے والے، ہتھیار ڈال دینے والے اور ہمارے دامن میں پناہ لینے والے پر ہاتھ نہ اٹھایا جائے اور مروان بن حکم اور عبد اللہ بن زبیر ایسے دشمنوں کو بغیر انتقام و سرزنش کے چھوڑ دیا اور اُمّ المومنین کے ساتھ جو حسنِ سلوک کیا وہ آپؑ کی شرافت نفس اور بلندیٔ کردار کا بے نظیر نمونہ ہے کہ باوجود عناد و دشمنی کے کھلم کھلا مظاہروں کے آپؑ نے اُ ن کے شایانِ شان انتظامات کے ساتھ انہیں محمد ابن ابی بکر کے ہمراہ مدینہ روانہ کر دیا۔,
2457,5,4,20.0,1,,انسان اپنی ذاتی رنجشوں کو اصولی اختلاف کا لباس پہنا کر نہ صرف دوسروں کو فریب دیا کرتا ہے، بلکہ خود اپنے نفس کو بھی دھوکے میں رکھنے کی کوشش کیا کرتا ہے اور ایسے حالات میں ایسی نازک صورتیں بھی آ جاتی ہیں کہ انسان ذاتی اور اصولی رنجش میں امتیاز کر کے ایک کو دوسرے سے الگ نہیں کر سکتا اور بآسانی ایک کو دوسرے میں سمو کر یہ سمجھ لیتا ہے کہ اُس نے حکم الٰہی کا امتثال کیا ہے اور ہوتا یہ ہے کہ اس کے ساتھ ساتھ اپنے انتقامی جذبے کو بھی فرو کر لیا کرتا ہے۔ مگر امیر المومنین ؈ کی حد شناس نظریں نہ کبھی فریب کھاتی تھیں اور نہ جان بوجھ کر اپنے کو فریب دیتی تھیں۔ چنانچہ ایک موقعہ پر جب دشمن کو پچھاڑ کر اُس کے سینے پر سوار ہوئے تو اس نے آپؑ کے چہرے پر تھوک دیا۔ بشری تقاضا تو یہ تھا کہ اشتعال بڑھ جاتا، ہاتھ کی حرکت تیز ہو جاتی، مگر مشتعل ہونے کی بجائے اُس کے سینہ سے اُتر آئے کہ کہیں اس عمل میں خواہش نفس کی آمیزش نہ ہو جائے۔ جب غصہ فرو ہو گیا تو اُسے قتل کیا۔,
2458,5,4,21.0,1,,جنگ و پیکار اور زہد و ورع میں بھی کوئی مناسبت نظر نہیں آتی، کیونکہ ایک سے ہمت و دلیری کا مظاہرہ ہوتا ہے اور ایک سے عجز و فروماندگی ٹپکتی ہے۔ مگر آپؑ ان دونوں صفتوں کے اجتماع کا نادر نمونہ تھے کہ وقفِ دُعا رہنے والے ہاتھوں کو مشغولِ کارزار بھی رکھتے تھے اور گوشۂ اعتکاف میں بیٹھنے کے ساتھ میدانِ جنگ کا بھی طواف کرتے تھے۔ چنانچہ لیلۃ الہریر کا وہ منظر تو انسانی عقلوں کو حیرت و استعجاب میں ڈال دیتا ہے کہ جب آپؑ نے گرد و پیش سے آنکھیں بند کر کے خونی ہنگاموں میں مصلّٰی بچھا دیا تھا اور سکونِ خاطر و اطمینانِ قلب سے نماز میں مشغول ہو گئے تھے اور تیر تھے کہ کبھی آپؑ کے سر کے اوپر سے اور کبھی دائیں سمت سے اور کبھی بائیں جانب سے سنسناتے ہوئے گزر رہے تھے، مگر آپؑ بغیر کسی خوف و ہراس کے ذکرِ خدا میں محو رہے اور جب فارغ ہوئے تو ہاتھ تلوار کے قبضہ پر رکھا اور پھر جس قیامت کا رَن پڑا ہے تاریخ اس کی مثال پیش نہیں کر سکتی۔ عالم یہ تھا کہ ہر طرف ایسی چیخ و پکار اور بھگدڑ مچی ہوئی تھی کہ کان پڑی آواز نہ سنائی دیتی تھی۔ البتہ لحظہ بہ لحظہ آپؑ کی صدائے تکبیر فضا میں بلند ہو کر کانوں میں گونج اُٹھتی تھی اور ہر تکبیر ایک دشمن کیلئے پیغامِ اَجل لیکر آتی تھی۔ گننے والوں نے اِن تکبیروں کو شمار کیا تو ان کی تعداد پانچ سو تیئیس (۵۲۳) تھی۔,
